HREF,CONAME,TEL,EMAIL,FAILMSG,BIZADD,DATE_SCRAPED 
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36424&sid=D1161ED97D771002AD9E716A1F63F741,DAPUR KAYU ENTERPRISE,03 - 31663843,msanimusa@gmail.com,,"NO. 41, JALAN SELAT SELATAN 3, PANDAMARAN PELABUHAN KLANG 42000 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34176&sid=DA0AA3A36D23C2E74E617A588E964684,MIAMI FOOD PRODUCTS SDN BHD,04 - 8993545,miamipg@streamyx.com,,"26, JALAN PANTAI MIAMI BATU FERRINGHI  11100 PULAU PINANG",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58440&sid=E1ED515A324C9F81C8E29156E37E7ECF,GANESAR GRINDING MILLS,012 - 5582662,ganesargrindingmill@gmail.com,,"11, LORONG BERJAYA INDAH 1 TAMAN BERJAYA INDAH BUKIT MERTAJAM 14000 PULAU PINANG",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15903&sid=D6EB1579D7A0022A9B0345A98F053EA3,LOONG CHAI TRADING SDN BHD,03 - 87334943,enquiry@sweet-corn.com.my,,"LOT 7, JALAN PERINDUSTRIAN SG BALAK 1/1 KAWASAN PERINDUSTRIAN SG BALAK KAJANG 43000 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53576&sid=24BBE9906AEB958D3D4BAB974210D0ED,ROHFE TRADING SDN BHD,03 - 61429300,rohfetrading@gmail.com,,8-2 JALAN PJU 5/21 ENCORP STRAND KOTA DAMANSARA PETALING JAYA 47810 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53565&sid=3CD292A1B0A9B8B7DC6B1501D4960F38,PERTANZA SDN BHD,082 - 240278,pertanza@yahoo.com,,"LOT 2761, BLOCK 10 KCLD, LORONG 12 JALAN TUN AHMAD ZAIDI ADRUCE KUCHING 93150 SARAWAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53690&sid=8EBB529316664340C0ED7382608BB771,EKAY TRADE & SERVICES,013 - 3550940,kamal@ekay.co,,"H3-5-503,APT SRI MERANTI PERSIARAN MERANTI BANDAR SRI DAMANSARA 52200 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9526&sid=093DFFB795B8C86E070DC903CA65B1B7,QUONG HENG ENTERPRISE SDN BHD,07 - 7879881,quongheng@gmail.com,,"3, JALAN MALINJA 6, 5TH MILE, JALAN MERS TAMAN PERINDUSTRIAN MATAHARI KLUANG 86000 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40057&sid=0A7307B63E070ABD890A53E034A28E26,MOHAMAD ARMIYA FOODS INDUSTRY SDN BHD,07 - 8616206,citi223@hotmail.com,,19&21 JALAN CANGGIH 3 TAMAN PERINDUSTRIAN DESA CEMERLANG ULU TIRAM 81800 JOHOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14082&sid=CD5343A19AE033877596A70203A02A92,MUSLIMAH BUSINESS ACADEMY,03 - 89265199,muslimahbiz@yahoo.com,,"21, JALAN PP 5/27 DESA PINGGIRAN PUTRA, SG MERAB KAJANG 53300 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15468&sid=6BBC742C8847BEC470588B8752075330,RICKSEN (M) SDN BHD,06 - 9513623,kathy@ricksen.com.my,,"4, TAMAN BINTANG JALAN SAKEH MUAR 84000 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9803&sid=41BF61DED24BD8A6FBEFB1CC2D1D3029,TUAN SANAWI TUAN NGAH SDN BHD,06 - 9781027,tstn@delluscious.com,,"LOT NO PTD 16053 KAW, PERINDUSTRIAN TANGKAK JALAN TEKNOLOGI 6, LEDANG 84900 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8899&sid=2400064E24921D2436D8547B09A61F22,MAX FOOD ENTERPRISE (M) SDN BHD,03 - 62749436,enquiry@kamifood.com,,"LOT 33, JALAN SRI EHSAN 1 TAMAN SRI EHSAN KEPONG 52100 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35485&sid=083B03170DD71ACED1627FC3DBD55042,NATURE COCOS SDN BHD,07 - 3551975,dragonpw99@gmail.com,,"20, JALAN MUTIARA EMAS 4/20 TAMAN MOUNT AUSTIN JOHOR BAHRU 81100 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=54186&sid=1F798EACB6D579C5C51F2A4A6CEE49AD,SEA HORSE IMPORT & EXPORT SERVICES,016 - 3518505,elan152@yahoo.com,,"LOT 3365, MILE 7 3/4, JALAN KAPAR KAPAR  42200 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42833&sid=95B570FC4AE40B81E8ABDF68E4407DC5,MBG FRUITS SDN BHD,03 - 61378602,angiehong@mbg.com.my,,"NO.16, GROUND FLOOR JALAN BEDARA  50200 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11027&sid=28A6BA7135348E863231A49843539D61,M'SIAN VERMICELLI MANUFACTURERS (MELAKA) SDN BHD,06 - 3175701,mvm888@po.jaring.my,,8794 4TH MILE BATU BERENDAM 75350 MELAKA,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35935&sid=B06CE64FD94F351CB5B9686AB8D20855,AIC INGREDIENTS SDN BHD,03 - 51910808,info@aicingredients.com.my,,"LOT 12, JALAN API API 26/1 SEKSYEN 26 KAW PERINDUSTRIAN HICOM, SHAH ALAM 40400 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6801&sid=AD929443CD7CCBE131A1264F7DA7862F,Y.S.H. FROZEN FOOD,05 - 6922214,ysh@almondlondoncookies.com,,"37, TAMAN SENTOSA JALAN LUMUT SITIAWAN 32000 PERAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12759&sid=DB0BDE3EE58056C34DD1E9C2A4BEDEC2,CHOCOLATE GRAPHICS (M) SDN BHD,03 - 80238733,info@chocolategraphics.com.my,,"27, JALAN USJ 1/1B REGALIA BUSINESS CENTRE SUBANG JAYA 47620 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50331&sid=BBCE10846B92B714A4D66016BCF2D9BC,AG EXCELLENT NEST  SDN BHD,019 - 3012877,agexcellentnest@gmail.com,,"LOT 2674, JALAN MELAKA PINDAH PENGKALAN ALOR GAJAH 78000 MELAKA",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51360&sid=4976D4C1C97F9D8413C79988DC0CF60C,KIM TECK CHEONG (TAWAU) SDN BHD,088 - 432222,lau.ks@ktc.com.my,,"LOT 74 A&B SEDCO LIGHT INDUSTRIAL ESTATE JALAN KILANG,MILES 5.5 JALAN TUARAN, KOTA KINABALU 88450 SABAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14075&sid=EB69EC13D529ABE7A3CFDF565CDA9293,COUNTRY FARMS SDN BHD,03 - 78809936,info@countryfarmorganics.com,,"26, JALAN PJU 3/49 SUNWAY DAMANSARA PETALING JAYA 47810 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12810&sid=5D2BCEA4D1ED73A62CCC4937CD18AF54,ETIKA DAIRIES SDN BHD,03 - 33922988,info@etikadairies.com.my,,"LOT LS-1, PERSIARAN SATU MERU INDUSTRIAL PARK OFF PERSIARAN HAMZAH ALANG, KLANG 42200 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3222&sid=CA0A2DD59C39B4335B1A50341073151D,ASIAN ASSET GROUP SDN BHD,03 - 55128389,mf.aagmkt@aagkl.com,,"WORLDWIDE BUSINESS PARK 3E, 5TH. FLOOR, BLOCK 1, JALAN TINJU 13/50 SECTION 13, SHAH ALAM 40675 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10679&sid=B455074996C04D4B82F418D3D50BA66E,FAMA CORPORATION SDN BHD,03 - 61351301,info@famaco.com.my,,"5, JALAN 2/8, DATARAN TEMPLER BANDAR BARU SELAYANG BATU CAVES 68100 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15461&sid=01C4CC39E3D0DBF867D83E18415E3B08,KUM THIM FOOD INDUSTRIES SDN BHD,03 - 87375155,info@kumthim.com,,8 JALAN PERINDUSTRIAN SG. BALAK 1/1 KAW. PERINDUSTRIAN SG BALAK KAJANG 43000 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10253&sid=D51183E6F89A572288CA36B9918609F9,KRISANYA SDN BHD,03 - 51622920,krisanya@krisanya.com,,"8 & 12, JALAN TELUK BATU 9 4  1/2 MILE, JALAN KEBUN SHAH ALAM 40600 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14539&sid=5ED10FFF12B56AB17FC30CE4F10D22E5,LEE SHUN HING SAUCE INDUSTRIES SDN BHD,03 - 62740700,info@leeshunhing.com,,"LOT 38, JALAN E 1/4 TAMAN EHSAN INDUSTRIAL PARK KEPONG 52100 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33343&sid=7B6D1069AF63FEBF987B11A7BD2D609B,SYNERCHEM SDN BHD,03 - 51229933,sales@synerchem.com.my,,"13, JALAN 31/60 KOTA KEMUNING INDUSTRIAL PARK KOTA KEMUNING, SHAH ALAM 40460 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36150&sid=8F817FBEABD3B1F25991DA9357D0243D,PERFECT RHYTHM SDN BHD,03 - 22725079,pgunaysk@gmail.com,,"116-11-4, PINES CONDO JALAN SULTAN ABDUL SAMAD BRICKFIELDS 50470 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12670&sid=5D77E2380176A879E1AB0D1BBC8C47E8,ADAMI FOOD & SPICES INDUSTRIES SDN BHD,06 - 9513399,admin@adami.com.my,,"198-200, TAMAN TEMIANG UTAMA MUAR  84000 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15107&sid=79E52940CCDCB673ECD8B8CCD636FDBF,ZENITH IMPEX (M) SDN BHD,03 - 62039125,info@zenithimpexbiz.com,,NO.2 JALAN SOLARIS BLOCK K-05-13A SOLARIS MONT KIARA 50480 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=55403&sid=230831A8346DCCE6ABCEF80AEF6B657A,YADAN FOOD INDUSTRIES,019 - 3788517,yadanfood@gmail.com,,6504 JALAN TITIWANGSA 3 TAMAN BUKTI SEREMBAN 70400 NEGERI SEMBILAN,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=54952&sid=584BA6A59E285D9BCD821CCB1AEDD990,SUGABUG SDN BHD,03 - 33933380,tydave@sugabug.com,,"26,JLN TPP 5/3 TAMAN PERINDUSTRIAN PUCHONG SECTION 5 47100 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6426&sid=7937EAE42DF813E4735940DABFBDD499,SAUDI COLD STORAGE SDN BHD,04 - 4426800,victor.yong@saudee.com,,PLOT 331 TAMAN PERINDUSTRIAN SUNGAI PETANI FASA 3 SUNGAI PETANI 08000 KEDAH,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6216&sid=86727F7B482E8720CA87A16CCCDDB163,ASHABUL YAMIN ENTERPRISE,019 - 5649016,zahidana@yahoo.com,,"1, JALAN SEMENYIH IMPIAN 7 TAMAN SEMENYIH IMPIAN SEMENYIH 43500 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34012&sid=77E0BAFF65EBEDCF601AFAF31D3F9FA5,INTI FOOD SDN BHD,03 - 80511401,intifoods@gmail.com,,"37-1, JALAN 7/11, GRD FLOOR BANDAR PUTERI PUCHONG  47100 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2251&sid=9605E5922AF3A0E3568756EF6505435F,BARKATH FOOD SDN BHD,04 - 2618881,geh@barkath.com,,"BANGUNAN BARKATH 21, 3RD FLOOR BEACH STREET 10300 PULAU PINANG",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15800&sid=6291081D0C806DBBFC38714848AAF0B7,ZINON FOOD INDUSTRY SDN BHD,04 - 7143159,admin@zinonfood.com,,"10, BATU 5 1/4, JALAN HUTAN KAMPUNG ALOR SETAR  05350 KEDAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48868&sid=C973D26DDC410BDEFDAAD50027789440,MASTER FONG INTERNATIONAL SDN BHD,05 - 3135298,kent1383@yahoo.com,,"24, HALA RAPAT BARU 22 KAW PERINDUSTRIAN KINTA JAYA IPOH 31350 PERAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42742&sid=C41FBD9BDAD9A967D70F0B34D22D7D7B,SIA MUTIARA TRADING & DISTRIBUTORS,017 - 7066950,tslsince2004@gmail.com,,"36, JALAN UTAMA 45 MUTIARA SQUARE SKUDAI 81300 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43999&sid=1A4B723780305429F5EB02B2240816D5,MACK & ZACK INTERNATIONAL SDN BHD,03 - 20355985,khangweei.lau@gmail.com,,"NO. 270, JALAN PJU 1/35, SUNGAI WAY PETALING JAYA 47301 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58548&sid=EF2F3B25CFFD30FE20A633ED51FA7E3A,MOCKINGHAWK ENTERPRISE,03 - 80610262,mockinghawk@gmail.com,,"18, JALAN INDAH 1/6 TAMAN PUCHONG INDAH PUCHONG 47100 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56589&sid=7964B5CF478ACA0E4FE0AB7066A4B398,AREFCO MALAYSIA SDN BHD,03 - 56344635,akamal47@gmail.com,,2 JALAN USJ 2/5H SUBANG JAYA 47600 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11708&sid=811F5A64DB921C4E29BA51656B80D9BA,MELILEA (M) SDN BHD,03 - 22621116,info@melilea.com,,"MELILEA TOWER, 6, AVENUE 3 THE HORIZON, BANGSAR SOUTH 8, JALAN KERINCHI 59200 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58551&sid=DB3C4ACE3D1339EA20A1EDF2EFECD3C9,ARF BEST FOODS SDN BHD,016 - 7227545,arfbestfoods@hotmail.com,,18. JALAN BAIDURI 1/2 TAMAN BAIDURI PERLING 81200 JOHOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43008&sid=C179069C7D27A31F77CA76336F0792DC,GROW WELL MARKETING SDN BHD,03 - 61369820,andy@growwell.my,,"PT 31116,JALAN RAWANG RAWANG SELAYANG BARU BATU CAVES 68100 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50684&sid=A16B7132DBE7A0CBBFF3D3D17E23AE67,Z HISHAM ENTERPRISE,07 - 6901461,zainorhisham@gmail.com,,"BLOCK C, LOT 1002 MUKIM SG PINGGAN PT IBRAHIM, SANGLANG 82100 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9893&sid=8005F65E7F7D67AE2E80FDA86D975B47,ZHENG FOOD (MALAYSIA) SDN BHD,03 - 87249308,zhengfood9128@yahoo.com,,"8, JALAN P4/3, SECTION 4 BANDAR TEKNOLOGI KAJANG SEMENYIH 43500 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58550&sid=01627BF0C5D915EB0B153F7BEEC12D50,ANJAAD BORNEO SDN BHD,082 - 414605,shukri@anjaad.com,,"501A, JALAN PATINGAN KUCHING  93400 SARAWAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58872&sid=2B4D9C49EA4BFD896E754011F58696E7,BISCOTTI BITES,010 - 2536057,biscotti_bites@hotmail.com,,"48, JALAN BRP 7/1G BUKIT RAHMAN PUTRA SG. BULOH 47000 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58731&sid=F66350EFD210328859E1059B3BA520C2,AMAZING CHOICE SDN BHD,05 - 8074482,loke7386@yahoo.com,,13-15 JALAN TOKONG TAIPING 34000 PERAK,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58719&sid=E4F0C96D422DF25C59A4380B5848EA2E,ASAM PEDAS FROZEN ENTERPRISE,013 - 7029737,asampedas_aida@yahoo.com,,"10, JALAN EMAS TAMAN GUNUNG EMAS ULU TIRAM 81800 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58724&sid=49C8D596042167D51711DE5D9C7E9084,WHITE BIRD NEST ENTERPRISE,016 - 7729993,wbn.msia@gmail.com,,"28, JALAN RONGGENG 11 TAMAN SKUDAI BARU SKUDAI 81300 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37643&sid=7ED27F43587B508F70AFDC08A39A0A17,LEGUGEE SDN BHD,03 - 51226196,legugee@yahoo.com,,"1, JALAN ANNGERIK MOKARA 31/60 SECTION 31, KOTA KAMUNING SHAH ALAM 40706 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51105&sid=4027A83F2C26286BF2F1BB614920EC62,JBC RESOURCES (M) SDN BHD,05 - 5456275,ronnie.foong@jbcresources.com,,"60A, LINTASAN PERAJURIT 6 TAMAN IPOH TIMUR  31400 PERAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44056&sid=58DA2CA38C52D74B3720C5A7B73A70CC,SMYX RESOURCE,03 - 41317083,khairul@myxboutique.com,,"NO 28, JALAN WANGSA NIAGA,WANGSA BIZ AVENUE OFF JALAN 34/26,TAMAN SRI RAMPAI SETAPAK 53300 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59975&sid=5DC06E298E54BE232B907B18ED52A3E9,MAOSAN WANG FRUITS SDN BHD,05 - 7761477,maosanwang_malaysia@yahoo.com,,"66A, SINAR BARU JALAN MAHARAJALELA KUALA KANGSAR 33000 PERAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11971&sid=B6A945086F44BE9729FA3E80EBBE7A0E,CASIMA (M) SDN BHD,03 - 60922233,cashma@tm.net.my,,LOT 98 RAWANG INTEGRATED INDUSTRIAL PARK RAWANG 48000 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10934&sid=583C2CC09EDABE326A7B7A6F5967E190,FOURSEASON FOODSTUFF INDUSTRIES (M) SDN BHD,04 - 3908051,info@tentenfood.com,,"LOT 2688, MUKIM 1, JALAN PERUSAHAAN KAW PERINDUSTRIAN PRAI PRAI, PROVINCE WELLESLEY 13600 PULAU PINANG",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4373&sid=B7E9980F082E264A75D7FFCF61088155,LOTUS CONSULTING GROUP SDN BHD,03 - 89456588,management@lotusoxford.com,,"35, JALAN PBS 14/2 TAMAN PERINDUSTRIAN BKT SERDANG SERI KEMBANGAN 43300 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6066&sid=8372A400E66BD3437059E01FAB657FAE,KC INTER-TRADE SERVICES SDN BHD,03 - 51222312,kchye57@gmail.com,,"12, JALAN SUNGAI RINCING 32/64 BKT RIMAU SHAH ALAM 40460 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12263&sid=D95E3CA7E9ECDB91F20305CF01C47596,THE BAKER'S COTTAGE SDN BHD,03 - 79808086,tbconline@lhhb.com,,"3RD FLOOR, WISMA WEST COURT 126, JALAN KLANG LAMA  58000 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6714&sid=A541AE84F1694D4A2FD322920B82F525,COMMERSTAR CORPORATION SDN BHD,03 - 77105030,commstar@streamyx.com,,"LOT 1327 (ENTRANCE 7), BLOCK A DAMANSARA INTAN, JALAN SS20/27 DAMANSARA UTAMA, PETALING JAYA 47400 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6050&sid=B3547011B764C90673C978043F77B841,TRICIOUS MARKETING SDN BHD,03 - 78459969,sales@tricious.com,,"18, JALAN MARIKH U5/175 BANDAR PINGGIRAN SUBANG SHAH ALAM 40150 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12210&sid=1E60E9B9F76653B71DE2F3A86CDE4365,GAINCARE CORPORATION SDN BHD,088 - 412686,koopa18@hotmail.com,,"2, JALAN 1C, KKIP SELATAN PHASE 1, KOTA KINABALU INDUSTRIAL PARK KOTA KINABALU 88460 SABAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14949&sid=4B22FCE5E6CCB12A1560B441C00CC914,KELUARGA HIM ENTERPRISE,04 - 9862139,bibianiza@yahoo.com,,KG BOHOR JELEMPOK ARAU 02600 PERLIS,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13791&sid=CBD2AF1357B7A69F75BB81C53CCC9328,SURAYA FOODS INDUSTRIES SDN BHD,03 - 87236873,aasuraya@tm.net.my,,"17, JALAN P4/4 BANDAR TEKNOLOGI KAJANG 43500 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9739&sid=2F52AE925094F63969F7D0C6E9ABF137,TOMATO ASIA CORPORATION SDN BHD,03 - 80230013,dunstan@consultant.com,,"12, JALAN PERINDUSTRIAN USJ1/14 TAMAN PERINDUSTRIAN USJ1 SUBANG JAYA 47610 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8370&sid=CEE143BDE3B387EB1DDF648B2CBBAF68,ULTRA SEPADU SDN BHD,03 - 61851800,iwani@streamyx.com,,"BANGUNAN ULTRA SEPADU 2781, JALAN PERMATA 6 TAMAN PERMATA 53300 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15056&sid=E9B1C975BF33B8B8EEC72A8F2902979A,KMT TRADING SDN BHD,03 - 89488002,kelvintan@kmtfnb.com.my,,"LOT 46, JALAN 6/2 KAW PERINDUSTRIAN SERI KEMBANGAN SERI KEMBANGAN 43300 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15035&sid=9A414D338DC8CD09D641F78245A4018A,METAMORF (M) SDN BHD,03 - 22834771,metamorfm@yahoo.com.my,,"LOT 841 116, JALAN PANTAI DALAM  59200 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3403&sid=2E1B3D3B320D9320B3A8C241F2F5EB5E,KILANG BIHUN BERSATU SDN BHD,04 - 4161111,admin@eka.com.my,,"LOT 208, PHASE 11 KUALA KETIL INDUSTRIAL ESTATE KUALA KETIL 09300 KEDAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3577&sid=9F358A2D5AC2074C38EA0638DDE3171F,TUAH KASTURI SDN BHD,06 - 2848322,rhizpmk@gmail.com,,144/2 KOMPLEKS MUNSHI ABDULLAH JALAN MUNSHI ABDULLAH 75100 MELAKA,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10157&sid=B32E816ABFA33864988BC41168EDFE05,FU FROZEN ENTERPRISE (M) SDN BHD,03 - 32242045,ben@fusipim.com,,"LOT 9224, 4 1/2 MILE PANCHANG BEDENA SUNGAI BESAR 45300 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8957&sid=79D187D6302860B0E368DB2D473EAF07,GD MARKETING SDN BHD,03 - 80755333,granddc@yahoo.com,,"11, JALAN BK 1/13 TMN PERINDUSTRIAN BANDAR KINRARA OFF JALAN PUCHONG 58200 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6986&sid=7FF361F462552CAD00845A308321E404,LACOA COCONUT INDUSTRIES SDN BHD,05 - 6489176,puchtack@yahoo.com,,"B100, SUNGAI TIANG BARUH SELEKOH  36200 PERAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12785&sid=BF318BEE97336F80B7FD292EE5E86941,DOUBLE SNACK & FROZEN FOOD INDUSTRY SDN BHD,06 - 7679201,fklee9090@yahoo.com,,"8, LOMBONG EMAS 6 SEREMBAN LIGHT INDUSTRIAL, KM 3 JALAN TUN DR ISMAIL 70200 NEGERI SEMBILAN",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11536&sid=545D78EB4ABB28B1A49E3C5550D751C3,EDARAN RAMPAI SDN BHD,03 - 78804862,waja_retail@yahoo.com,,"49,  JALAN TR 2/3 TROPICANA GOLF & COUNTRY RESORT PETALING JAYA 47410 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5613&sid=A3571892984F3BD57B216A749517B3C9,VSF TRADING SDN BHD,03 - 78591566,vsftrading@hotmail.com,,"4G-6G,  JALAN SURIA RU5/R BANDAR PINGGIRAN SUBANG SECTION 3 SHAH ALAM 40150 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36093&sid=D56C67ABFB0BA2D9D15D4E2013199C9D,NASR FOODS INDUSTRIES SDN BHD,04 - 9770040,nasrfoods@gmail.com,,170 TAMAN UTARA JEJAWI JALAN JEJAWI SEMATANG ARAU 02600 PERLIS,'2017-08-02
