EMAIL,HREF,FAILMSG,CONAME,DATE_SCRAPED,TEL,BIZADD 
admin@sofresh.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81497&sid=E35FEE59D894A34C869A60E16CB95ECE,,MERIAH FOOD INDUSTRIAL SDN BHD,'2017-08-02,03 - 60918669,"9, JALAN BJ 2 TAMAN PERINDUSTRIAN BELMAS JOHAN RAWANG 48000 SELANGOR"
lkscomsb@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87134&sid=FB3F1D7CCD0DEE933B8AD38156D52A79,,LKS COMMODITIES SDN BHD,'2017-08-02,089 - 272299,LOT 80-2F BLOCK 6 LORONG PRIMA 3 PRIMA SQUARE SANDAKAN 90000 SABAH
kennytankb@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87240&sid=0D29E78FD671E5D816E6D383B30F4B5A,,VIDA MACA SDN BHD,'2017-08-02,016 - 3223232,"CG-6-K4, MEGARIA ORKID JALAN MAWAR, TAMAN BUKIT SERDANG, SECTION 8 SERI KEMBANGAN 43300 SELANGOR"
azminj72@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14465&sid=B0D96F4E62A2F95BBA1684E0365D8E3D,,BIMIDAS JAGUH SDN BHD,'2017-08-02,03 - 79550822,"15B, JALAN TENGKU AMPUAN ZABEDAH F9/F  SHAH ALAM 40000 SELANGOR"
nafemalaysia@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87256&sid=31E326BCFE81A7775D33EA0F6D99D14B,,NAFE MALAYSIA SDN BHD,'2017-08-02,03 - 40507130,"510-A, BATU 3 JALAN IPOH  51200 KUALA LUMPUR"
meteorpower.sb@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69406&sid=C9AB2863ABD7F6C70303D1019C2207CA,,METEOR POWER SDN BHD,'2017-08-02,03 - 79662700,02-13-01 BLOCK 2 MENARA VSQ@PJ CITY CENTRE JALAN UTARA 46200 SELANGOR
ellesahara@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85938&sid=4EAE7BD20C07578ECF84773CEA2521E3,,ELLE SAHARA ENTERPRISE,'2017-08-02,03 - 61841130,5 JALAN TIB 1/1 BATU CAVES CENTRE POINT  68100 SELANGOR
kelonjason@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85847&sid=39059CC4BF6647175BC45E118227C99F,,KELON TRADING SDN BHD,'2017-08-02,06 - 6777681,331 TAMAN MARIDA SENAWANG 70450 NEGERI SEMBILAN
allegromktg@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10630&sid=76C273AB7F3B42523C48E5E2C1B1ACD8,,ALLEGRO MARKETING SDN BHD,'2017-08-02,03 - 92836340,"325, 1ST, 2ND & 3RD FLOOR JALAN MAHKOTA TAMAN MALURI, CHERAS 55100 KUALA LUMPUR"
ana@permanis.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11878&sid=E05AAA6B2924230B82B69A32D01EDC3C,,PERMANIS SDN BHD,'2017-08-02,03 - 21687333,"LEVEL 10, MENARA YAYASAN TUN RAZAK 200, JALAN  BKT BINTANG KUALA LUMPUR 55100 SELANGOR"
jinpinyan@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73042&sid=F733C78EF337F75FB996A14F2C8F4660,,JIN PIN YAN (MALAYSIA) SDN BHD,'2017-08-02,03 - 51223363,"28-1, JALAN ANGGERIK VANILLA W 31/W KOTA KEMUNING SHAH ALAM 40460 SELANGOR"
azmanharon1970@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86104&sid=24163AC59A422C30938B493C1DD4E8F5,,TANZANIA MARKETING & DISTRIBUTOR,'2017-08-02,011 - 13233296,"00-08 BLOCK TANJUNG , JALAN PERMAI 2 MERDEKA VILLA AMPANG 68000 SELANGOR"
byondnature@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86063&sid=92AB955B6EA74DCC10663AFA8D1AAC31,,BEYOND NATURE INTERNATIONAL SDN BHD,'2017-08-02,03 - 89598989,"WISMA PURCON, B1-01-15, 1ST FLOOR JALAN UTAMA SR 1/9, SECTION 9 SERI KEMBANGAN 43300 SELANGOR"
choon_kee@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86442&sid=786F73CEACA668D1DEBFB9F8582A7EAA,,SEAZYAN INTERNATIONAL (MALAYSIA) SDN BHD,'2017-08-02,03 - 77722877,15-2 JALAN PJS 5/30 PUSAT DAGANGAN PETALING JAYA SELATAN PETALING JAYA 46150 SELANGOR
enquiry@saikee.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4981&sid=9AD7C8351430596CA8907D3D1F2554EB,,SAI KEE KOPI SERBOK SDN BHD,'2017-08-02,06 - 9513828,"111, JALAN BAKARIAH MUAR  84000 JOHOR"
joansonyeh@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86649&sid=613C3341BF9DACBC688167E220CB5355,,NETROBUMI SDN BHD,'2017-08-02,017 - 5336626,"29A, LORONG P.S.1, BANDAR PERDA BUKIT MERTAJAM  14000 PULAU PINANG"
limsooaun96@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86255&sid=82A5201D1E2BDE244044386DAE5CFECE,,SOO AUN TRADING SDN BHD,'2017-08-02,012 - 3387787,"LOT 6527 A6, JALAN KAPAR, BATU 5 LADANG SUNGAI PULOH KLANG 42100 SELANGOR"
heihwangfood@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9806&sid=A5CF940B873830120E055055DB25BFCF,,HEI HWANG FOOD INDUSTRIES (M) SDN BHD,'2017-08-02,05 - 5276712,"18, PERSIARAN PERINDUSTRIAN SILIBIN 1 KAW PERINDUSTRIAN RINGAN SILIBIN IPOH 30100 PERAK"
catherinecha1972@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69916&sid=DBBF3CB8FBDD670FEB476FF4D1223D00,,RAKYAT FOOD INTERNATIONAL SDN BHD,'2017-08-02,03 - 51921993,"39 & 41, JALAN PENDAMAR 27/90 ALAM MEGAH, SECTION 27 SHAH ALAM 40400 SELANGOR"
nilailegasi@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86903&sid=A9FC167F7EA9EB6F2E4D1EC9D15914CD,,NILAI LEGASI PLASTIK SDN BHD,'2017-08-02,06 - 7330757,319 LORONG RAJAWALI TAMAN PAROI JAYA SEREMBAN 70400 NEGERI SEMBILAN
Khalifafood@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86904&sid=0746915B9BB35F12721F906C2BAB1C43,,KHALIFA FOOD INDUSTRIES SDN BHD,'2017-08-02,019 - 7188590,"25 JALAN SURIA 55 BANDAR SERI ALAM, MASAI 81750 JOHOR"
anbaha@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86097&sid=A6FD80ABE146085251C954B87180DD69,,AD DEENI RESOURCES,'2017-08-02,03 - 60382787,"12A & 12B, LORONG ELMINA 3 SUNGAI BULOH COUNTRY RESORT SUNGAI BULOH 47000 SELANGOR"
ysyf1328@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84247&sid=1DC1C999049CB85F0B0324F24802B7C8,,YAT SAN YEE FATT SDN BHD,'2017-08-02,04 - 2818289,88-03-12 LINTANG SUNGAI PINANG SRI WONDER 10150 PULAU PINANG
biopromote@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69405&sid=B2E2BF79FFEC8E7D492A71CB35A1627D,,BIO PROMOTE SDN BHD,'2017-08-02,03 - 79662702,02-13-01 BLOCK 2 MENARA VSQ@PJ CITY CENTRE JALAN UTARA 46200 SELANGOR
welton7288@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58413&sid=E5184695380498F07F54E5B5E3CBD468,,GOLDEN SWIFTLET PRODUCTS SDN BHD,'2017-08-02,07 - 3538588,"85, JALAN ROSMERAH 2/3 TAMAN JOHOR JAYA JOHOR BAHRU 81100 JOHOR"
proasli@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=68244&sid=57D25468B039F8FB9EE354F747E63CA5,,PERINTIS DAGANGAN SDN BHD,'2017-08-02,03 - 61873796,"SUITE B-17-G, THE MEDAN MEDAN SELAYANG 1 BATU CAVES 68100 SELANGOR"
almushaharah@karazsynergy.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8473&sid=25DF4AC564C59B6D37A002A4C2604E73,,ORIENTAL GLOBAL RESOURCES SDN BHD,'2017-08-02,07 - 3582555,1 JALAN ANGKASA MAS 1 KAWASAN PERINDUSTRIAN TERBRAU II JOHOR BAHRU 81100 JOHOR
pltdtrading@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63713&sid=16C69A770DB1AE1BB09A9F7FC0FD2EB3,,PLTD TRADING SDN BHD,'2017-08-02,03 - 58911556,"LOT 27874 , 7 , JLN BANDAR 1 PUSAT BANDAR PUCHONG PUCHONG 47100 SELANGOR"
kopi3g@yahoo.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61774&sid=3F0C434707725E4D7FB7AF9AA02BB63B,,CIPTA SUCCESS MARKETING,'2017-08-02,019 - 2203025,"22, JALAN BUKIT MEWAH 18 TAMAN BUKIT MEWAH KAJANG 43000 SELANGOR"
kim@greenimage.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8725&sid=AA3BF2F098EDFB5ABD2094429B787AEF,,GREEN IMAGE ORGANIC ENTERPRISE SDN BHD,'2017-08-02,03 - 80608313,"18, JALAN BP 5/11 BANDAR BUKIT PUCHONG PUCHONG 47100 SELANGOR"
affairs@iceteacompany.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53296&sid=966C9C164578E4FB2E8886CDB734AA1A,,ICETEA COMPANY SDN BHD,'2017-08-02,03 - 88612142,"17B, JALAN DIPLOMATIK 2/2 PRESINT 15 WILAYAH PERSEKUTUAN PUTRAJAYA 62050 PUTRAJAYA"
perdaganganaromamurni@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=68509&sid=9CEECCEAC4EDB91C628B7724247D8603,,PERDAGANGAN AROMA MURNI,'2017-08-02,012 - 9140579,"30, JALAN USJ 1/4H SUBANG MEWAH, SUBANG PETALING JAYA 46700 SELANGOR"
quadvalley@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60787&sid=58ACF4F3849CBED3C260D7E28C464F43,,QUADVALLEY IPOH SDN BHD,'2017-08-02,05 - 3281111,"2A & 6, PERSIARAN KILANG PENGKALAN 28 KAW PERINDUSTRIAN PENGKALAN MAJU LAHAT 31500 PERAK"
info@qniwhitecoffee.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60783&sid=9CA5B78F99C1B30F8FBFCBC21DC987F9,,QNI GLOBAL SDN BHD,'2017-08-02,03 - 56364198,9-2 JALAN USJ 10/1G SUBANG JAYA 47620 SELANGOR
alleneweteikkuan@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59348&sid=B5095D8D9BA7186C7C6FC7A676CDD047,,NANYANG VOGUE (MALAYSIA) SDN BHD,'2017-08-02,04 - 2285603,28 JALAN IMIGRESEN  10400 PULAU PINANG
ronnie.foong@jbcresources.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51105&sid=4027A83F2C26286BF2F1BB614920EC62,,JBC RESOURCES (M) SDN BHD,'2017-08-02,05 - 5456275,"60A, LINTASAN PERAJURIT 6 TAMAN IPOH TIMUR  31400 PERAK"
zar_fdd@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42104&sid=FA3675FE613A62C94D05B103B3164910,,ZAR FOOD & DRINKS DISTRIBUTORS SDN BHD,'2017-08-02,03 - 77251853,"SUITE A-3-9, PELANGI SQUARE PJU 6 PELANGI BUSINESS CENTRE PERSIARAN SURIAN, PELANGI DAMANSARA 47800 SELANGOR"
kamal@ekay.co,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53690&sid=8EBB529316664340C0ED7382608BB771,,EKAY TRADE & SERVICES,'2017-08-02,013 - 3550940,"H3-5-503,APT SRI MERANTI PERSIARAN MERANTI BANDAR SRI DAMANSARA 52200 KUALA LUMPUR"
twomakmur@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=39829&sid=B24390A5B446950636BC51E36998571C,,TWOMAKMUR RESOURCES SDN BHD,'2017-08-02,03 - 91017677,NO.2 JALAN DAMAI BAKTI 7 ALAM DAMAI CHERAS 56000 KUALA LUMPUR
wellfodz@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53240&sid=77F557E4D1159B0A5C4E2E265EEB6950,,WELLFODZ RESOURCES SDN BHD,'2017-08-02,03 - 51610522,43&45 LORONG SANGGUL 1D BANDAR PUTERI KLANG 42100 SELANGOR
scslabs@tm.net.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15972&sid=F77DCE1930E03B0C9B3E7376249BE92F,,SCS LABORATORIES,'2017-08-02,03 - 92005407,"73A, JALAN PERDANA 6/4 PANDAN PERDANA  55300 KUALA LUMPUR"
ee_wan@streamyx.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14854&sid=AA1696E4E7291A0D5B7CF9F8012D7E0E,,EE WAN ENTERPRISE SDN BHD,'2017-08-02,05 - 3137133,"8, PERSIARAN INDUSTRI RAPAT 2 KAW PERINDUSTRIAN RINGAN SRI RAPAT IPOH 31350 PERAK"
sssfootwear78@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57237&sid=1D431B13092408D332774F2CEA0E7C01,,S SMART STAR FOOD MARKETING SDN BHD,'2017-08-02,05 - 2826778,"13A, PERSIARAN GREENTOWN 5 PUSAT PERDAGANGAN GREENTOWN IPOH 30450 PERAK"
ghr@ghr.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57430&sid=7A555194D7FFE671DDB582DC8CB0D777,,GOLDEN HERBS RESOURCES SDN BHD,'2017-08-02,019 - 2125343,"11/1 JALAN PUTRA MAHKOTA 7/5C PUTRA HEIGHT BUSINESS CENTRE SECTION 7, PUTRA HEIGHT, SUBANG JAYA 47630 SELANGOR"
germibran@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57421&sid=9D1E62519DB1379217410FC1BBBD26B7,,GERMIBRAN SDN BHD,'2017-08-02,03 - 89472115,LABORATORY OF MOLECULAR BIOMEDICINE INSTITUTE OF BIOSCIENCE UNIVERSITI PUTRA MALAYSIA 43400 SELANGOR
tastentasty@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48818&sid=EF628253B8FE505B429FF7C6AAC6ECEB,,TASTE N TASTY FOOD INDUSTRIES SDN BHD,'2017-08-02,07 - 5986088,"646, JALAN IDAMAN 3/9 TAMAN DESA IDAMAN SENAI 81400 JOHOR"
wan@mcnenterprise.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14825&sid=AA9F208B137F61A5690C6B534B345B03,,WILD WILD WING SDN BHD,'2017-08-02,03 - 61566821,"AL-125 (2140-I, 1ST FLOOR) WELFARE ROAD SG BULOH 47000 SELANGOR"
dorph.peng@greenwellness.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58029&sid=22382C74E25AFBE9B4835FF15168D751,,GREEN WELLNESS (M) SDN BHD,'2017-08-02,03 - 78776350,"E-3A, PLAZA KELANA JAYA JALAN SS 7/13A PETALING JAYA 47301 SELANGOR"
swietenia2007@yahoo.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15663&sid=62808B98E7840CE7977A28E8D051499C,,SWIETENIA INDUSTRY SDN BHD,'2017-08-02,03 - 41077311,"288C, 3RD FLOOR JALAN BANDAR 11 TAMAN MELAWATI 53100 KUALA LUMPUR"
sharlu_biophotonic@aol.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57886&sid=19B873C6A632777AE143D8C7D77FC5A2,,BIO PHOTONIC HEALTHCARE SDN BHD,'2017-08-02,03 - 78454322,"25, JALAN APOLLO U5/188 BANDAR PINGGIRAN SUBANG  40150 SELANGOR"
riaproducts@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58487&sid=E8AF0188EAA6A31FA66824F570E9480D,,RIA PRODUCTS SDN BHD,'2017-08-02,012 - 5881405,7 SELASAR ROKAM 11 TAMAN IPOH JAYA IPOH 31350 PERAK
tropictrees@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58453&sid=157F7CBE29D926F278DC89DF896A7092,,CHIN KIN SDN BHD,'2017-08-02,082 - 455195,25 POH KWONG BAZAAR  93150 SARAWAK
mgventures@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57035&sid=2FE7A8D622EF3DE101DCED478F3B6A0B,,MAQNA GLOKAL VENTURES SDN BHD,'2017-08-02,03 - 78439525,"27, JALAN APOLLO U5/190 BANDAR PINGGIRAN SUBANG SECTION U5, SHAH ALAM 40150 SELANGOR"
walitalkautsar@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59052&sid=A77D57D060BC882E9F523BF0796DB491,,SHAHABUDIN DMW ENTERPRISE,'2017-08-02,04 - 9760064,"35, JALAN PERTIWI TAMAN PERTIWI SERIAB KANGAR 01000 PERLIS"
wkhksb_243@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8161&sid=A2C0F281F6ABCCBA4BB97DD17A8604AF,,DARUL JATI SDN BHD,'2017-08-02,04 - 7341300,"243, LORONG PERAK 10 MERGONG 2 ALOR SETAR 05150 KEDAH"
victorleong@mascafe.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14247&sid=71D1451A65320AFF815B66C99CC9D575,,MASCELLENT RESOURCES SDN BHD ( FORMELY KNOWN AS ASTAKA REKA SDN BHD ),'2017-08-02,03 - 80249888,"11A, JALAN INDUSTRI USJ 1/3 TAMAN PERINDUSTRIAN USJ 1 SUBANG JAYA 47600 SELANGOR"
ethen_yeo@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13731&sid=0A10F6AE7C7CD84BCCF8F6A90AEDE5CC,,EVERLASTING FOOD INDUSTRIES SDN BHD,'2017-08-02,06 - 9787836,LOT PTD 16025 JALAN TEKNOLOGI 3 KAWASAN PERINDUSTRIAN TANGKAK 84900 JOHOR
syedkurma@yahoo.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14795&sid=37FF9925E473D33A632A5BAE25E8092C,,HADDAD MARKETING,'2017-08-02,017 - 4676799,"2, FASA 2 BENGKEL JEJAWI ARAU 02600 PERLIS"
diana@sendayutinggi.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11701&sid=388963B235B0E8BDB87B4D96B8ED4C82,,SENDAYU TINGGI MANUFACTURING (M) SDN BHD,'2017-08-02,03 - 26935133,"NO 366, JALAN TUANKU ABDUL RAHMAN   50100 KUALA LUMPUR"
vstaigdm@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33348&sid=66CCE138B15887F8C6C3938B9CAE1757,,GOLDEN DE MARKETING,'2017-08-02,03 - 62504155,"6, JALAN METRO PERDANA TIMUR 4 KEPONG ENTREPRENUERS PARK  52100 KUALA LUMPUR"
lee@kunkee.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35947&sid=8DF417411C9201F4EC28740D962C7AE8,,KUN KEE FOOD INDUSTRIES SDN BHD,'2017-08-02,04 - 2612288,"20, HONG KONG STREET   10100 PULAU PINANG"
rmsbhaj@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11948&sid=5B42631C8EC1EA71D12C6791181DC11D,,RIGAP MEKAR SDN BHD,'2017-08-02,09 - 5163718,"B-242, LEVEL 2 JALAN DATO' LIM HOE LEK KUANTAN 25200 PAHANG"
wecare@oldtown.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12890&sid=BB05CDD9F7AA26064690A96485EF7E96,,GONGGA FOOD SDN BHD,'2017-08-02,05 - 5478321,"80, HALA BERCHAM TIMUR 11 BERCHAM HEIGHTS IPOH 31400 PERAK"
snowberry4u@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9825&sid=1BA214C70B90AC59299EED11D613206A,,MAX ONE FOOD & BEVERAGES (M) SDN BHD (FPRMERLY KNOWN AS CITRUS FARM SDN BHD),'2017-08-02,03 - 55693670,"28, JALAN U1/44 TEMASYA INDUSTRIAL PARK GLENMARIE, SHAH ALAM 40150 SELANGOR"
fmc74@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41585&sid=F1C3D095FA1D134A385CAFF210EC50F8,,TJ-TYT PHARMACEUTICALS (M) SDN BHD,'2017-08-02,05 - 3228766,1 & 3 PERSIARAN PERINDUSTRIAN PENGKALAN 12 KAW PERINDUSTRIAN PENGKALAN LAHAT 31500 PERAK
kenny@thecups.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2588&sid=DD5D9D86D46CD7521C4C418DDCDD7529,,THE CUPS CORPORATION SDN BHD,'2017-08-02,04 - 6433181,"2, LINTANG BAYAN LEPAS 2 BAYAN LEPAS INDUSTRIAL PARK PHASE 4, BAYAN LEPAS 11900 PULAU PINANG"
seow@greenlovefood.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10508&sid=536BC5FE9599A50110E8868163497698,,GREENLOVE DISTRIBUTION SDN BHD,'2017-08-02,03 - 91718899,"NO.40,JALAN KILANG MIDAH, TAMAN MIDAH,CHERAS 56100 KUALA LUMPUR. 56100 KUALA LUMPUR"
wecare@oldtown.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11346&sid=772F459E20040A10B42FA110869F5CBC,,WHITE CAFE SDN BHD,'2017-08-02,05 - 5478321,"80, HALA BERCHAM TIMUR 11 BERCHAM HEIGHTS IPOH 31400 PERAK"
info@stevia.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36042&sid=DD108A6D9236D2D95837E626ED43BC44,,STEVIASUGAR CORPORATION (M) SDN BHD,'2017-08-02,03 - 21660445,"711, 7TH FLOOR WISMA CENTRAL JALAN AMPANG  50450 KUALA LUMPUR"
teinteinfood@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15790&sid=D353422F4F4287ECA77DCFA6BB729EEA,,TEIN TEIN FOOD & BEVERAGE,'2017-08-02,03 - 87378281,"18, JALAN RAKAN 2 TAMAN RAKAN CHERAS CHERAS 43200 SELANGOR"
maxedifice@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36941&sid=049D3047EEE977F17940200B5B9DC0F2,,MAX EDIFICE SDN BHD,'2017-08-02,03 - 78801542,"NO. 21-6, BLOCK D2 DATARAN PRIMA JALAN PJU 1/39 47301 SELANGOR"
info@ghee-hiang.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11903&sid=7170E82F517DCCBE41D3B8CF141743BF,,GHEE HIANG MANUFACTURING CO SDN BERHAD,'2017-08-02,04 - 2269915,216 JALAN MACALISTER  10400 PULAU PINANG
info@famaco.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10679&sid=B455074996C04D4B82F418D3D50BA66E,,FAMA CORPORATION SDN BHD,'2017-08-02,03 - 61351301,"5, JALAN 2/8, DATARAN TEMPLER BANDAR BARU SELAYANG BATU CAVES 68100 SELANGOR"
info.nesnanlogistics@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51369&sid=1CACB2BDDBE7C810C2BFC64BDDB3784B,,NESNAN LOGICTICS SDN BHD,'2017-08-02,03 - 51610724,"LOT 10437 JALAN SUNGAI JATI, BATU 5 KLANG 41200 SELANGOR"
kowsfood@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50928&sid=C999CA9E782AD87AE89B79044F8C2811,,KOWS FOOD INTERNATIONAL SDN BHD,'2017-08-02,05 - 3218189,"36, (TINGKAT 1), PERSIARAN PENGKALAN 26 TAMAN PERINDUSTRIAN PENGKALAN MAJU LAHAT 31500 PERAK"
csu_pj1@dxn2u.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12791&sid=03B4ADA69823004849A28409A6A1555B,,DXN MARKETING SDN BHD,'2017-08-02,04 - 7720277,"213, WISMA DXN LEBUHRAYA SULTAN ABDUL HALIM ALOR SETAR 05400 KEDAH"
magselectionsdnbhd@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48890&sid=BEDFDB47A30148C075752F35A66DAC2D,,MAG SELECTION SDN BHD,'2017-08-02,04 - 6469813,H-8-3 BAY AVENUE LORONG BAYAN INDAH 2 BAYAN LEPAS 11900 PULAU PINANG
sybadar@tm.net.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=38933&sid=B19A730E896DD5EFF9461D4D34341D10,,NILAM HERBAL PACKAGING SDN BHD,'2017-08-02,09 - 5834345,"A 43 & 45, PUSAT PERKHIDMATAN BALOK KUANTAN  26100 PAHANG"
wetra@tm.net.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4851&sid=DB7F6AE76229E034819E09A76BDBB310,,WETRA FOOD INDUSTRIES SDN BHD,'2017-08-02,04 - 7306533,97-B LORONG PERAK 4 KAW PERINDUSTRIAN MERGONG ALOR STAR 05150 KEDAH
info@etikadairies.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12810&sid=5D2BCEA4D1ED73A62CCC4937CD18AF54,,ETIKA DAIRIES SDN BHD,'2017-08-02,03 - 33922988,"LOT LS-1, PERSIARAN SATU MERU INDUSTRIAL PARK OFF PERSIARAN HAMZAH ALANG, KLANG 42200 SELANGOR"
canatraders88@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=38943&sid=54BFE39BEE9EC86C478225F094D0F6F5,,CANA TRADERS SDN BHD,'2017-08-02,03 - 62032886,"BLOCK K-6-1A, DORCHESTER APARTMENT PLAZA DAMAS, JALAN SRI HARTAMAS 1  50480 KUALA LUMPUR"
