EMAIL,FAILMSG,TEL,HREF,CONAME,DATE_SCRAPED,BIZADD 
aghora.entp@gmail.com,,03 - 77310775,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56557&sid=E34094D6D60FC84CCEB1F1590EEBF09A,AGHORA ENTERPRISE,'2017-08-04,D-15-01 CASA SUITE JALAN SS 20/27 DAMANSARA INTAN  47400 SELANGOR
sudarshan@anglostraits.com,,03 - 78736217,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=46442&sid=29FC481B64AE28DC553D398E512E838B,ANGLO STRAITS SDN BHD,'2017-08-04,"SUITE#1142, 11TH FLOOR BLOCK A3 LEISURE COMMERCE SQUARE NO.9 JALAN PJS 8/9, PETALING JAYA 46150 SELANGOR"
acesonic.enterprise@gmail.com,,03 - 42976775,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74820&sid=497812B72D9B91C8961CE6EB0AFC29C7,ACESONIC ENTERPRISE,'2017-08-04,"21A, JALAN PANDAN INDAH 6/5  55100 KUALA LUMPUR"
sales@adtek.com.my,,03 - 32917608,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15891&sid=6E5E92FCDE402434CA8FAB6CAF00678E,ADTEK MARKETING SDN BHD,'2017-08-04,"LOT 726 5 1/2 MILE JALAN KAPAR, KLANG  42100 SELANGOR"
ampleimp@yahoo.com,,03 - 62724228,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15588&sid=C603F4121D14EEEB56F3CC99A06798C1,AMPLE WORLDWIDE SDN BHD,'2017-08-04,"NO.15-1 BLOCK C, PLAZA SINAR JALAN 6/38D, TAMAN SRI SINAR SEGAMBUT 51200 KUALA LUMPUR"
anthony@ancomcropcare.com.my,,03 - 55194022,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36982&sid=42D3EE5480805458C002574A9B059504,ANCOM BIOSCIENCE SDN BHD,'2017-08-04,NO 5 PERSIARAN SELANGOR SECTION 15 SHAH ALAM 40000 SELANGOR
info@amtech.com.my,,07 - 2544500,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50945&sid=A3FB00DE01B2FE511F05F0A1C1F4D614,AMTECH CHEMICAL SDN BHD,'2017-08-04,PLO 585 JALAN MIEL 2 OFF JALAN KELULI 9 KAWASAN PERINDUSTRIAN PASIR GUDANG 81700 JOHOR
info@hardexworld.com,,609 - 5721060,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11777&sid=4001B8E4C480F7D2D52CE7723836041E,AMERSEAL INDUSTRIAL SDN. BHD.,'2017-08-04,"NO. 2A  JALAN IM 3/6, KAWASAN PERINDUSTRIAN IM 3, BANDAR IM, 25200 PAHANG"
info@ymwoo.com.my,,03 - 62750778,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10627&sid=99F2ECA77BF73A69ECAAFDD1413EFF1F,YMWOO CORPORATION SDN BHD,'2017-08-04,"354 & 355, JALAN 18 TAMAN PERINDUSTRIAN EHSAN JAYA TAMAN EHSAN, KEPONG 52100 KUALA LUMPUR"
youlian_oil@hotmail.com,,06 - 4414484,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80217&sid=BF4FD6A9C031DAD10C10C0F152EECFC2,YOU LIAN OIL SDN BHD,'2017-08-04,3124 JALAN BESAR PULAU SEBANG TAMPIN 78000 MELAKA
darrychow@bioaccess.net.my,,03 - 78454818,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13253&sid=17642287AFB9F03E772F2160503685B5,BIOACCESS SDN BHD,'2017-08-04,"NO.40 JALAN ALFA AU 6/A PUSAT PERDAGANGAN SUBANG PERMAI SECTION U6, SHAH ALAM 40150 SELANGOR"
sales@bcichemical.com.my,,03 - 89441288,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34226&sid=4FBB6A16977D38E23DAA45C664C4C2DA,BCI CHEMICAL CORPORATION SDN BHD,'2017-08-04,"LOT 7 JALAN BS 7/22 TAMAN PERINDUSTRIAN BUKIT SERDANG SECTION 7, SERI KEMBANGAN 43300 SELANGOR"
gill@ampacasiapacific.com,,03 - 42706477,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2860&sid=0705EB8F143894959FB4E0F3C83D43D1,AMPAC HOLDINGS SDN BHD,'2017-08-04,C15-1 DATARAN PALMA JALAN SELAMAN 1 AMPANG 68000 SELANGOR
rachelc@bisley.biz,,03 - 91730595,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15563&sid=8A8F94CF6040A37D9FA6C4710A9ECC4D,BISLEY TRADING (M) SDN BHD,'2017-08-04,"SUITE 19.01, 19TH FLOOR WISMA ZELAN 1 JALAN TASIK PERMAISURI 2 BANDAR TUN RAZAK 56000 KUALA LUMPUR"
dtshygiene@gmail.com,,088 - 421332,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80307&sid=A724724A03F6CF4D77E14D2606A9B61B,DTS HYGIENE SDN BHD,'2017-08-04,"8, LORONG MAKAT 3 TROPICAL INDUSTRIAL ESTATE JALAN MAKAT KOLOMBONG 88450 SABAH"
shaz.zain@berkatoil.com,,03 - 26911373,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61842&sid=C540B35373FC67E34A92B2094C4351C2,BERKAT HASRAT PETROLEUM MARKETING SDN BHD,'2017-08-04,NO.107 & 109 TINGKAT 4 JALAN BUNUS OFF JALAN MASJID INDIA 50100 KUALA LUMPUR
vraj@centennialchemicals.com,,012 - 2066422,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36488&sid=A46A7E52D7D3B62E484C9C808C895A45,CENTENNIAL CHEMICALS,'2017-08-04,"LOT 31A, CATOR AVENUE TAIPING  34000 PERAK"
info@dtssb.my,,03 - 80245110,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72585&sid=7958836AB0313C1B93247E73F1B25AAA,DT SYNERGY SDN BHD,'2017-08-04,"3B JALAN TIARA, TIARA SQUARE TAMAN PERINDUSTRIAN SIME UEP 47600 SELANGOR"
norshahidah@dialogasia.com,,03 - 79551199,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=52797&sid=B7F4FA9A0186EA9BD5F61D961539CA6C,DIALOG SYSTEMS SDN BHD,'2017-08-04,"109 BLOCK G, PHILEO DAMANSARA 1 9, JALAN 16/11 PETALING JAYA 46350 SELANGOR"
idaman@idamansistem.com,,03 - 77314766,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74427&sid=2CF8885E2FD9D06DACA3043A553FCDFA,IDAMAN SISTEM SDN BHD,'2017-08-04,"60-1, JALAN PJU 7/16 MUTIARA DAMANSARA PETALING JAYA 47800 SELANGOR"
info.service@basf-petronas.com.my,,03 - 78472200,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14122&sid=9939BBA902BB3B323043B0B8C1B3F9AB,BASF PETRONAS CHEMICALS SDN BHD,'2017-08-04,"NO.2, JALAN U8/87 BUKIT JELUTONG SHAH ALAM 40706 SELANGOR"
wei.leeson@gmail.com,,087 - 423198,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=68519&sid=BE9CA6A1F725BFB164FA4329813465BA,VIVENDI ASSETS SDN BHD,'2017-08-04,UNIT B2 MANMOHANS WAREHOUSE PATAU PATAU  87000 LABUAN
sales@stemco.com.my,,04 - 3992995,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13586&sid=836B454C2D184A8F83765C777FEA4B9E,STERLING METAL POWDER COMPANY (MALAYSIA) SDN BHD,'2017-08-04,"NO.2012, SOLOK PERUSAHAAN TIGA PRAI  13600 PULAU PINANG"
wfoo@rockefellerventures.com,,016 - 2118089,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74899&sid=EE19179BFB44F3497FFF98E4B266F0C9,ROCKEFELLER VENTURES,'2017-08-04,"BLOK 55 TINGKAT 7, UNIT NO.9 JALAN PANTAI DALAM 59200 KUALA LUMPUR"
lbp112@gmail.com,,019 - 2618230,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6240&sid=8138B71909AE6FAB0968B3999DD87529,LBP WORLDWIDE (M) SDN BHD,'2017-08-04,"NO.11, JALAN USJ 2/4G USJ PETALING JAYA 47600 SELANGOR"
info@yechiu.com.my,,07 - 2518763,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14187&sid=C76823811E2DFEDE137143465F4E94EE,YE CHIU METAL SMELTING BERHAD ( FORMELY KNOWN AS YE CHIU METAL SMELTING SDN BHD),'2017-08-04,"PLO 472, JALAN KELULI KAW PERINDUSTRIAN PASIR GUDANG PASIR GUDANG 81700 JOHOR"
zackmasa@yahoo.com,,03 - 80623210,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15639&sid=3FFB70BF41EA5CEDDDF2CD003A65FEC5,MOB INDUSTRIES (M) SDN BHD (FORMERLY KNOWN AS TULIP NIAGA (M) SDN BHD),'2017-08-04,"E-04-08, BLOCK E, JALAN PRIMA 5/3 PUSAT PERDAGANGAN PUCHONG PRIMA TAMAN PUCHONG PRIMA, PUCHONG 47100 SELANGOR"
ask@technicqal.com,,03 - 55120768,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15930&sid=283E06131DF1BCACA33FE5741B6AA178,TECHNICQAL SDN BHD,'2017-08-04,"LOT 3157, JALAN PUCHONG MILE 3 KG KEBUN BUNGA,MILE 3 PUCHONG 40300 SELANGOR"
hibase.s@gmail.com,,03 - 89261552,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13956&sid=682356B82BF05D8C5CDEA85FA88F0528,HIGHBASE STRATEGIC SDN BHD,'2017-08-04,"9-G-1, JALAN MEDAN PB 1A SECTION 9, BANDAR BARU BANGI BANDAR BARU BANGI 43650 SELANGOR"
dscmal@tm.net.my,,03 - 56311173,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8219&sid=7341A3556019645377B053350604C4A0,DS CHEMPORT (MALAYSIA) SDN BHD,'2017-08-04,"LOT 257, SUBANG HI-TECH INDUSTRIAL PARK SHAH ALAM  40200 SELANGOR"
fllim@vasatech.com.my,,03 - 32717833,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8319&sid=2261BA94F5ED3B528C79A5A1C2B2C855,VASATECH SDN BHD,'2017-08-04,"LOT 2993, JALAN BUKIT BADONG BATANG BERJUNTAI  45600 SELANGOR"
omnisenja@gmail.com,,03 - 92749098,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58547&sid=31364128370FA42B4796F2B7D34E187B,OMNI SENJA SDN BHD,'2017-08-04,9D (3RD FLOOR) JALAN PERDANA 10/10 PANDAN PERDANA 55300 KUALA LUMPUR
info@envaio.com.my,,03 - 80737377,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51204&sid=41371F390DA75623178EA3E3CD0B33AD,ENVAIO SYSTEMS SDN BHD,'2017-08-04,"29-2, JALAN OP 1/2 ONE PUCHONG BUSINESS PARK  47160 SELANGOR"
sclee@empicocoating.com.my,,03 - 56377318,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37293&sid=43489F58EF3BF30B54BE63A001C97094,EMPICO COATING SDN BHD,'2017-08-04,14 JALAN TS 6/6 TAMAN INDUSTRI SUBANG SUBANG JAYA 47510 SELANGOR
info@mesraalam.com,,082 - 433800,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36475&sid=9BFF8457B4C2788C2D0BF2B22BC20160,MESRA ALAM BORNEO SDN BHD,'2017-08-04,LOT 851 DEMAK LAUT INDUSTRIAL PARK PHASE 3 JALAN BAKO 93050 SARAWAK
mbe_7833@yahoo.com,,06 - 3519525,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63872&sid=F6B07FF4393E6D4185EC652E1178AFB2,CANGGIH LIMA SDN BHD,'2017-08-04,LOT 559 BATU 8 GEDONG LALANG BUKIT RAMBAI MELAKA 75250 MELAKA
arsiesbi@yahoo.com,,03 - 42955934,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9710&sid=98CF1A0A4621C46BBA2F20ED7EC8C011,READ CAPITAL SDN BHD,'2017-08-04,"LOT M1-G-15, JALAN PANDAN INDAH 6/1 PANDAN INDAH  55100 KUALA LUMPUR"
pretecsb@gmail.com,,03 - 51924942,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51247&sid=660F91037EEF5AC7480F3BB29285AB43,PRE & TEC SDN BHD,'2017-08-04,"22-1 JALAN PUTRA MAKHOTA 7/6A PUTRA POINT BUSINESS CENTRE SEKSYEN 7, PUTRA HEIGHTS, SUBANG JAYA 47650 SELANGOR"
info@nanomimizu.com,,03 - 80523385,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75697&sid=2A95FBF75B744A6927A9DDA9E5D6876E,NANO MIMIZU SDN BHD,'2017-08-04,"13A,JALAN PUTERI 7/13A BANDAR PUTERI PUCHONG 47100 SELANGOR"
ericyoong99@hotmail.com,,06 - 3352505,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61832&sid=415E4C9676703E7295B66FB27CADAA0C,MAGIC TOUCH SURFACE CHEMICALS SDN BHD,'2017-08-04,NO.9 JALAN BS 1 TAMAN BERTAM SETIA 76450 MELAKA
chemkimia@chemkimia.com,,03 - 60283888,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2997&sid=8C219216B62CD66419987F6984A0EA5B,CHEMKIMIA SDN BHD,'2017-08-04,"19,  JALAN KENANGA 6, SEKSYEN BB 11, BDR.  BKT. BERUNTUNG,  RAWANG, 48300 SELANGOR"
corp@persafe.com,,086 - 313950,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59685&sid=02E683287CD034000C44E1C791971159,PERSAFE ENGINEERING SDN BHD,'2017-08-04,"1ST & 2ND FLOOR, NO 7647 MEDAN CENTRAL COMMERCIAL CENTRE P.O. BOX 2434, BINTULU 97000 SARAWAK"
vincentfoo59@yahoo.com,,03 - 51033201,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60025&sid=B8776F8E19634489C1AFAEA4B556E2E6,TOTAL FORKLIFT PARTS & ACCESSORIES,'2017-08-04,"NO.20,JALAN SUNGAI JUDAH 28/13 TAMAN ALAM MEGAH SHAH ALAM 40400 SELANGOR"
info@dinastiajati.com,,03 - 77223842,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=77256&sid=607DCA445F1EDBDCE5C0DDF84399495F,DINASTIA JATI SDN BHD,'2017-08-04,"3A-6A, JALAN PJU 8/3A PERDANA BUSINESS CENTRE DAMANSARA PERDANA 47820 SELANGOR"
coolrich.eng@coolrich.com,,03 - 62584828,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9239&sid=DB98E65845954BB0ED75FB1AC037ADCA,COOLRICH ENGINEERING (M) SDN BHD,'2017-08-04,NO 20-2 JALAN RIMBUNAN RAYA LAMAN RIMBUNAN KEPONG 52100 KUALA LUMPUR
osakagroup@gmail.com,,05 - 3215632,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9255&sid=D3656B340C0D875BFABDA567C33D4F1D,OSAKA CORPORATION SDN BHD,'2017-08-04,"3-B, SUSURAN STATION 18 STATION 18 IPOH 31650 PERAK"
bio_suria@yahoo.com.my,,03 - 62033723,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61049&sid=1BB7ABD859BFAC627B6850DA5079FD93,BIO SURIA SDN BHD,'2017-08-04,"14-1, PLAZA CRYSTALVILLE II JALAN 22/70A DESA SRI HARTAMAS 50480 KUALA LUMPUR"
jarni@atlashall.com.my,,03 - 74908861,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50892&sid=7C29CE7AD68BDF68038E37C26FA4CE3D,ATLAS HALL SDN BHD,'2017-08-04,"SUITE 18-6, WISMA UOA 2, LOT 21 JALAN PINANG 50450 KUALA LUMPUR"
lim@crewstoneinternational.com,,03 - 62013133,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=77849&sid=BA0B0C9C2A4EBE0416EF7EF94883EF63,CREWSTONE INTERNATIONAL SDN BHD,'2017-08-04,27-5 MENARA 1 MONT KIARA 1 JALAN KIARA 50480 KUALA LUMPUR
shirali@aryanjaya.com.my,,07 - 2329399,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75254&sid=9A9DBE3EFA9F538806ECB7DF33019370,BABAK & TAN MANUFACTURING SDN BHD,'2017-08-04,22&24 JALAN BAYU 2/5 KAWASAN PERINDUSTRIAN TAMPOI JAYA 81200 JOHOR
alphavmmsb@gmail.com,,03 - 80710909,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69481&sid=6C6013F9AA7D608A8720B0D0BA031D8B,ALPHA VENTURES MANUFACTURE (M) SDN BHD,'2017-08-04,"D-1-56 KOMPLEKS SURIA KINRARA PERSIARAN KINRARA SECTION 3 TAMAN KINRARA SECTION 3, PUCHONG 47100 SELANGOR"
latisha.udani@maxenergy.com.my,,03 - 21610020,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79936&sid=6F08E4811FC32A388908A3F27234A3C1,APPLIED CORROSION ENGINEERING SERVICES SDN BHD,'2017-08-04,A-8-1 BLOCK A MEGAN AVENUE 1 189 JALAN TUN RAZAK 50400 KUALA LUMPUR
sales@allcoparts.com,,03 - 78039363,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12079&sid=469494692796480047956A6DA7E1A00B,ALLCO PARTS SUPPLY (M) SDN BHD,'2017-08-04,NO.14 JALAN SS6/8 KELANA JAYA PETALING JAYA 47301 SELANGOR
raja_jr@yahoo.com,,016 - 9924565,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61573&sid=5253A1BA783010B5C69692BA641DF5D0,AMEESHA ENTERPRISE,'2017-08-04,"3B-04-03 BLOK B OKID APARTMENT, JALAN BUKIT INDAH 3/4 AMPANG 68000 SELANGOR"
jymalaysia@yahoo.com,,03 - 40230257,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15064&sid=FB6EFF8EEFDAE2445B8DB18F01E490FD,ASKEN MARKETING & SERVICES (M) SDN BHD,'2017-08-04,"NO 1-6-3, JALAN 1/50 DIAMOND SQUARE COMMERCIAL CENTRE OFF JALAN GOMBAK 53000 KUALA LUMPUR"
kokho.tan@rhonema.com,,03 - 78736405,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74516&sid=BE21ECF902BEADB1A2739C34176B5B12,ASIA-PACIFIC SPECIAL NUTRIENTS SDN. BHD.,'2017-08-04,LOT 18B JALAN 241 SECTION 51A PETALING JAYA 46100 SELANGOR
root@synergymy.com,,03 - 60215294,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9029&sid=6136D37AE06BF065A7F8FAFB1AE37BCE,ALL SEASON SYNERGY SDN BHD,'2017-08-04,"3A DAN 6, JALAN SERI PAGI 3A SECTION BS3 BUKIT SENTOSA RAWANG 48300 SELANGOR"
afisales@alliedgroup.com.my,,03 - 89619888,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=16552&sid=C29B32E1643944028902A3E1651F950B,ALLIED FOAM INSULATION SDN BHD,'2017-08-04,LOT 1800 & 1805  JALAN KPB5 KAW PERINDUSTRIAN BALAKONG SERI KEMBANGAN 43300 SELANGOR
admin@almapro.com.my,,04 - 5399322,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53230&sid=91A96576A9D8C18C103509A524F459EB,ALMAPRO (M) SDN BHD,'2017-08-04,1 LORONG BINAJAYA 9 PERMATANG TINGGI BUKIT MERTAJAM 14100 PULAU PINANG
ashley04@streamyx.com,,07 - 3582033,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7669&sid=837D6118D5C825A6A19EE34784AAA6F5,ACEFIELD ENGINEERING CONSTRUCTION SDN BHD,'2017-08-04,NO.3  JALAN ROSMERAH 2/16 TAMAN JOHOR JAYA JOHOR BHARU 86000 JOHOR
agrowsynergy@gmail.com,,03 - 89453610,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67902&sid=256FDA027599EFEC1A5F2999E961BD36,AGROW SYNERGY(M) SDN BHD,'2017-08-04,NO 7-2 JALAN DAGANG SB4/3 TAMAN SUNGAI BESI INDAH SERI KEMBANGAN 43300 SELANGOR
anuar001@gmail.com,,019 - 2845150,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63709&sid=67080EFA8D354A897A069D14BB89BBF8,AKTIF JITU ENTERPRISE SDN BHD,'2017-08-04,40 LOT 969 TAL TUJUH KUBANG SEPAT PASIR MAS 17100 KELANTAN
pnesaraaj.alain@gmail.com,,03 - 80628115,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65452&sid=779BD2B3C1F4C4551DE100136B74DAEC,AL AIN GLOBAL SYNERGY & RESOURCES,'2017-08-04,NO15 JALAN PH2/4 TAMAN PUCHONG HARTAMAS PUCHONG 47100 SELANGOR
kennytpop@gmail.com,,03 - 79876888,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6446&sid=6EA5A938B8580C3A4857896CBCFD44E0,AA GLOBAL HEALTHCARE SDN BHD,'2017-08-04,28 JALAN SELERA SATU TAMAN BKT INDAH  58200 KUALA LUMPUR
amtradingsb@gmail.com,,07 - 3544849,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43334&sid=750D07640757042C8D3024111E8F073E,A.M. TRADING SDN BHD,'2017-08-04,107 JALAN SEROJA 39 TAMAN JOHOR JAYA  81100 JOHOR
mal@ae-sys.com,,03 - 55694277,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36485&sid=D6449B8C4BE1851AA4D2710386A5C39B,A&E SYSTEMS SDN BHD,'2017-08-04,"26 JALAN PENDAFTAR U1/54 SECTION U1,SHAH ALAM SUBANG JAYA 47600 SELANGOR"
ong65@pd.jaring.my,,06 - 5292122,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12723&sid=37F2E7F1C6E4F6BADD1C3923681E30F0,BINTANG ALAM SAKTI SDN BHD,'2017-08-04,NO JB6472 TAMAN PERINDUSTRIAN JASIN JASIN 77200 MELAKA
account@alseal.com.my,,03 - 61579698,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7320&sid=CF236A1F14CD2786450029633D20ABB6,ALSEAL MARKETING SDN BHD,'2017-08-04,"LOT 9679 E, 11TH MILE DESA AMAN SUNGAI BULOH 47000 SELANGOR"
pohlt@agrichem.com.my,,04 - 3907988,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11530&sid=76ADED3D2BBE6A3B49A4F2F5F3100FBD,AGRICULTURAL CHEMICALS SDN BHD,'2017-08-04,LOT 962 LORONG PERUSAHAAN 8 TAMAN PERINDUSTRIAN PRAI PRAI 13600 PULAU PINANG
luobao@cvmmagnesium.com,,03 - 21481088,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70549&sid=AB18E733AFD7491B3A88264887488848,CVM MAGNESIUM SDN BHD,'2017-08-04,"3RD FLOOR, WISMA HO WAH GENTING 35 JALAN MAHARAJA LELA  50150 KUALA LUMPUR"
sales@doubleclass.com,,03 - 42809898,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10583&sid=9891F08704E0C5DE9958C292E1D5CE78,DOUBLE CLASS (M) SDN BHD,'2017-08-04,NO.6 (LOT 103) JALAN 6/11 KG TASIK TAMBAHAN AMPANG 68000 SELANGOR
info@cosway.com.my,,03 - 20301000,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3262&sid=020B3B087723DC3D2E217AE7C313FE17,COSWAY (M) SDN BHD,'2017-08-04,2ND FLOOR WISMA COSWAY JALAN RAJA CHULAN 50200 KUALA LUMPUR
gmsgroups@gmsmetal.com,,03 - 60926020,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3614&sid=7104FCC78E084DD9629539AA6DF97AFC,GMS PURNAMAX (M) SDN BHD,'2017-08-04,"LOT 3, TAMAN PERINDUSTRIAN MASALAM BATU 17, JALAN IPOH RAWANG, 48000 SELANGOR"
kentliew82@yahoo.com,,05 - 5485518,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=66113&sid=331F889B96137DCF0C01BE656E074D0C,FUBAO INTERNATIONAL SDN BHD,'2017-08-04,"LOT B-1-8 TINGKAT 1, INTAN BUSINESS CENTRE 2 LEBUH MEDAN IPOH, BANDAR BARU MEDAN IPOH 31400 PERAK"
inquiry@basraoil.com.my,,03 - 89280669,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=71753&sid=4A23F1FB2F240B76E9303958D2B8819B,BASRA OIL SDN BHD,'2017-08-04,"NO. 29, KAWASAN PERINDUSTRIAN SUNTRACK JALAN TERAS JERNANG BANDAR BARU BANGI 43650 SELANGOR"
info@galapower.com,,03 - 90190788,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64267&sid=27290D9D613503C59A4EA04BBA22FE18,GALA POWER SDN BHD,'2017-08-04,NO.30-2B JALAN TEMENGGUNG 7/9 BANDAR MAHKOTA CHERAS SEKYEN 9 43200 SELANGOR
marketing@iinworldwide.com,,012 - 3939619,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34298&sid=35C35A79A3D812204F44EFBBA952BA32,IIN WORLDWIDE SDN BHD,'2017-08-04,M-3-19 PLAZA DAMAS SRI HARTAMAS  50480 KUALA LUMPUR
floratex@yahoo.com,,6012 - 2211176,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14516&sid=5A96E2A22522443881CB12A45483816C,FLORATEX SDN BHD,'2017-08-04,28-1A JALAN UP 1/5 TAMAN UKAY PERDANA  68000 SELANGOR
maxong@pc.jaring.my,,03 - 80602334,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33306&sid=859C186C3B8353CCE110B424AA0269E9,NORIMAX SDN BHD,'2017-08-04,"NO. 2 JALAN TPP 5/17 TAMAN PERINDUSTRIAN PUCHONG SECTION 5, PUCHONG 47160 SELANGOR"
gmsgroups@gmsmetal.com,,03 - 60926020,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15183&sid=FA701065F8824196888CD0EF86ACEAC8,METCO SMI INDUSTRIES (MAL) SDN BHD,'2017-08-04,"LOT 3 TAMAN PERINDUSTRIAN MASALAM 17TH MILE, JALAN IPOH RAWANG 48000 SELANGOR"
marketing@miracleapex.com.my,,06 - 7996912,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37563&sid=2AC1332DCE26CA0077D7D0F1BC350F03,MIRACLE APEX SDN BHD,'2017-08-04,"LOT 1, JALAN ZURAH 3A/2 ZON PERINDUSTRIAN ZURAH RASA 44200 SELANGOR"
