HREF,TEL,FAILMSG,CONAME,EMAIL,DATE_SCRAPED,BIZADD
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92960&sid=6B7A38AF9A45F03A46C616DB565C1139,019 - 7408051,,D BAYDURA SDN BHD,nasyuhada.dbaydura@yahoo.com.my,'2017-08-02,NO 35 JALAN BAIDURI 1/1 TAMAN BAIDURI  81200 JOHOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62984&sid=B2DE9F0C72E202D8009A1A649B90C9C9,06 - 7998113,,STAR MEDIK SDN BHD,starmedik.industries@gmail.com,'2017-08-02,"NO. 43, JALAN TIARA SENTRAL 2, NILAI UTAMA ENTERPRISE PARK, SEPANG 71800 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92805&sid=2810088864848A8481E1C148D3446D43,012 - 9411200,,BACTEPRO HEALTHCARE SENDIRIAN BERHAD,ivanchong@bactepro.com.my,'2017-08-02,29-2 JALAN TEMENGGUNG 9/9 BANDAR MAHKOTA CHERAS CHERAS 43200 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9786&sid=9C0B8CDBC1AA7EB3F1E68E23891D3C73,03 - 32906636,,MABA PLASTIC ENTERPRISE,mabacycleplast@yahoo.com,'2017-08-02,"22, JALAN SEMENTA PERMAI 1 TAMAN SEMENTA PERMAI LAPIS 4, SEMENTA, KLANG 42100 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58760&sid=A7D7C485F720598559832A756F002CA1,03 - 56144770,,NEXT LEVEL TECHNOLOGIES SDN BHD,admin@nextleveltechnologies.org,'2017-08-02,"NO 5-G & 5-1, JALAN PUTRA MAHKOTA 7/8B, PUTRA POINT COMMERCIAL CENTRE, PUTRA HEIGHTS, 47650 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60422&sid=B49D19A06E61857DA2BDE9C38B1B14F3,012 - 4230432,,GEOB INTERNATIONAL SDN BHD,geoffrey.tan@geob-international.com,'2017-08-02,NO. 15 TINGKAT RUSA 6 TAMAN SELAMAT BUKIT MERTAJAM 14000 PULAU PINANG
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6015&sid=DA387C62CC42538261DA25AAA35EBDA6,03 - 31680702,,INNOLATEX SDN BHD,info@innoltx.com,'2017-08-02,"LOT 594, PERSIARAN RAJA LUMU PANDAMARAN INDUSTRIAL ESTATE PORT KLANG 42000 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79229&sid=FD4A80B780276AF80F2CF8095C09AF1F,011 - 15510868,,ANANO SPHERE SDN BHD,info@ananosphere.com,'2017-08-02,"D36-06, BLOCK D, PJ8 SERVICE SUITES NO.23 JALAN BARAT, SEC 8 PETALING JAYA 46050 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67141&sid=BC4DF8819A6C2678735E09930CA975A5,04 - 5078086,,UWC HEALTHCARE MFG (M) SDN BHD,jason@uwcholdings.com,'2017-08-02,"987, JALAN PERINDUSTRIAN BUKIT MINYAK 7 MUKIM 13, KAW PERINDUSTRIAN BUKIT MINYAK BUKIT MERTAJAM, SEBERANG PERAI TENGAH 14000 PULAU PINANG"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95804&sid=22A159F90B20B9421939B79E97E8C5DA,582 - 0193256582,,KASPUR MEDICAL SUPPLIES (MALAYSIA) SDN BHD,kaspuranuar@gmail.com,'2017-08-02,NO 101-1 JALAN PJU 1A/41B PUSAT DAGANGAN NZX ARA JAYA PETALING JAYA 47301 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=54486&sid=C03A75BF81F447FF6C2389E7A3FE226E,03 - 80600295,,N.A.Z MEDICAL SUPPLIES SDN. BHD,info@nazmedical.com.my,'2017-08-02,NO 4 JALAN BP 4/7 BANDAR BUKIT PUCHONG PUCHONG 47120 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59113&sid=2959B9D70F1D167001EAFFC812BC45B2,03 - 77174979,,TRADE CORRIDORS SDN BHD,tradecorridors@gmail.com,'2017-08-02,"SUITE 11.01 LEVEL 11, SOUTH WING MENARA OBYU DAMANSARA PERDANA PETALING JAYA 47820 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72186&sid=363C12E089032DA279A287AEE784047D,03 - 61841300,,PERUSAHAAN GAMAT HY,pghy@rocketmail.com,'2017-08-02,44 JALAN TIB 1/19 TAMAN INDUSTRI BOLTON 68100 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53430&sid=8808D4887B6123447727519440DB1061,03 - 80687311,,BIO-GRO SDN BHD,contactus@bio-test.info,'2017-08-02,"7 & 9, JALAN TPP 5/11 TAMAN PERINDUSTRIAN PUCHONG  47160 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60784&sid=61BE6B09B016FC1DCC26C969374CCD61,06 - 7998113,,STAR MEDIK SDN BHD,starmedik.industries@gmail.com,'2017-08-02,"NO. 43, JALAN TIARA SENTRA 2, NILAI UTAMA ENTERPRISE PARK, NILAI 71800 NEGERI SEMBILAN"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33116&sid=C8B0BBBB74721BB41B268D47F76E5193,03 - 90112309,,TUD SDN BHD,enquiry@tud.my,'2017-08-02,"63-1, JALAN TEMENGGUNG 11/9 SECTION 9 BANDAR MAHKOTA CHERAS 43200 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15527&sid=A5C7D8FA6AA2A511BEA066F319809AC6,03 - 80682775,,TURKOM-CERAMIC (M) SDN BHD,info@turkom-cera.com,'2017-08-02,"11A, JALAN INDUSTRI PBP11 TAMAN INDUSTRI, PUSAT BANDAR PUCHONG PUCHONG 47100 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15545&sid=013E322D1C6F58E6198366DF113F4540,03 - 92004663,,IMPIAN ROZA (M) SDN BHD,impianroza@asia.com,'2017-08-02,"B-3A-9, LEVEL 6 MENARA UNCANG EMAS (UE3) 85, JALAN LOKE YEW 55200 KUALA LUMPUR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94641&sid=8B65027EB74FDD540A1723C61FC1D9AC,03 - 21414277,,DERM AUTOLOGOUS SDN BHD,kwongfaing@gmail.com,'2017-08-02,"SKIN CARE CLINIQUE, S2 PAMPER FLOOR, STARHILL GALLERY, JALAN BUKIT BINTANG   55100 KUALA LUMPUR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14196&sid=8FC641678B12ED26E66156F2E775B284,03 - 88886663,,BIO TEAM SDN BHD,enquiry@bioteam.com.my,'2017-08-02,"PUTRAJAYA PERDANA, T01-U007 & U008 1ST FLOOR, NO 5, JLN P16 PRECINT 16 62150 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5927&sid=9703B46AFC8F5704627D63D1D4A68267,019 - 6003123,,J & J ENGINEERING  SUPPLY SDN BHD,jf_resources@yahoo.com,'2017-08-02,"B1-G-48,  JALAN PINGGIRAN 1/3 TAMAN PINGGIRAN PUTRA SECTION 1, SERI KEMBANGAN 43300 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98443&sid=A113343B9CA96720DBD2790A37D956A2,03 - 89250799,,CERQOFY SDN BHD,cerqofy@gmail.com,'2017-08-02,"409B 2ND FLOOR, COMPLEX DIAMOND BANGI BUSINESS PARK JALAN MEDAN BANGI BANDAR BARU BANGI 43650 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9837&sid=0608E66D4B3C47E02668E4DBE0D5A359,03 - 31411481,,GRADE ONE SDN BHD,gradeone@streamyx.com,'2017-08-02,PT 1455 & PT 1456 SEPANG INDUSTRIAL PARK SEPANG 43900 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33245&sid=3CA607810598163E69BD5CDE1F2FDBE5,03 - 51920700,,AYLIN TRADING SDN BHD,rezany@aylin.com.my,'2017-08-02,"8, JALAN TP 7/4 SIME UEP INDUSTRIAL PARK  40400 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6081&sid=3C58243E276EA001EB2CD9F95DB032EF,03 - 22725986,,GLITTER BAY SDN BHD,johnathan.glitterbay@gmail.com,'2017-08-02,"8A,  8TH FLOOR,  PEARL COURT 61, JALAN THAMBY ABDULLAH BRICKFIELDS 50470 KUALA LUMPUR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=30565&sid=905E5D3A0D1B0953B3FD2AC73741A3F8,03 - 22409192,,LOTUS PRECISION SDN BHD,lotpre10@streamyx.com,'2017-08-02,"7-2, 2ND FLOOR, JALAN PANTAI MURNI 2 PANTAI HILLPARK  59200 KUALA LUMPUR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14950&sid=30C0611B0A4CE4A8FC14E268532B09F9,03 - 26974288,,RAUDHAH HEALTH CARE SDN BHD,nadzri@raudhah.com.my,'2017-08-02,"SUITE 8, KELAB SULTAN SULAIMAN JALAN DEWAN SULTAN SULAIMAN  50300 KUALA LUMPUR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11307&sid=97D922D5FF8F12A3B693937849863B90,03 - 32906636,,MABA CYCLEPLAST SDN BHD,maba03@tm.net.my,'2017-08-02,"11, JALAN SUNGAI KERAMAT 5 KLANG UTAMA KLANG 42100 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12410&sid=A75ACC1468E60CFF79D0BC304A36D2B7,03 - 77241618,,NULATEX SDN BHD,info@nulatex.com,'2017-08-02,"1B, BANGUNAN BAKTI SITI HASMAH 6, CHANGKAT ABANG HAJI OPENG TAMAN TUN DR ISMAIL 60000 KUALA LUMPUR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37273&sid=0FD36D223502EF01028C4683B9CE7101,04 - 6405688,,ALVERIX (M) SDN BHD,pc.chen@alverix.com,'2017-08-02,"UNIT 24, LG 5 (EXECUTIVE WING) HOTEL EQUATORIAL 1, JALAN BKT JAMBUL 11900 PULAU PINANG"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11919&sid=811091DA2F7A62DED4DF0EE25AE27E46,03 - 90749177,,ZEITO PLASTIC COMPONENTS SDN BHD,enquiries@zeito.com.my,'2017-08-02,"LOT 19-6, BERSATU INDUSTRIAL COMPLEX JALAN CJ 1/1 CHERAS JAYA CHERAS 43200 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7485&sid=C4177EF08E9196E61BAD3DDDDA1579DD,03 - 40234702,,OMECO BIODIAGNOSTIC RESEARCH & DEVELOPMENT SDN BHD,hadiomrane@yahoo.com,'2017-08-02,"1-3-8, BLOCK C, JALAN 1/50 DIAMOND SQUARE COMMERCIAL CENTRE OFF JALAN GOMBAK 53000 KUALA LUMPUR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6878&sid=B8548A02FCA029EBC62D0BDB64902014,06 - 3350690,,POLYSCIENTIFIC ENTERPRISE SDN BHD,info@polyscientific.com.my,'2017-08-02,"272, TAMAN ASEAN JALAN MALIM  75250 MELAKA"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36966&sid=B85728749599FB336954E3FC07B4F0CE,03 - 23338849,,SUN STAR WORLD WIDE SDN BHD,nejati.masoud@yahoo.com,'2017-08-02,E-8-6 BLOCK E MEGAN AVENUE 1 189 JALAN TUN RAZAK 50400 KUALA LUMPUR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7415&sid=080B8F2601A94EBA317ECC8B750D4990,03 - 71182266,,FRESHENING VOX SDN BHD,kenkan@freshening.com.my,'2017-08-02,"1608, BLOCK A, DAMANSARA INTAN PETALING JAYA  47400 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8092&sid=E813DEE4547C30A235233727BA7A1633,03 - 61406226,,DYNAMIC-ERA TRADING SDN BHD,detsb2003@gmail.com,'2017-08-02,"30-3, JALAN PJU 5/11 DATARAN SUNWAY KOTA DAMANSARA 47810 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34484&sid=F4BD6B89CD1E20737396DF6F7C470054,603 - 80701154,,GENEFLUX BIOSCIENCES SDN BHD,info@geneflux.net.my,'2017-08-02,"G1 & G2, MENARA KLH BANDAR PUCHONG JAYA PUCHONG 47100 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12161&sid=0D0668FB2167AC4694553A2B4E935585,03 - 90580022,,CHULIA FACILITIES MANAGEMENT SDN BHD,info@chuliafm.com,'2017-08-02,"25, JALAN 3/146 BANDAR TASIK SELATAN  57000 KUALA LUMPUR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=38248&sid=25B8CA87ADD4A3FE2698D01E3B0317BA,03 - 32910535,,MINGSEN INDUSTRY (M) SDN BHD,ninton@po.jaring.my,'2017-08-02,"2, JALAN PERMAI 3 OFF JLN HAJI SIRAT  42100 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31288&sid=73AEA5F9350EB9AAFF6A49F485F14BEB,03 - 61894578,,KAZ MEDISYSTEM SDN BHD,kazmedis@tm.net.my,'2017-08-02,"NO 43A, JALAN SG 3/19 TAMAN SRI GOMBAK BATU CAVES 68100 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37570&sid=DDF2E9DDEAD14830CA5387E93CECBF12,03 - 61405258,,4U-TECH CORPORATION SDN BHD,tech4uc@yahoo.co.uk,'2017-08-02,"28A, JALAN PEKAKA 8/3 KOTA DAMANSARA PETALING JAYA 47810 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40866&sid=9834648AFC70B47C60110B4DA62EBA8D,04 - 5077671,,POWER CHOICE SDN BHD,sales@powerchoice.com.my,'2017-08-02,PLOT 79 LORONG PERINDUSTRIAN BKT MINYAK 16 KAW PERINDUSTRIAN BKT MINYAK BKT MERTAJAM S.P.T. 14100 PULAU PINANG
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37390&sid=DE30295A84E7D6B531CBD01DFBB1D59B,04 - 3514629,,CAMERONII CHANNEL ENTERPRISE,cameroniichannelenterprise@gmail.com,'2017-08-02,12A LRG SERI SENANGAN 2 TAMAN SERI SENANGAN  13050 PULAU PINANG
