EMAIL,DATE_SCRAPED,HREF,CONAME,BIZADD,FAILMSG,TEL,
sales@dpisb.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3667&sid=C199D171989A4F24DB356FDB272B0C73,DPI INDUSTRIES SDN BHD,"34-5, JALAN TASIK SELATAN 3 BANDAR TASIK SELATAN  57000 KUALA LUMPUR",,603 - 90583388,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
trsb@marsaprotector.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36952&sid=48918BC288241DD0E63C1DE1DADE80E8,TRANSIENT RESOURCES SDN BHD,12 JALAN MARIKH CB U5/CB SECTION U5 SHAH ALAM 40150 SELANGOR,,03 - 78324009,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@tristar-groups.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94988&sid=BCBB7AC6F5FC9D706EAA01A1F3668391,TRISTAR SOLUTIONS SDN BHD,NO 534 JALAN 20 TAMAN PERINDUSTRIAN EHSAN JAYA TAMAN EHSAN KEPONG 52100 KUALA LUMPUR,,03 - 62779117,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
deliwali@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7604&sid=7186A1390A66467769A65F6F95426FA7,DELIWALI ENGINEERING SDN BHD,"NO. 23A, JALAN RASMI 7 TAMAN RASMI JAYA AMPANG 68000 SELANGOR",,03 - 42604312,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
lee@ledvision.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9407&sid=70C37480BFA7BCB56B03581FC848D757,LED VISION SDN BHD,"109, JALAN PM1 TAMAN PERINDUSTRIAN MERDEKA BATU BERENDAM 75350 MELAKA",,06 - 3173668,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
among@tims-pg.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93959&sid=6553E66ECC3A137890DF4499614E908B,TEXTRAN INDUSTRIES (PENANG) SDN. BHD.,NO 6 TINGKAT CIKU 3 TAMAN CIKU BUKIT MERTAJAM 14000 PULAU PINANG,,04 - 5303331,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ivyphang_kla@falco-ecom.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78878&sid=B3909C1BC7B92C7BC41587F48C535B81,KLA TECH (M) SDN BHD,"28, JALAN SS4D/14 TAMAN PEOPLE'S PARK PETALING JAYA 47301 SELANGOR",,03 - 78040343,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
mail2us@globalpotential.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36646&sid=1A0CDC0211C00CF954E8F7D248634C4A,GLOBAL POTENTIAL (M) SDN BHD,"B2-1-36, JALAN PINGGIRAN 1/3 TAMAN PINGGIRAN PUTRA SECTION 1, SERI KEMBANGAN 43300 SELANGOR",,03 - 89458544,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
doryn.teo@contraves.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87802&sid=968F4E447FEDCE9F057C5696F9D8A702,CONTRAVES ADVANCED DEVICES SDN BHD,BATU BERENDAM FREE TRADE ZONE PO BOX 39  75700 MELAKA,,06 - 2358884,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
thtee@weserhoch.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31067&sid=AE38DEFD5E43E8F7E092DF01319A3EE4,WESERHOCH SDN BHD,"LOT 28, JALAN USAHA 1 FASA 3, KAWASAN PERINDUSTRIAN MERLIMAU MERLIMAU 77300 MELAKA",,06 - 2635118,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@yamaichi.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105413&sid=0D57B75C11D6B7C08BDDA2640BE610E3,T. YAMAICHI (MALAYSIA) CORPORATION SDN BHD,LOT 5 JALAN API-API 26/1 HICOM INDUSTRIAL ESTATE SEKSYEN 26 SHAH ALAM 40000 SELANGOR,,03 - 51911660,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
hr@tractor-line.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3827&sid=0C5B2E4B13318A838083DDD28C989966,TRACTOR-LINE INDUSTRIES SDN BHD,"LOT 3528, JALAN 1/2 BKT RAWANG JAYA RAWANG 48000 SELANGOR",,03 - 60924848,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
yuh@samakebel.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15466&sid=8A46F3AC13F0D50E3CF56D6103EE6F68,IEM MANUFACTURING SDN BHD,"LOT 16, JALAN RP3 RAWANG PERDANA INDUSTRIAL ESTATE RAWANG 48000 SELANGOR",,03 - 60921353,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@electrius.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=106041&sid=67DDC13492954F64404C35EAFF1C2439,ELECTRIUS SDN BHD,NO 10 JALAN BK 1/15 KINRARA INDUSTRIAL PARK BANDAR KINRARA OFF 6 1/2 JALAN PUCHONG PUCHONG 47100 SELANGOR,,03 - 80762254,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
hazwani@mkcastings.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11181&sid=5DDB1A7BCE7BB0D41B3F3DD8CE10BA01,DIAYO DIE-CASTING (M) SDN BHD,"LOT NO 6033, JALAN KASAWARI BATU 9, OFF JALAN KEBUN BARU TELOK PANGLIMA GARANG 42500 SELANGOR",,03 - 31220488,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@jbmmetal.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10989&sid=47992A716A93AB2BDC01BDEF95EAC296,JBM METAL TECHNOLOGY SDN BHD,"18, LORONG INDUSTRI RINGAN 1 KAW PERUSAHAAN RINGAN PERMATANG TINGGI, SIMPANG AMPAT 14100 PULAU PINANG",,04 - 5071518,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
mazlan@smk.co.jp,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67203&sid=0304DB1D2AC0A8D2F698E4DD62684D2B,SMK ELECTRONICS (MALAYSIA) SDN BHD,LOT 15 JALAN PERUSAHAAN 1 BERANANG INDUSTRIAL AREA BERANANG 43700 SELANGOR,,03 - 87660166,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
contact_us@alphamster.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12690&sid=CB1EE6B09F95D4B6B0796C5E19EC3056,ALPHA MASTER (M) SDN BHD,"PLOT 107, 108 & 109, LORONG PERUSAHAAN UTAMA 2 PRAI INDUSTRIAL ESTATE 4 BKT TENGAH, BKT MERTAJAM 14000 PULAU PINANG",,04 - 5085076,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
mubiplas@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41371&sid=BA6A3E55A0B1CA373762934C70A28C70,MUBIPLAS INDUSTRIES SDN BHD,5 JALAN 31/10A TAMAN PERINDUSTRIAN IKS MUKIM BATU 68100 KUALA LUMPUR,,03 - 61855103,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
mmigsb@megamount.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5679&sid=6E9A87C0D65527FA351A0DEDD1118059,MEGA MOUNT INDUSTRIAL GASES SDN BHD,PLO 192 KAW PERINDUSTRIAN SENAI IV JLN SIBER 8 SENAI 81400 JOHOR,,07 - 5998388,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
cqgselva@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35555&sid=EA2264C869203550443425C95A7DEE09,CLEAN Q GRIP (M) SDN BHD,"51, 49 & 47 JALAN MAHAGONI BANDAR UTAMA BUSINESS CENTRE BATANG KALI 44300 SELANGOR",,03 - 60572714,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
PACIFICENGINEERING78@GMAIL.COM,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=106987&sid=A69E47DE84CF811AC94B66FB0D749A0A,PECOL AUTO PARTS SDN. BHD .,LOT 30 JALAN 223 SECTION 51-A PETALING JAYA 46100 SELANGOR,,03 - 79572588,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
mikro@itmikro.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10979&sid=B5D5012E08A47EB422AA5B4E64C2B269,MIKRO SDN BHD,"1, JALAN TP 7/7 SIME UEP INDUSTRIAL PARK SHAH ALAM 40400 SELANGOR",,03 - 51927155,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@keen.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4611&sid=42EFCCE746B2EA42D9C1790F744F3853,KEEN COMPONENT INDUSTRIES SDN BHD,"1, JALAN 51A/227 SECTION 51A PETALING JAYA 46100 SELANGOR",,03 - 78741216,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
plksb@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2937&sid=1626C2E45F14A8509DEA86D4B8E5E522,PLK ELECTRICAL ACCESSORIES MANUFACTURER SDN BHD,"5, JALAN TSB 9 TAMAN INDUSTRI SUNGAI BULOH SUNGAI BULOH 47000 SELANGOR",,03 - 61561788,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@eco-ezy.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37833&sid=902DD2AE85793B70A1C9EF3BF5CC283B,ECO-EZY SDN BHD,"17, JALAN 5/62A JALAN 5/62A BANDAR MENJALARA 52200 KUALA LUMPUR",,03 - 62750743,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
margaret-lee@chori.co.jp,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4570&sid=9D21FB6903672837607E1DFFFE89041C,CHORI TRADING (M) SDN.BHD.,SUITE 13A.04 13A FLOOR WISMA MCA NO.163 JALAN AMPANG KUALA LUMPUR 50450 KUALA LUMPUR,,03 - 21622773,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
gan@chematicgroup.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=107226&sid=DBC9C8C469499F74CB4BB002C67E00FD,CHEMATIC INDUSTRIAL RESOURCES SDN BHD,18 JALAN TEKNOLOGI 3-1 SEKSYEN 3 KOTA DAMANSARA 47810 SELANGOR,,03 - 61571536,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
avasids@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97785&sid=1379244631BAC38B606261F7D0DAF090,AVASI DISTRIBUTION & SUPPLY,NO 49B JALAN DIPLOMATIK PRESINT DIPLOMATIK PUTRAJAYA 62050 PUTRAJAYA,,019 - 2830065,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
gangesh@powersupply.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85941&sid=1B95C54B4104977E36D12F30CF576305,HANSMENS RESOURCES SDN BHD,"29-3-18, JALAN TEKNOLOGI 3/6E TAMAN SAINS SELANGOR 1, SEK 3 KOTA DAMANSARA, PETALING JAYA 47810 SELANGOR",,013 - 3511603,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
contactus@steengineering.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98001&sid=52DD6546F74D293A685ABC1B3D27C2FF,STE INDUSTRIES SDN BHD,"NO. 56, JALAN TAMBUR 33/19, TAMAN TEKNOLOGI SHAH ALAM, SHAH ALAM   40400 SELANGOR",,03 - 51220878,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
kentomarketing@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69706&sid=70AC3DDECB90E62D8EEA22AD5FF11500,KENTO SDN BHD,651-3B BATU 4 OFF JALAN IPOH 51200 KUALA LUMPUR,,03 - 62598163,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
qa@sirijaya.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3470&sid=487C136FCBD0D348C083148E91BA614C,SIRIJAYA INDUSTRIES SDN BHD,"NO.9, LEBUH PERUSAHAAN KLEBANG 9 IGB INTERNATIONAL INDUSTRIAL PARK CHEMOR 31200 PERAK",,05 - 2923888,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ADMIN@ENVIROMET.MY,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97272&sid=92B88C35B66A43743305723F60F646A8,ENVIROMET TECHNOLOGIES SDN BHD,SUITE 3.7 UITM-MTDC TECHNOPRENEUR CENTRE UNIVERSITI TEKNOLOGI MARA 40450 SELANGOR,,03 - 55247474,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
mktan@eita.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12104&sid=CF96F268251388B57464C34EF530E708,EITA TECHNOLOGIES (MALAYSIA) SDN BHD,"LOT 4, BLOCK A, JALAN SS13/7 SUBANG JAYA INDUSTRIAL ESTATE SUBANG JAYA 47500 SELANGOR",,03 - 56378099,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
jessyeap@chintech.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98634&sid=8168DBE565E79BED1211F4E7EB201D02,CHIN TECH EC SDN BHD,40 GROUND FLOOR JALAN SUNGAI TIRAM 3 TAMAN TUNAS DAMAI BAYAN LEPAS 11900 PULAU PINANG,,012 - 4077861,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
enquiry@logicart.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76133&sid=DF7D5C58DE956DDD0E4EB8413ADD9956,LOGICART SDN BHD,NO 3 JALAN SUNGAI JELUH 32/192 KAWASAN PERINDUSTRIAN KEMUNING SHAH ALAM 40460 SELANGOR,,03 - 51313399,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@localbasic.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14467&sid=32818AB82257B61F352C826AC8EF6686,LOCAL BASIC SDN BHD,"11, LENGKOK NIP 1/1 TAMAN INDUSTRI NUSAJAYA 1 NUSAJAYA 80800 JOHOR",,07 - 5311831,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
admin@each-a-cup.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5702&sid=8E88B7164AA3CC50C502D7422527AD31,CMI ELECTRONICS SDN BHD,"14, JALAN CANGGIH 4 TAMAN PERINDUSTRIAN CEMERLANG ULU TIRAM 81800 JOHOR",,07 - 8633888,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
thlau1966@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15612&sid=3A02598098764CEF2E13096DE35A69EC,FAR EAST PYRAMID SDN BHD,"15, JALAN RIANG 23 TAMAN GEMBIRA JOHOR BAHRU 81200 JOHOR",,012 - 7126668,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ann.kam@qdos.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3205&sid=B9F6CE1EC9697F8854F440FAE9E44557,QDOS FLEXCIRCUITS SDN. BHD.,"99, LEBUHRAYA KAMPUNG JAWA TAMAN PERINDUSTRIAN BAYAN LEPAS  11900 PULAU PINANG",,04 - 6420000,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
psiga@pacestarind.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37745&sid=CDB17C02FFDA78D23D10F89EB97FB78B,PACESTAR INDUSTRIES (SELANGOR) SDN BHD,"PT6382 (LOT 2207), JALAN KASAWARI OFF JALAN KEBUN BARU, 9 MILE TELOK PANGLIMA GARANG 42500 SELANGOR",,03 - 31228628,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
admin@eg118.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43189&sid=DD24AD0DA9B0283F8E465BC8364D9E23,EG ELECTRONIC SDN BHD,INDUSTRIAL ESTATE SUNGAI PETANI  08000 KEDAH,,04 - 4229881,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ellexlim@cooltecindustries.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8897&sid=65FD2B8040E257431E50FF3186BF8342,COOLTEC INDUSTRIES SDN BHD,"45, JALAN SESAMA TAMAN PERUSAHAAN RINGAN BATU CAVES 68100 SELANGOR",,03 - 61869969,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
mcoleliu@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60754&sid=CDD2029C891F170ECB8E110ED85FCAD0,EPE BUSWAY SDN BHD,"5, JALAN PEMBERITA U1/49 TEMASYA INDUSTRIAL PARK GLENMARIE, SHAH ALAM 40150 SELANGOR",,03 - 55693748,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
enquiry.sales@olympic-cable.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3173&sid=153B6804D079D03BD7417942355F68AA,OLYMPIC CABLE COMPANY SDN. BHD.,"LOT PT2122-2131, JALAN PK1, TAMAN PERINDUSTRIAN KRUBONG  75250 MELAKA",,03 - 79891700,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
melvinchuah@amtechpower.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58795&sid=90C7335753E0B708B146D03B4CF5C16B,AMTECH POWER SDN BHD,"19, JALANA RAJAWALI 3 BANDAR PUCHONG JAYA PUCHONG 47160 SELANGOR",,03 - 80767367,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
azmi@neg.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57166&sid=1CFD7D5D8317FD63F74CD10AAD6B8F66,NIPPON ELECTRIC GLASS (MALAYSIA) SDN BHD,"LOT 1-7 LION INDUSTRIAL PARK PERSIARAN JUBLI PERAK, SECTION 22 SHAH ALAM 40300 SELANGOR",,03 - 55430000,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
yikkuan@kvc.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5712&sid=E5D9FEA3993D63CCEAC62D093E16990E,KVC INDUSTRIAL SUPPLIES SDN BHD,"WISMA KVC, LOT 3 JALAN P10/12, KAW PERUSAHAAN BANGI BANDAR BARU BANGI 43650 SELANGOR",,03 - 89252828,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
joeyng@vs-i.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11340&sid=76A2E5C5FA9182672A105D779247AFF7,V.S. INDUSTRY BERHAD,"PTD 86556, JLN MURNI 12 MURNI INDUSTRIAL ESTATE SENAI 81400 JOHOR",,07 - 5973399,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
kschin@glorywater.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87966&sid=980CDBD07B65E78489B20AB7A1FF5052,GLORY WATER MANAGEMENT SDN. BHD.,"8, JALAN ANGGERIK MOKARA 31/63 KOTA KEMUNING, SECTION 31 SHAH ALAM 40460 SELANGOR",,03 - 51211633,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
Michael.Kreller@ixmation.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13258&sid=ECB516F4BBA170999FD1420E3C5C0033,IXMATION (ASIA) SDN BHD,PENANG SCIENCE PARK SEBERANG PERAI TENGAH  14100 PULAU PINANG,,04 - 5047777,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
gegoh@hotayi.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14563&sid=D10ECB585FBB62637A7BE9D72195C54F,HOTAYI ELECTRONIC (M) SDN BHD,"PLOT 100, LORONG PERUSAHAAN UTAMA KAW PERINDUSTRIAN BKT TENGAH BKT MERTAJAM 14000 PULAU PINANG",,04 - 5074349,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
th_tan@guppyplasticpg.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5450&sid=0E41355B64DA7C440070B99A80F63098,GUPPY PLASTIC INDUSTRIES SDN BHD,"PLOT 83, 1537, LORONG PERUSAHAAN UTAMA 3 KAWASAN PERUSAHAAN BUKIT TENGAH  14000 PULAU PINANG",,04 - 5032821,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
afnan@smartpools.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15189&sid=9D0A5520D020EAA3DC3556F0F370F206,SMARTPOOLS SDN BHD,"82, JALAN DAMAI OFF JALAN AMPANG  55000 KUALA LUMPUR",,03 - 21644449,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
hatta_dssb@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75852&sid=25767F3609EEFC2F757B630095681DC5,DSSB LED SDN BHD,"LOT 2-28, 2ND FLOOR VIVA HOME SHOPPING MALL 85, JALAN LOKE YEW 55200 KUALA LUMPUR",,03 - 27228192,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
admin-support@keyence.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78058&sid=3901BA0ADC0CEEBB97B6CB4A94819CF3,KEYENCE (MALAYSIA) SDN BHD,50-11-10 WISMA UOA DAMANSARA JALAN DUNGUN 50490 KUALA LUMPUR,,03 - 20922211,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
led@i3technology.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44063&sid=0E592B544214F8B2976BB6BB6B91588B,I3 TECHNOLOGY SDN BHD,"53A, JALAN PSK 7 PUSAT PERDAGANGAN SERI KEMBANGAN SERI KEMBANGAN 43300 SELANGOR",,03 - 89571942,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
azhar@mtm.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33018&sid=656C5CE1895C42077177B9181465509C,MALAYSIA TRANSFORMER MANUFACTURING SDN BHD,"LOT 22, JALAN AU 3/1 ULU KLANG KUALA LUMPUR 54200 KUALA LUMPUR",,03 - 41076233,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@gott.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=52942&sid=E8E6931F663C893BB61A2DF863E615C9,MAGNIBRIDGE SDN BHD,"12, LINTANG BAYAN LEPAS 4 TAMAN PERINDUSTRIAN BAYAN LEPAS FASA 4, BAYAN LEPAS 11900 PULAU PINANG",,04 - 6306077,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
enq@multib.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6946&sid=CABD83B96CE77BA8B223ECEE68FAEDCA,MULTI-B SDN BHD,"LOT 53, JALAN JASMINE 2 BANDAR BKT BERUNTUNG SERENDAH 48300 SELANGOR",,03 - 60281818,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
isaac.wong@vbay.net.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57643&sid=C1E8443153A7142B595BFEFC6D1EBF71,VBAY SDN BHD,F-3-16 IOI BOULEVARD JALAN KENARI 5 BANDAR BARU PUCHONG SELANGOR 47170 SELANGOR,,03 - 80732722,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@g-energy.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43391&sid=77918B7566F21B0EAD0801588F229FD3,G-ENERGY TECHNOLOGIES SDN BHD,"22, LINTANG BERINGIN 11 DIAMOND VALLEY INDUSTRIAL PARK JALAN PERMATANG DAMAR LAUT 11960 PULAU PINANG",,04 - 6271832,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
eracur@streamyx.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3514&sid=D2D8690E895CA4AB4CD21099BE708D62,TIME ERA SDN BHD,"25, JALAN P4/6 BANDAR TEKNOLOGI KAJANG SEMENYIH 43500 SELANGOR",,03 - 87235329,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
eddie@plasform.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7597&sid=67C184FAFB732BDD5F183811E0F5746F,PLASFORM SDN BHD,"31-37, JALAN ASA 8 TAMAN ASA JAYA LIGHT INDUSTRIAL AREA KAJANG 43000 SELANGOR",,03 - 87373170,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
yylem@abric.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13694&sid=2C9FC5BFB5712D69DDB2257AC89856F3,ESSENTRA ASIA SDN BHD,"LOT 196803, HALA JATI 12 KAW PERINDUSTRIAN TAMAN MERU OFF JALAN JELAPANG, IPOH 30020 PERAK",,05 - 5018100,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
aerometal.fab@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36048&sid=774285DD69A44BEAFBA775C8386B530E,AERO METAL FABRICANT SDN BHD,"25 & 27, JALAN UTAMA 2/18 TAMAN PERINDUSTRIAN PUCHONG UTAMA SECTION 2, PUCHONG 47100 SELANGOR",,03 - 80621568,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
