CONAME,BIZADD,DATE_SCRAPED,HREF,EMAIL,TEL,FAILMSG 
BANLI FISH FARM SDN BHD,"655, JALAN PADANG PASIR PINJI IPOH 31650 PERAK",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3224&sid=DA8DEEBCFC189B1325416848F6BED0FD,banlifishfarm@yahoo.com,05 - 3218886,
ENVIROTECH MANAGEMENT SDN BHD,"LOT 38017, MUKIM SG RAIA SIMPANG PULAI IPOH 31300 PERAK",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34515&sid=55B41AA378583C874A81F51FFDFDBE94,sslmach@sslmach.com,05 - 3575999,
SRI SEGAR FOOD CORPORATION SDN BHD,"LOT 522, JALAN TUDM KG BARU SUBANG 3TH MILE, SHAH ALAM 40150 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7031&sid=01628DDFB4BE4AA9EAD3D3E779048A63,klegroup@time.net.my,03 - 78459888,
FORMULA MURNI SDN BHD,"2U-1A LEVEL 1, BLOCK 2 PUSAT DAERAH SECTION 6 SHAH ALAM 40000 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5416&sid=2CE73A1DED9530450543DF6628AB8757,aazmi01@yahoo.com,03 - 55117400,
JITU LOGISTICS SDN BHD,"LOT 113, JALAN BESAR KG KUALA SG BARU PUCHONG 47100 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11741&sid=68FF91E61B994E9EA9D5AB8898ACAC54,jitu@jitulogistics.com.my,03 - 51922229,
DAHSUN SDN BHD,"378B, JALAN TUANKU ABDUL RAHMAN   50100 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13293&sid=335AFB160103ED69882889DAFF2EE4DA,chkc@tm.net.my,03 - 26946013,
SEN UP HUAT SEAFOOD TRADING SDN BHD,"LOT 9999, JALAN TEPI SUNGAI HUTAN MELINTANG  36400 PERAK",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12220&sid=BA83609ACA62F5D07B18C21C3F93E4DF,suhlsl@streamyx.com,05 - 6411344,
INAI SETIA SDN BHD,"39A, JALAN SNUKER 13/28 TADISMA BUSINESS PARK, SECTION 13 SHAH ALAM 40100 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34220&sid=8036AF1E407AB93A70E664F170DDC948,blade_grasecca@yahoo.com,03 - 55114444,
WAH CHENG TRADING,"3-5-C, BLOCK 3 DESA 2 DESA AMAN PURI 52100 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13933&sid=D74988B967C4087A7D7CFD35B2DC081A,liau30@hotmail.com,012 - 7797968,
FLORISTIKA (M) SDN BHD,"16, JALAN LIKU OFF JALAN RIONG BANGSAR 59100 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15820&sid=A953F16311B343312FCA6F58F13F0866,info@floristika.com.my,03 - 22876113,
CHU THIEN LOI RICEMILL SDN BHD,P.O. BOX  74 KOTA BELUD  89157 SABAH,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5453&sid=2477D71A04ECEDB4CE65E32AE68AB3C0,moihiong_chu@yahoo.com,088 - 976677,
GREAT SUN PITAYA FARM SDN BHD,"2935A, JALAN MASJID KG KEBUN BARU, 9TH MILE TELOK PANGLIMA GARANG 42500 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14430&sid=2A6CD78B241534CA47CF21F1BE74A660,enquiry@pitayafarm.com,03 - 31228118,
MENARA FREIGHT CONSOLIDATORS (M) SDN BHD,"20-A, JALAN USJ 10/1B TAIPAN TOWN CENTRE SUBANG JAYA 47620 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15647&sid=B0A0EE914A41C49925D1E1D84C40B31F,menarasb@gmail.com,03 - 56372536,
MY-TR TRADING SDN BHD (FORMERLY KNOWN AS PRISTINE MAX (M) SDN BHD),"B-10-G, JALAN SELAMAN 1 DATARAN PALMA AMPANG 68000 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15610&sid=61A58B1DE1F447BCBEE1C793805E2442,omeryilus@yahoo.com,017 - 6145657,
CAKARA TRADING SDN BHD,"11-2, BLOCK B, DATARAN PALMA JALAN SELAMAN 1 AMPANG 68000 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15560&sid=4F19F16698687CC88801F9DC5C55EE70,cakara@tm.net.my,03 - 42707181,
ENG HEAP SENG RICE & FLOUR MILL (M) SDN BHD,"968, PERMATANG JANGGUS PENAGA, SEBERANG PERAI UTARA  13100 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13456&sid=497BEEEE90958B28742A8F073A81577B,admin@engheapseng.com.my,04 - 5761604,
K-FARM,"2, JALAN SS 1/17 BUKIT TUNKU SUNWAY, PETALING JAYA 47300 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4114&sid=839BF9EE66CB39BFE257EA8709906743,kitchan@kfarm.com,03 - 89451318,
PREMIUM SANITISED PRODUCTS SDN BHD,"P.O. BOX 74, CAWANGAN SERAHAN SERI KEMBANGAN SERI KEMBANGAN  43307 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31076&sid=BB8EE305DC453C6A9E4A7D2AA04D6408,phill@pkpsagro.com,03 - 89428358,
B.ZY WORLDWIDE (M) SDN BHD,"4-2, JALAN 5A/6 TAMAN SETAPAK INDAH  53300 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13621&sid=DB367C037FBAD62B8E7A4747715CBD78,bz.worldwide@gmail.com,03 - 40214422,
LOW BOON KEE SDN BHD,"34 (G/F), JALAN MELAKA RAYA 28 TAMAN MELAKA RAYA  75000 MELAKA",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15731&sid=1BA0B12105D02072EE2D4B053F17C97F,laumingtong@yahoo.com,06 - 2883096,
MARATHI MD ENTERPRISE,"B179, JALAN BATU KAPUR 2 TAMAN KOK LIAN 5TH MILE, OFF JALAN IPOH 51200 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33365&sid=6AB67E87C480A2C631746C90A70A0B45,thaneermalaian@yahoo.com,03 - 62519214,
CHIAN BEE AGRICUTURAL SDN BHD,"LOT 23-2, 2ND FLOOR LINTAS PLAZA, LORONG LINTAS PLAZA KOTA KINABALU 88300 SABAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=32622&sid=F2088BC9BD48CAD3DED6C4C9A0CDF3FA,psl.lily@gmail.com,088 - 494548,
TRIPLE AWARD (M) SDN BHD,"50C, JALAN DESA BAKTI TAMAN DESA  58100 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14400&sid=498570B04547869D8EAF512C14A8A714,dairyking@pd.jaring.my,03 - 79837920,
ASLAH INDUSTRIES SDN BHD,"LOT PT 1917, TINGKAT ATAS TAMAN BKT BAYAS INDAH, JALAN PASIR PANJANG KUALA TERENGGANU 21100 TERENGGANU",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13042&sid=23B3FF5978110ACA57BAADE02D8691FF,info@aslah.com.my,09 - 6311901,
EVERGREEN PACE SDN BHD,"16-2F, 2ND FLOOR, BLOCK J JALAN MAJU 3/5, TAMAN LEMBAH MAJU PANDAN INDAH 56100 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15767&sid=79E0CAD5921D44E5C5441C445FFC824E,mysfera_oil_gas@yahoo.co.uk,03 - 42972978,
ORCHID LIFE SDN BHD,"LOT 85, KG MELAYU SG BULOH  47000 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15105&sid=4DA038F7449BA83B69DAE7ADE3ACA0B6,abd.razak@orchidlife.com.my,012 - 2219105,
AQUARIGHT MARINE SUPPLIES,"30, JALAN PUTERI 5/8 BANDAR PUTERI PUCHONG 47100 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14919&sid=83BAC53EB2C17814922267BC298FC33B,saykhiam.ooi@aquaright.com.my,03 - 80684108,
SCC CORPORATION SDN BHD (FORMERLY KNOWN AS SYARIKAT CHANG CHENG (M) SDN BHD),"11,15,19 & 21, JALAN HUJAN 5TH MILE, TAMAN OVERSEAS UNION JALAN KELANG 58200 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15784&sid=AEECEE151DAE9DEBEAD51509690AFE66,bryan@scc.com.my,03 - 77828384,
AQUA SYNERGY DISCUS FARM SDN BHD,"136, JALAN A9 TAMAN MELAWATI  53100 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15756&sid=31A5F6D5E3953EE0FC528055027C3F27,neohck@tm.net.my,012 - 2390952,
INVITROTECH SDN BHD,"ST 515 & 516, JALAN TUNAS BARU 1/4 KAW PERINDUSTRIAN MIEL MASJID TANAH 78300 MELAKA",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15965&sid=0FA2B3A5709D6992511E8137DEAEC944,sukriibrahim@yahoo.com,06 - 3842882,
D-MULTISERVE RESOURCES SDN BHD (FORMERLY KNOWN GREENPRISE SDN BHD),"38A, JALAN CANTIK 4 TAMAN PELANGI INDAH ULU TIRAM 81800 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13611&sid=A2CBF1D66D7A90C4C327E1B750330115,yatijaffar@dmultiserve.com,07 - 8635335,
PURECANE MANUFACTURING SDN BHD,"6, JALAN BINTANG TAMAN BINTANG PARIT JAWA, MUAR 84150 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=30778&sid=45FD544223C905A0BB7D29983D92146E,elvisteo2u@yahoo.com,06 - 9875302,
LH COLD STORAGE SDN BHD,"40, JALAN 2/3A PUSAT BANDAR UTARA SELAYANG BATU CAVES 68100 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15854&sid=7D4FCE670E28B4AA06BC8C7349B7182A,lhce@streamyx.com,03 - 61207740,
C.N. CHEMICALS SDN BHD,"121, JALAN SS25/2 TAMAN MEWAH PETALING JAYA 47301 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31086&sid=48337988DAD9585E5ED967C9D1845443,lmsiw@my.megachem.com,03 - 78030795,
EVOLUSI TANI SDN BHD,"55A, JALAN 8/1 SECTION 8 BANDAR BARU BANGI 43650 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14910&sid=70A4AD70817CB64C4EF2308F899FC847,koperasi_kitabhd@yahoo.com.my,019 - 4150325,
ASSAR AQUAQUEST SDN BHD,"LOT 357, SECTION 5, KTLD JALAN SATOK KUCHING 93400 SARAWAK",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34022&sid=1C4A352CD0B8BA7A2933A7A98F374B8C,raymond@assar.com.my,082 - 231085,
LAY HONG BERHAD,"39 & 41, JALAN 5, KAW 16 TAMAN INTAN, KLANG  41300 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15252&sid=F5733C5FE829C9F68ACC459778685406,chyap@layhong.com.my,03 - 33434888,
TITI ECO ORGANIC FOOD INDUSTRY SDN BHD,"3A06-3A07, PLAZA SERI SETIA 1, JALAN SS9/2 PETALING JAYA 47300 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34196&sid=2DB566727DB0B8A9F0F526BD7779F58E,titieco@tm.net.my,03 - 78748122,
MERCU CITA MANUFACTURING SDN BHD,"8, TP 7/5 SIME UEP INDUSTRIAL PARK SHAH ALAM 40400 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9490&sid=B69D8540AAC24F8B028B4191F3B05104,g2279373@yahoo.com,03 - 51917403,
WESTIN GLOBAL MARKETING,"LOT B4.08, 4TH FLOOR PLAZA SG MAS, 5TH MILE JALAN IPOH 51200 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34124&sid=A7F429B3BD781A31E23A71E0253618E5,wan.choon@yahoo.com,03 - 62535300,
ORGANIC FRUITS PLANTATION SDN BHD,"69, JALAN INDUSTRI BERINGIN TAMAN PERINDUSTRIAN BERINGIN JURU, BKT MERTAJAM 14000 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14817&sid=2468D06A060BDAED8B8903EC1264BC2F,jckoay@tm.net.my,04 - 5071197,
ALBATROSS EXIM (M) SDN BHD,"11, JALAN SC 3 PUSAT PERINDUSTRIAN SUNGAI CHUA KAJANG 43000 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5397&sid=7207276131D5D8BD8270E222871A0D28,atexim@tm.net.my,03 - 87394708,
ZEUS CORPORATION SDN BHD,"UNIT 3A-3, 3RD MILE SQUARE 151 JALAN KLANG LAMA, 31/2 MILE 59200 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15085&sid=EE2FF5EC79F41657BC068E7CE1B8F77B,nathan@zeus.com.my,03 - 79825571,
TEKNO PRODUKTIF ENTERPRISE SDN BHD,"139-1, JALAN TAMAN COMMERCIAL SENAWANG 1, TAMAN COMMERCIAL SENAWANG, SEREMBAN 70450 NEGERI SEMBILAN",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9036&sid=38292CFB7D535D89AA2DC928D2CC57E7,ali_roslan@yahoo.com,06 - 6777378,
CROSBORDER ACCESS (M) SDN BHD,"10-4-1, JALAN CENDERAWASIH LARKIN JAYA JOHOR BAHRU 80350 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35489&sid=BF2DB56919B6A72F5AD9465361B36C48,syedsmaith@crossborderaccess.com.my,07 - 2347876,
TAS TRADING CO,"4750F, JALAN BAYAM LAMA KOTA BHARU  15200 KELANTAN",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11217&sid=3F2DBB71008A1BC20A345F54FBE8B56F,tastrade@tm.net.my,019 - 9219166,
PERSIA GENERAL TRADING SDN BHD,"13, GROUND FLOOR, BLOCK 1, WORLDWIDE BUSINESS PARK JALAN TINJU 13/50, SECTION 13, SHAH ALAM 40675 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13624&sid=BC0B64A309E7925B2CBFF8938562F99D,persiaco@streamyx.com,03 - 55119788,
KARUN KLASIK SDN BHD,"LOT 3797, KG ASSAM JAWA MUKIM API-API, BKT ROTAN KUALA SELANGOR 45700 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12057&sid=14304397E0CB7845D069743033A72D52,jwaquaculture@yahoo.com,03 - 32813282,
COSTLINE ENGINEERING SERVICES SND BHD,1335-A JLN. DATO LUNDANG  15200 KELANTAN,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104000&sid=2BAE2631592EECC75E467A461B53F4D6,costline99@yahoo.com,09 - 7477226,
HERITAGE BAY DEVELOPMENT SDN BHD,"2-3-42, WISMA RAMPAI JALAN 34/26, TAMAN SRI  RAMPAI SETAPAK 53300 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7967&sid=A1C0301AF9E13CDFB183D49923416DAD,heritage_bay@yahoo.com,03 - 41420126,
DMS FOOD INDUSTRIES SDN BHD,"38A, JALAN CANTIK 4 TAMAN PELANGI INDAH ULU TIRAM 81800 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8430&sid=F36B3A57AAC0511F624C2EA4D4C1CD11,yatijaffar@dmultiserve.com,07 - 8635335,
LADANGKU MAJU SDN BHD,23-2 JALAN ELEKTRON U16/G DENAI ALAM  40150 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92081&sid=78A8526B83A7FA70F32754919F2612BF,Hello@ladangku.my,19 - 3136895,
EZT ADVISORY SERVICES SDN BHD,"J-1-10, PUSAT PERDAGANGAN KUCHAI, NO.2, JALAN 1/127, OFF JALAN KUCHAI LAMA 58200 KUALA LUMPUR 58200 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94508&sid=70549321C10AC44853FB631436C0EBCC,LINGBNG.EZT@GMAIL.COM,03 - 79825852,
CMP GLOBAL VENTURES SDN BHD,"NO. 23-1, JALAN PJU 1A/20A, ARA DAMANSARA, SELANGOR 47301 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92195&sid=0CED52A67F441656D0F35C21F62B2B23,cmpgventures@gmail.com,3 - 78326262,
AGARGREEN SDN BHD,"3A-2-1 JALAN MEDAN PUSAT BANDAR  4A, SEKSYEN 9 BANDAR BARU BANGI, SELANGOR,   43650 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98232&sid=D12E849DDFD421F6C9A71AE3DAB794F6,info@agargreen.com,3 - 89121629,
BERKAT TUAH FOODSTUFF SDN BHD,"LOT 352, PUSAT PEMBANGUNAN TEKNOLOGI PRODUK, JABATAN PERIKANAN, BATU BERENDAM  75350 MELAKA",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92638&sid=DE43C35E88404084706515AA3FD4DD70,berkattuahfoodstuff@gmail.com,06 - 3170961,
PROZYME BIO INDUSTRY SDN BHD,"25, LORONG SERUNAI JAWI LIGHT INDUSTRIAL PARK SG BAKAP 14200 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37313&sid=3750232F086B53EB66CAE829F1191296,prozyme@streamyx.com,04 - 5827228,
SW FOODS INTERNATIONAL (M) SDN BHD,"450, 1ST FLOOR JALAN RAJA ALOR STAR 05000 KEDAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12534&sid=7C410467F1F1D65664139C7DEF5822E8,info@malaysiarice.com,04 - 7355620,
PRIMA GREENWORLD SDN BHD,"17B, JALAN SG 3/17 TAMAN SRI GOMBAK  68100 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15093&sid=C8A66115BBC54BC698F07EFAE1ADEB72,primagreen@gmail.com,03 - 61898675,
CHENG POH INTERNATIONAL TRADING SDN BHD,"BANGUNAN SSA 9, JALAN BANGSAR UTAMA 3 BANGSAR UTAMA 59000 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=32208&sid=EA37F0D2FE0B9DACE9C02BF0FD8E3DA6,vincent.cph@gmail.com,03 - 22829909,
TOMATO ASIA CORPORATION SDN BHD,"12, JALAN PERINDUSTRIAN USJ1/14 TAMAN PERINDUSTRIAN USJ1 SUBANG JAYA 47610 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9739&sid=2F52AE925094F63969F7D0C6E9ABF137,dunstan@consultant.com,03 - 80230013,
SUNBERRY SDN BHD,"19, JALAN PJS 1/21A TAMAN MAJU JAYA PETALING UTAMA 46150 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34091&sid=40F4EA229AF5096750DED453DC460697,sunberry_fruit@yahoo.co.uk,03 - 77820229,
OCEAN MANTIS TRADING,"72, JALAN LEMBANGAN 8/20 SECTION 8, SHAH ALAM  40000 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37036&sid=DCD35F24FE605AA38B58504EA6159615,omtchong@gmail.com,03 - 55118169,
MYHARDWARE TRADING,"29, JALAN KUBAH, U8/64 BUKIT JELUTONG SHAH ALAM 40150 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37422&sid=78076DBEBEA1E45D4F973D4F6DEBEB1F,aqlima75@yahoo.com.my,03 - 78451155,
RICH SOURCE ENTERPRISE,"1515, JALAN JIRAN 9 TMN GEMBIRA  58200 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37006&sid=8744FE0540763027FED35ED2D62FE137,teckertan@yahoo.com,012 - 3090601,
PKPS AGRO INDUSTRIES SDN BHD,"KOMPLEKS PASAR BORONG SELANGOR LOT 49053, KM 10, JALAN PUTRA PERMAI SERI KEMBANGAN 43300 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5367&sid=A00C73F4A5493DA784FD8D8FB7060F1E,adiwira@pkpsagro.com,03 - 89428359,
JAINI RESOURCES & DEVELOPMENT SDN BHD,PETI SURAT BIL 20173 LUYANG  88758 SABAH,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37578&sid=B79F326B900DFA7E189053A77E398CA5,jaimin_samitah@yahoo.com.my,088 - 879677,
D.B.E POULTRY SDN BHD,"PLOT 137 & 138 KAW PERINDUSTRIAN PELABUHAN LUMUT KG ACHEH, SITIAWAN 32000 PERAK",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12849&sid=C07624D23FA25066B8AE3973B971DEFA,pierre@dbegurney.com,05 - 6922822,
ZUBIR FOOD SDN BHD,"14, JALAN LAMPAM 41 TANJUNG PUTERI RESORTS PASIR GUDANG 81700 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37631&sid=72F2F0D11FB21740D68EE846850A973B,zubr9994@yahoo.com,07 - 2522976,
ACE EDIBLE OIL INDUSTRIES SDN BHD,"B-1-32 BLOCK B MERCHANT SQUARE@TROPICANA 1, JALAN TROPICANA SELATAN 1 PJU 3 PETALING JAYA 47410 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35940&sid=2DC6C06BBD1B01F87C24D5AFED170B06,raymondkua@greenoceancorp.com,03 - 78850688,
CHAI SENG AQUARIUM SDN BHD,"83,JALAN LOBAK TMN SRI LALANG KOTA TINGGI 81900 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5996&sid=56C16987ACF00AE9753FBC7A1BAEF6D7,csaqua@tm.net.my,07 - 8838688,
MELLOW COMMODITIES SDN BHD,BLOCK L UNIT 8-1A 2 JALAN SOLARIS SOLARIS MONT KIARA 50480 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8587&sid=3EDF224A8E00ACF8258A432EBDE8FF5D,mellow@mellow.my,03 - 62030809,
THE MITOMASA SDN BHD,"13-1, JALAN L J 3 TAMAN INDUSTRI LEMBAH JAYA AMPANG 68000 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41465&sid=C033848F6A2BC521F520A55CFA4EA8F7,liliya@mitomasa.com,03 - 42709501,
GLOBAL OCEAN SEAFOOD SDN BHD,"LOT 19, EOIZ PHASE 2 KOTA KINABALU INDUSTRIAL PARK JALAN SEPANGAR, KOTA KINABALU 88450 SABAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6683&sid=29D2E592F48A269A0BE2CEDC2FEE2CF0,cschu03@yahoo.com,088 - 493822,
KEMBANG SUBUR SDN BHD,"5, 2ND FLOOR, JALAN INDAH 2/7 TAMAN INDAH, 11 MILE CHERAS 43200 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35689&sid=7C36D2CCF8E661B7FB12A3970F977470,kembang_subur@yahoo.com.my,03 - 90765073,
MYLAND TRADING,55 JALAN DATO ABDUL HAMID 24 TAMAN SENTOSA KLANG 41200 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42336&sid=956F3A637A6DBF562FF2980831516F53,carmenhi@live.cn,03 - 51624997,
ARROW MULTIMODE SDN BHD,"A-3-35, IOI BOULEVARD JALAN KENARI 7 BANDAR PUCHONG JAYA 47170 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42423&sid=8ACE590568353EE368A53993D76041DE,arminarrow@gmail.com,03 - 80750577,
CHOBE MASTER SDN BHD,"PLOT 210B, JALAN PERINDUSTRIAN BKT MINYAK 6 KAW PERINDUSTRIAN BKT MINYAK, MUKIM 13 SEBERANG PERAI TENGAH 14000 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=30750&sid=FC5A4EF056B72D13BEEF3A68C15A4887,albeeheng@premiercereal.com.my,04 - 5016686,
INTER CONTINENTAL ENTERPRISE,B-12-6 MENARA PELANGI 8 LORONG ANG SENG 2 BRICKFIELDS 50470 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43080&sid=8716F4D3A6F3D239679C34C3C445996D,intercontinentalent@hotmail.com,03 - 22740955,
MURNI MARKETING SDN BHD,"LOT 1810, BANGUNAN KPKB JALAN BAYAN KOTA BHARU 15200 KELANTAN",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12992&sid=79E4AFF50E31A0C4CB840B6342183BF1,kpkb@streamyx.com,09 - 7461871,
RAMINA FOOD INDUSTRY,"42, JALAN INDUSTRI TAMAN MAS 4 TAMAN MAS PUCHONG 47100 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43158&sid=322024297B01D391942CD93EFAC0DDFA,raminafood@yahoo.com,03 - 80606670,
