FAILMSG,BIZADD,HREF,CONAME,DATE_SCRAPED,EMAIL,TEL
,"15, JALAN MUTIARA EMAS 5/16 TAMAN MOUNT AUSTIN JOHOR BAHRU 81100 JOHOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35733&sid=C7C6A12EC1BD88FBBBAF62873F357E66,ADMIRAL INDUSTRIES SDN BHD,'2017-08-02,admiral@pd.jaring.my,07 - 3575090
,"LOT 1608, RAWANG INTEGRATED INDUSTRIAL PARK JALAN BATANG BERJUNTAI RAWANG 48000 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3568&sid=F43F82777477DFEABECB24645959FBD9,CIENTEX GREAT WALL PLASTIC INDUSTRIES BHD,'2017-08-02,dannylee@cientex.com.my,03 - 60923333
,"33, JALAN KASUARINA 10/KS7 BANDAR BOTANIK KLANG 41200 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60127&sid=CE4C43217B377F59C6D828813C396FAB,IMPRESS PLASTIC SDN BHD,'2017-08-02,sales.impressplastic@gmail.com,03 - 33251121
,35 JALAN 2 KAW PERIND. BANDAR BARU SALAK TINGGI SEPANG 43900 SELANGOR,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15145&sid=B364C2A09CA81DB9CC94F5AF5D9E90A7,FINOPEOUS PACKAGING INDUSTRIES SDN BHD,'2017-08-02,richard@finopeous.com,03 - 87066288
,"LOT 23, JALAN DELIMA 1 /3, SUBANG HI-TECH INDUSTRIAL PARK, SHAH ALAM, 40000 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2792&sid=54A52314553A062EBED6B834858EF238,BRIGHT PACKAGING INDUSTRY BERHAD,'2017-08-02,jeff@brightpack.net,03 - 56351949
,"LOT 3304, 24 1/2 MILE JLN KULAI - AIR HITAM 81000, KULAI 81000 JOHOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12938&sid=D0314888EEED233DAC1DF0229D525F04,LEE SOON SENG PLASTIC INDUSTRIES SDN BHD,'2017-08-02,cltai@lsspi.com,07 - 6522288
,"114, JALAN USAHA 10 AYER KEROH INDUSTRIAL ESTATE  75450 MELAKA",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12994&sid=C3502C9CE97496F30E0BD48FDC88E6FD,STH WIRE INDUSTRY (M) SDN BHD,'2017-08-02,sthwireindustry@gmail.com,06 - 2315898
,"7, JALAN KILANG DATO ONN INDUSTRIAL ESTATE JOHOR BHARU 80350 JOHOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9118&sid=0FFB20C610DEE8D7CDA28E27D0388FFD,MAYA PLASTIC SENDIRIAN BERHAD,'2017-08-02,slchia@maya.com.my,07 - 2363808
,"35A,  JALAN SELAT SELATAN 5A OFF JALAN BANTING PANDAMARAN, PORT KLANG 42000 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10118&sid=3265D42C2854EC50B239C9D50E3AF898,TAIK SIN TIMBER INDUSTRY SDN BHD,'2017-08-02,taiksin@tm.net.my,03 - 31686842
,"LOT 3349, JALAN MERBAU, OFF JALAN KLANG PERDANA, 7 1/2 MILE, JALAN KAPAR KAPAR 42200 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11997&sid=33463B93591E28DD194B6D0531000CB7,KLANG HOCK PLASTIC INDUSTRIES SDN BHD,'2017-08-02,marketing@klanghock.com.my,03 - 32916333
,"LOT 8595, KG AIR HITAM 6 1/2 MILE, JLN LANGAT KLANG 41200 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3629&sid=05BF0F288C735D92B164C912C07CFEF3,PLASTIK V SDN BHD,'2017-08-02,hr@plastik-v.com,03 - 31221111
,"LOT 1769,  JALAN BELATI OFF JALAN KEMPAS LAMA,  TMN. PERINDUSTRIAN MAJU JAYA 81300 JOHOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5133&sid=B61680DB176634DABCF3A9ABDBEA73F1,LINOCRAFT PRINTERS SDN BHD,'2017-08-02,hr@linocraftprinter.com,07 - 5540090
,"NO 10, 12, 14 JALAN TAWAK 33/24 SEC 33 SHAH ALAM TECHNOLOGY PARK SHAH ALAM 40400 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4949&sid=F2F94F770ECF0AAEF20DB6F5454904EB,LENCANA INDUSTRIES SDN BHD,'2017-08-02,ahmadzaki@lencana.net.my,03 - 51229808
,"LOT 6, JLN WAWASAN 1 KAW PERINDUSTRIAN SUNGAI KAPAR INDAH 6TH MILE, JALAN KAPAR, KLANG 42200 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12145&sid=FF6549A0CE6DAF971605813DCDE736D7,CORLITE PACKAGING INDUSTRIES SDN BHD,'2017-08-02,corlite@hotmail.com,03 - 32904399
,LOT 1565 PIASAU INDUSTRIAL ESTATE MIRI 98000 SARAWAK,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104395&sid=AC4782C1170E573E3D723ADEF69A8B6B,YUSHAN CORPORATION SDN BHD,'2017-08-02,yushancorporation@gmail.com,085 - 652277
,"5, JALAN BP 4/8 BANDAR BUKITPUCHONG  47100 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83555&sid=573B4C98F0077B67F5D55597E169EB86,SUPER POLY INDUSTRIES (M) SDN BHD,'2017-08-02,superpoly99@yahoo.com,03 - 80613391
,"PLOT 135, JLN PERINDUSTRIAN BKT MINYAK 4 KAW PERINDUSTRIAN BKT MINYAK BKT MERTAJAM 14100 PULAU PINANG",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15091&sid=9CC154FBD42904C23DBA86D67E1AC07D,CLPG PACKAGING INDUSTRIES SDN BHD,'2017-08-02,wktan@clpg.com.my,04 - 5010202
,"LOT 7, JALAN SATU KAWASAN PERUSAHAAN CHERAS JAYA OFF JALAN BALAKONG 43200 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65824&sid=0C50E2D76A1444E036F5BA45A3D7BBDF,EASTSUN SUPERIOR PRINT (M) SDN BHD,'2017-08-02,peggy@eastsun.com.my,03 - 90747277
,"8 & 10, JALAN PUTRA PERDANA 2/3 TAMAN PUTRA PERDANA PUCHONG 47100 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=66116&sid=CB5D5BDFA4500CEDD2DC9D423065C372,THE BOX SHOP SDN BHD,'2017-08-02,edgar@theboxshop.com.my,03 - 83195992
,"FACTORY E, LOT 6517, SG PULUH ESTATE 5TH MILE, JALAN KAPAR KLANG 41400 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5150&sid=819EE67A2767665294628CB4A3A42196,ADVANCE CYCLE RESOURCES (M) SDN BHD,'2017-08-02,sales@jawind.com.my,03 - 32904630
,"LOT 29, JALAN LADA HITAM 16/12 SEKSYEN 16, SHAH ALAM  40000 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10122&sid=7106B80C59B8B581B1D16200E812CCC8,PS POLY PLASTIC (M) SDN BHD,'2017-08-02,info@pspoly.com.my,03 - 55195700
,LOT 6065 JALAN HAJI ABDUL MANAN BATU 51/2 JALAN MERU KLANG 41050 SELANGOR,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65465&sid=C5DE0CA119BAE8E9F9CD8495F8000EAD,PC ADVANCED COMPOSITE SDN BHD,'2017-08-02,yccho@plascentre.com,03 - 33923888
,"31A ,JALAN E1/3 KAW PERUSAHAAN TAMAN EHSAN KEPONG 52100 KUALA LUMPUR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4474&sid=11723B8AFFBBC44CC8B1AF25E549E079,S.E.PRINTING (M) SDN BHD,'2017-08-02,jcgoh@seprinting.com.my,03 - 62766366
,"29 JALAN ANGGERIK MOKARA 31/47 KOTA KEMUNING SEKSYEN 31, SHAH ALAM 40460 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5337&sid=25686641A7F5BC7AE0BB0B9E3AD4A5B4,MEGA FORTRIS (MALAYSIA) SDN BHD,'2017-08-02,adrian.ng@megafortris.com,03 - 51226118
,"2A, JALAN BS7/16 BUKIT SERDANG INDUSTRIAL PARK SERI KEMBANGAN 43300 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3187&sid=56EFBD86138B30EB93E9E14C5BE51B6F,CONSTERN MANUFACTURING SDN BHD,'2017-08-02,constern@streamyx.com,03 - 89453392
,"174, JALAN 5 KAW PERINDUSTRIAN OLAK LEMPIT BANTING 42700 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34564&sid=A4E81AB98476F1B5F795F199FDEBF60E,MEDIACE SDN BHD,'2017-08-02,seynetee@gmail.com,03 - 31493881
,"9, JALAN SR 3/7 TAMAN SERDANG RAYA SECTION 3, SERI KEMBANGAN 43300 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57875&sid=27A9271A17491FE5A6898AB305958DB2,KUAN PRESS SDN BHD,'2017-08-02,kelvin@kuanpress.com.my,03 - 89485559
,"433, JALAN PERUSAHAAN RINGAN OFF JALAN GENTING KELANG SETAPAK 53200 KUALA LUMPUR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58374&sid=0BECC1161E3032FDD7EAC2F92956AAA4,JAI HEE POLYMER SDN BHD,'2017-08-02,jhp.tslim@gmail.com,03 - 40234994
,"10 JALAN TU 52 KAW. PERINDUSTRIAN TASIK UTAMA,AYER KEROH   75450 MELAKA",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6580&sid=9865B1702DCF17090C37B7B1A9B9DE2F,MMI PACKAGING SDN BHD,'2017-08-02,swee.wang@yahoo.com,06 - 2519933
,"PLO 97,98 & 99 JALAN CYBER 5 SENAI INDUSTRIAL ESTATE PHASE 3 SENAI 81400 JOHOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12733&sid=B38F57514AECEB9E9F6041BF3E7CA6DE,BRANDPAK INDUSTRIES SDN BHD,'2017-08-02,enquiry@centurybond.com,07 - 5981185
,"LOT 7A, JALAN BUNGA TANJUNG 1/2 SENAWANG INDUSTRIAL PARK SEREMBAN 70450 NEGERI SEMBILAN",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13113&sid=D855421B5611691C9B4D4F02EE38332C,ECOBUILT PACKAGING (M) SDN BHD,'2017-08-02,amir@ecopackinternational.com,06 - 6798898
,"LOT 106, JALAN PERMATA 1 ARAB MALAYSIAN INDUSTRIAL PARK NILAI 71800 NEGERI SEMBILAN",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9866&sid=4BA5E1D824FD082CF3EA8BCD55CB41CE,KJM ALUMINIUM CAN SDN BHD,'2017-08-02,soma@kianjoocan.com.my,06 - 7998899
,"43, JALAN KUBAH U8/62 BUKIT JELUTONG  40150 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60425&sid=F18A018E0040BB8FF0331DF9331349D5,WORLDWIDE CONSULTANCY SERVICES,'2017-08-02,anusha_m_au@yahoo.com.au,03 - 78469008
,"LOT 109, JALAN PERMATA ARAB-MALAYSIAN INDUSTRIAL PARK NILAI 71800 NEGERI SEMBILAN",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11344&sid=2437415E52FB742EB1CFE518536C6CE3,WEIDA INTEGRATED INDUSTRIES SDN BHD,'2017-08-02,wiin@weida.com.my,06 - 7990990
,"LOT 24, JALAN RP3 RAWANG PERDANA INDUSTRIAL ESTATE RAWANG 48000 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11869&sid=A1465872E41B20E8CD0714DCC89CE3D2,THUMBPRINTS UTD. SDN BHD,'2017-08-02,twf@thumbprints.com.my,03 - 60929809
,"LOT 2, JALAN USAHAWAN 5 SETAPAK INDUSTRIAL AREA OFF JALAN GENTING KELANG 53300 KUALA LUMPUR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10664&sid=E90969B5BE2B74A0F85D19C997A4C7C7,CFM PRINTING & STATIONERY SDN BHD,'2017-08-02,dinmusa@cfm.com.my,03 - 40231066
,"LOT 189, 4THFLOOR PUTERI PARK PLAZA 28, TAMAN PUTRA AMPANG 68000 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36473&sid=0B522C4BFCE253B290616490E905AA8E,E-PAK ENTERPRISE,'2017-08-02,petrotimur@yahoo.com,03 - 42911035
,"24, JALAN PBS 14/6 TAMAN PERINDUSTRIAN BUKIT SERDANG SERI KEMBANGAN 43300 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60483&sid=F9138CB03569725F78E8B62C8B120E5F,UNIQUELINK DOT PRINT SDN BHD,'2017-08-02,uniquelink@uniquelinksb.com,03 - 89415530
,LOT 44 KAW PERINDUSTRIAN SG SIPUT UTARA 31100 PERAK,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6070&sid=0BF5E97842571CF2A08EB73774880D73,SYARIKAT HUP RATE,'2017-08-02,loong_francis@yahoo.com,05 - 5981960
,"PLOT 541, LORONG PERUSAHAAN BARU DUA PRAI INDUSTRIAL PARK PRAI 13600 PULAU PINANG",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10081&sid=2911A6BC4C7F4ABCC4B2F322AB627EF5,SOUTH ISLAND PLASTICS SDN BHD,'2017-08-02,enquiry_pg@siplas.com,04 - 3992988
,"1, JALAN SERULING 57, KAW 3 TMN KLANG JAYA INDUSTRIAL AREA KLANG 41200 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11575&sid=BACF6B3BF8E2620D0D80DB35F6D8F958,SEKOPLAS INDUSTRIES SDN BHD,'2017-08-02,sales@sekoplas.com.my,03 - 33231101
,"NO 3, PERSIARAN PERINDUSTRIAN KANTHAN 6 KAWASAN PERINDUSTRIAN KANTHAN CHEMOR 31200 PERAK",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3374&sid=CE5258A9EBEFABA0952F355DAD1B1D7E,NORDENIA MALAYSIA SDN BHD,'2017-08-02,kenny.pan@nordenia.com,05 - 2011661 / 012- 51200
,"26, JALAN PJU 3/47 PJU 3, SUNWAY DAMANSARA PETALING JAYA 47810 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2934&sid=3F413817EF020FF81EC3307B6A1D9B4F,THERMARITE (MALAYSIA) SDN BHD,'2017-08-02,trite@pd.jaring.my,03 - 78808639
,"LOT 4912 JALAN TERATAI 5 1/2 MILE OFF JALAN MERU, KLANG 41050 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10405&sid=1D724FA92FD881035F6A3E9C2D9C9E48,SOLID HORIZON SDN BHD,'2017-08-02,solid@solidhorizon.com,03 - 33924848
,LOT 11008 HALA PERUSAHAAN MENGLEMBU 6 IPOH 31450 PERAK,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9127&sid=97A49B8B71519A30581C2F95FDB26A1A,TAN KOR SENG & SONS RUBBER WORKS SDN BHD,'2017-08-02,tkss@tm.net.my,05 - 2821127
,"18A-22A, JALAN LAZAT 2 HAPPY GARDEN  58200 KUALA LUMPUR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8345&sid=95B36357882418AD6DCA562E98AF8F1E,AXISJAYA SDN BHD,'2017-08-02,axisjaya@yahoo.com.sg,03 - 79824680
,LOT 1020 (PT 715) JALAN SERI EMAS 48 KAW PERINDUSTRIAN TELUK EMAS 75460 MELAKA,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7135&sid=3467503B4F8AE903DB0ECFBAB66B59E8,MEGA PRINTING & PACKAGING SDN BHD,'2017-08-02,tonylow@megaprinting.net,06 - 2617108
,LOT 9063 JALAN UDANG GANTUNG TELOK GONG PORT KLANG 42000 SELANGOR,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13196&sid=0CE72BF70081C1D53C88E2686D46B694,MUHIBBAH ENTERPRISE (PORT KLANG) SDN BHD,'2017-08-02,ken68sth@yahoo.com.my,03 - 31341241
,"391, JALAN TASEK SIMPANG AMPAT SEBERANG PERAI SELATAN 14120 PULAU PINANG",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5961&sid=AB51B1C0D83D285A0367AA0C4A232431,MUDA PAPER MILLS SDN BHD,'2017-08-02,arnoldkws@mpmsb.com,04 - 5887335
,JALAN UTAS 15/7 SHAH ALAM  4000 SELANGOR,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2531&sid=63E3A16A01F29A248CA9A1D1C9AAE0D5,WOVENTEX SDN BHD,'2017-08-02,johnny@scientex.com.my,06 - 3514732
,"3&7, JALAN GANGSA SD5/3B, BANDAR SRI DAMANSARA, KEPONG   52200 KUALA LUMPUR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92145&sid=7F1EF93B39E113094295126A4F8FB8E8,PUMKIN GROUP SDN BHD,'2017-08-02,sales@pumkin.com.my,03 - 67316525
,"NO.10, JALAN ALFA IMPIAN 1, TAMAN ALFA IMPIAN, BALAKONG SERI KEMBANGAN 43300 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93201&sid=2D1A60101C89C88694EF89A072F84219,POLYMART PACKAGING SDN BHD,'2017-08-02,alan@polymart.com.my,03 - 89559606
,"B6, JALAN PRIMA DUA TAMAN RASA SAYANG PRIMA KAJANG 43200 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12577&sid=B5F5D78FBB6EBA95A4FD0C2833E57427,FOCUSPRINT SDN BHD,'2017-08-02,info@focusprint.info,03 - 90748055
,"1403, LORONG BAKAU 4, KAW PERUSAHAAN PERABOT SG BAONG, MUKIM 4 SEBERANG PERAI SELATAN 14200 PULAU PINANG",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14988&sid=BB8D37319043C3864BF789B7078FE034,BEJAY PRESSWOOD SDN BHD,'2017-08-02,engleng.ooi@berjayapak.com,04 - 5829980
,"2, JALAN BISTARI 3 TAMAN INDUSTRI JAYA SKUDAI 81300 JOHOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15604&sid=660FAC6CF19DF28775C7A799D012653E,YEKA PLASTIC INDUSTRIES SDN BHD,'2017-08-02,sales@yeka.com.my,07 - 5124988
,"16 B, JALAN BATU UNJUR 1 TAMAN BAYU PERDANA KLANG 41200 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9720&sid=1D0E9A6B97D830CFBE174325736B1788,FUTURE NETWORK SERVICES (M) SDN BHD,'2017-08-02,fnsmsb1@streamyx.com,03 - 33248906
,"7-19, LORONG PERUSAHAAN SG LOKAN 2/2 KG TELOK, SG DUA BUTTERWORTH 13800 PULAU PINANG",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31094&sid=140E2864110490E4BDAABE3044E6CE0C,CONVOMATIC SDN BHD,'2017-08-02,kam@convomatic.com,04 - 3567654
,"LOT 22225, 7TH MILE JALAN BKT KEMUNING SECTION 32, SHAH ALAM 40460 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9015&sid=6AE6A55E00DC78E2FE771682E1B80089,SNC CONSOLIDATED SDN BHD(FORMERLY KNOWN AS SNC CONSOLIDATED BERHAD),'2017-08-02,peggylim@snc.com.my,03 - 51229898
,"22 & 24, JALAN SG KERAMAT 2 TAMAN KLANG UTAMA KLANG 42100 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35455&sid=65955A407C259512D8519E08CFFDD2DD,TOLI PACKAGING INDUSTRIES SDN BHD,'2017-08-02,kktee@tolipackaging.com,03 - 32902166
,"1, JALAN PANDAN INDAH 6/1 PANDAN INDAH  55100 KUALA LUMPUR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11281&sid=5583CA2B70D578F96D361D5F5EC3EA49,LB TECHNOLOGY SDN BHD,'2017-08-02,lbtech@tm.net.my,03 - 42978420
,"25, LORONG JALA 14/KS 10 TELOK GONG PORT KLANG 42000 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14660&sid=7A3124C8440FEC0F47D17D46FB51E576,OCMERIT INDUSTRY SDN BHD,'2017-08-02,sales@ocmeritplastic.com,03 - 31341633
,"1328,  JALAN SUNGAI BAONG FURNITURE INDUSTRIAL ESTATE SUNGAI BAKAP 14200 PULAU PINANG",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11785&sid=0D71B0646A0ACE2A920695C0057BEF54,BERJAYAPAK SDN BHD,'2017-08-02,eric.ong@berjayapak.com,04 - 5829980
,"16, JALAN PERINDUSTRIAN BALAKONG JAYA 2/2 TAMAN PERINDUSTRIAN BALAKONG JAYA 2 BALAKONG, SERI KEMBANGAN 43300 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34096&sid=8A1CED1377A7396FB7F0D3F0662466D7,DE FRAZER INDUSTRIES SDN BHD,'2017-08-02,defrazer@yahoo.com,03 - 89411636
,"LOT 805, 1 3/4 MILE, JALAN BANGI SEMENYIH  43500 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11675&sid=AE92028C4611EAEEB0B4149C73F29D54,AMBER PLASTIC SDN BHD,'2017-08-02,amberplastic805@gmail.com,03 - 87230728
,"38-2, JALAN USJ 1/1C REGALIA BUSINESS CENTRE SUBANG JAYA 47620 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6961&sid=E0FB34F84C3A0D23D906C50612460E49,IAT CORPORATION (M) SDN BHD,'2017-08-02,info@iatcorporation.com,03 - 80247239
,"48, JALAN TPJ 10 TMN PERINDUSTRIAN JAYA SUBANG 47200 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5777&sid=082E0E185183709D2D6C891252024505,VCI TECHNOLOGY (MALAYSIA) SDN BHD,'2017-08-02,vci2000@pd.jaring.my,03 - 78450448
,"SUITE 11-03, 11TH FLOOR BLOCK  A, DAMANSARA INTAN 1, JALAN SS 20/27 47400 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7064&sid=D64976DE45388F49F93A6CA544CA4901,ECOLOGICO PACKAGING SDN BHD,'2017-08-02,ecopak@tm.net.my,03 - 71188668
,"22 & 24, JALAN SG KERAMAT 2 TAMAN KLANG UTAMA KLANG 42100 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35452&sid=2A9C1CC347C3FA1104E874C4446018E2,TOLI PACKAGING SDN BHD,'2017-08-02,kktee@tolipackaging.com,03 - 32902166
,"14/16,  JALAN INDUSTRI CHEROK TOKUN TAMAN INDUSTRI CHEROK TOKUN BKT MERTAJAM 14000 PULAU PINANG",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11519&sid=A3DB51B11BF464340EFA3F1FA8EDDD8D,ZEPHYR (PENANG) SDN BHD,'2017-08-02,info@zephyr.com.my,04 - 5515855
,"2, JALAN BERJAYA 8 KAW PERINDUSTRIAN BERJAYA KEMPAS, JOHOR BAHRU 81300 JOHOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33325&sid=95DEEC8070126C1D0CCB710908BEEC69,HI-Q PLASTIC INDUSTRIES SDN BHD,'2017-08-02,hiq@hiqplastic.com,07 - 5569998
,"6A, LEVEL 6, WISMA YPR LORONG KAPAR OFF JALAN SYED PUTRA  58000 KUALA LUMPUR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35570&sid=D139D554DABF1FB8A9C3474BB680091D,GREENWORLD BIOTECH SDN BHD,'2017-08-02,greenworldbiotech@gmail.com,03 - 22605311
,"1, JALAN TASIK INDAH 1 TAMAN TASIK INDAH 5 MILE, JALAN IPOH 51200 KUALA LUMPUR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12495&sid=B1388900921E5B39B7E90EA7195B198F,S.H.L. TIMWOOD ENTERPRISE,'2017-08-02,enquiry@shltimwood.com.my,03 - 61866328
,"80, JALAN PAHANG   53000 KUALA LUMPUR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7618&sid=DE385C3F6DB648483E0898779B102847,SEE HAU GLOBAL SDN BHD,'2017-08-02,seehau@intraco.com.my,03 - 40421355
,"223, JALAN PERKASA 1 TAMAN MALURI, CHERAS  55100 KUALA LUMPUR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7659&sid=61DEF8EB3F9EDBC0B05C994F1361E692,ART CRAFT COMMUNICATION SDN BHD,'2017-08-02,marketing@artcraft.com.my,03 - 92832173
,"44, JALAN SELAT SELATAN 1 PORT KLANG  42000 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7297&sid=A34CB0B5BEC9680DF7CD576C94797433,ALMS FOOD INDUSTRIES SDN BHD,'2017-08-02,sw101@tm.net.my,03 - 31689978
,"18, JALAN 6/118C DESA TUN RAZAK CHERAS 56000 KUALA LUMPUR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7121&sid=AD07CE768F40590689245830E3B96779,HIMPUNAN PASIFIK SDN BHD,'2017-08-02,hpsbpack@yahoo.com,03 - 91718778
,"77, JALAN IKS MJ 6 KAW PERINDUSTRIAN MALIM JAYA MALIM JAYA 75250 MELAKA",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6858&sid=6E23267E454EC34383154B84174098D4,HEXACHASE CORPORATION SDN BHD,'2017-08-02,danny.yeo@hexachase.com,06 - 3357461
,"8, JALAN PALA 8 KAW INDUSTRI PERMATANG TINGGI BKT MERTAJAM 14000 PULAU PINANG",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14217&sid=9B967BEBFDD04AAB88649D95CD1C2E29,ADVANCEGATE PLASTIC INDUSTRIES SDN BHD,'2017-08-02,advgate@streamyx.com,04 - 5872151
,"30 & 32, JALAN JELAPANG MAJU 4 KAW PERINDUSTRIAN RINGAN JELAPANG MAJU IPOH 30020 PERAK",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9987&sid=15436B77D8821FFA0C3310A40895F9B3,FRESH PP FILING PRODUCT INDUSTRY,'2017-08-02,freshpp@streamyx.com,05 - 5261038
