HREF,TEL,DATE_SCRAPED,CONAME,BIZADD,FAILMSG,EMAIL
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98311&sid=6F201A24A8E9C04A21CFD1BE1505D6DC,086 - 311110,'2017-08-02,GREEN PELLET (SARAWAK) SDN BHD,PLOT 7 BLOCK 817 KEMENA LAND DISTRICT JEPAK INDUSTRIAL ESTATE BINTULU 97000 SARAWAK,,jerome.ngieng@greenpellet.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98567&sid=40C14181127C4B1D8FBA0E36DB33BF76,05 - 3236878,'2017-08-02,MSA INTERNATIONAL SDN BHD,NO .24 LALUAN INDUSTRI LAHAT 3 KAWASAN PERINDUSTRIAN RIMA LAHAT 31500 PERAK,,admin@msaisb.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11145&sid=8792FDF93C0D07E8CF4F75BBA3C69A59,03 - 31493170,'2017-08-02,FURNDOR SDN BHD,"LOT 2362, 37 1/2 MILE BKT CHANGGANG, KUALA LANGAT BANTING 42700 SELANGOR",,export@furndor.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13062&sid=1734F3F3E0B71BF9446E3E7C00D03EA5,06 - 7999830,'2017-08-02,KEKWA INDAH SDN BHD,"LOT 159 (PT 3827) & 160 (PT 3826) JALAN NILAI 7/9 KAW PERINDUSTRIAN NILAI 7, NILAI 71800 NEGERI SEMBILAN",,kisb@kekwaindah.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12860&sid=F595AAE05CD7458286697433028FC684,05 - 5338000,'2017-08-02,T-PRIN PANEL SDN BHD,"LOT 41302 JALAN BERCHAM TANJUNG RAMBUTAN, IPOH 31250 PERAK",,teohsg@tprint.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4477&sid=7EE1C4AC95700FCB161BD44E8B678BD0,06 - 7993000,'2017-08-02,DONGWHA FIBREBOARD SDN BHD,"LOT 3726 & 3728, KAW PERINDUSTRIAN NILAI MUKIM SETUL DAERAH SEREMBAN NILAI 71800 NEGERI SEMBILAN",,marketing_centre@dongwha-mh.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4196&sid=14F16A0080D9DB9CD587A94F154D3EB2,03 - 78777686,'2017-08-02,EZ LUMBER (M) SDN BHD,"SUITE 527, BLOCK B2, 5TH FLOOR LEISURE COMMERCE SQUARE (BALI) NO. 9, JALAN PJS 8/9, PETALING JAYA 46150 SELANGOR",,ez@ezlumber.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94351&sid=71BCC9BBE27ADB6EB123E115ACDE6B73,085 - 653180,'2017-08-02,AMHOME SDN. BHD.,LOT 10377 BLK 5 KUALA BARAM LAND DISTRICT C.D.T 252 MIRI 98009 SARAWAK,,kelly.amhome@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98959&sid=5DCD41FE7266ABC4541CA013C654184A,04 - 5986886,'2017-08-02,I.K. PANEL (M) SDN. BHD.,2627 MK 11 JALAN CHANGKAT NIBONG TEBAL S.P(S) 14300 PULAU PINANG,,info@ikpanel.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15926&sid=DA18804BA98D1368E3AC03FC55546379,089 - 229225,'2017-08-02,TIMPALCO CORPORATON SDN BHD,"1ST FLOOR, LOT 29, BLOCK C BANDAR TYNG, 5TH MILE JALAN UTARA, SANDAKAN 90000 SABAH",,thomaschu159a@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9265&sid=030795A74B4F36ED7ABF0AD4BCCAE723,04 - 4163366,'2017-08-02,DOUBLE LAND (M) SDN BHD,"PLOT 7, JALAN BALING KG BATU LIMA KUALA KETIL 09300 KEDAH",,dbland1998k@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64018&sid=EED896F0BE37CA4E8EC0FC65316B2968,07 - 6867077,'2017-08-02,MASMOTO SDN BHD,LOT 3054 LORONG HAJI KHAIRUDDIN BELAKANG TAMAN RAMBAH PONTIAN 82000 JOHOR,,masmotosb@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11415&sid=6954510F66E97EA33CE523772F95605B,05 - 8477100,'2017-08-02,MALAYSIAN MOKUTAN & TRADING SDN BHD,"LOT 111, KM 5 1/4 JALAN SIMPANG SIMPANG, TAIPING 34700 PERAK",,mokutan@mokutan.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56487&sid=B312CD4AA62598FF635C3FEDF3D3DEB0,03 - 60383987,'2017-08-02,HENGWOOD SDN BHD,"8, JALAN TIAJ 2/1 TAMAN INDUSTRI ALAM JAYA BANDAR PUNCAK ALAM 42300 SELANGOR",,zzwei@hengwood.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14463&sid=5C9EF1EF07C3C65D1A8140C6FB54BC12,03 - 62754786,'2017-08-02,HIFASH ALLIN ENTERPRISE,"5, JALAN DAYA 14 TAMAN DAYA KEPONG 52100 KUALA LUMPUR",,jalil0786@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43958&sid=AE14AC06218EC2D3F4F82A84DDAA244F,012 - 2323294,'2017-08-02,DIAMOND DELUXE OFFICE SYSTEM SDN BHD,"3B-04-12, BLOCK B, D'PALMA APARTMENT JALAN WAWASAN 4/12, PUSAT BANDAR PUCHONG 47100 PUCHONG,SELANGOR. 47100 SELANGOR",,deluxe_diamond09@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12902&sid=4CADF260DAF335F12D4A7D1EECADC061,084 - 213255,'2017-08-02,JAYA TIASA HOLDINGS BERHAD,"1-9, PUSAT SURIA PERMATA LORONG UPPER LANANG 10A SIBU 96000 SARAWAK",,inquiry@jayatiasa.net
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3588&sid=A250F1BC4158DFE27813C76F53E9C66E,082 - 433001,'2017-08-02,GOLDEN HILL FOREST SDN BHD(FORMERLY KNOWN AS GOLDEN HILL TIMBER SDN BHD),"LOT 1043, BLOCK 7 DEMAK LAUT INDUSTRIAL PARK KUCHING 93050 SARAWAK",,enquirries@goldenhill.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65961&sid=B2D5EAC54D74183EA78EEEE4489C9583,06 - 9511898,'2017-08-02,SPRING HOME SDN BHD,"1146, JALAN SRI SETONGKAT OFF JALAN BAKARIAH   84000 JOHOR",,sales@thsglobal.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43719&sid=CC2806F7D635ED5E665DF6D2493C9191,03 - 80230910,'2017-08-02,CKF RODS SDN BHD,"37-2, JALAN USJ 21/10 UEP SUBANG JAYA SUBANG JAYA 47630 SELANGOR",,ckf.rods@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36917&sid=6C06ACA65F214B45E7D0E1A87DDBEABD,085 - 659888,'2017-08-02,SOONLINMAS SDN.BHD,"LOT 615, 1ST MILE, LUTONG KUALA BARAM ROAD 98009 MIRI SARAWAK MALAYSIA  98009 SARAWAK",,slinmas@pd.jaring.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15062&sid=58F2053A531F2F3CFA786AE8819A0CEC,03 - 51624633,'2017-08-02,SC WOODEN PRODUCTS MANUFACTURING SDN BHD,"LOT 30444, JALAN SELLATHEVEN 4TH MILE, KG JAWA KLANG 42450 SELANGOR",,enquiry@scwooden.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59345&sid=238572200D95B1A8A58200608F03D671,03 - 87346450,'2017-08-02,GOLD CLASS OUDH SDN BHD,102-A JALAN CINTA ALAM COUNTRY HEIGHTS 43000 SELANGOR,,goldclassoudh@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53562&sid=F22325C063C114F0A92FAB23130C7AF3,03 - 62585153,'2017-08-02,SPRINGHAMPER ENTERPRISE,20 JALAN TEKUKUR OFF JALAN IPOH 51000 KUALA LUMPUR,,annbrown24@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59986&sid=A87D1B72397E422E794BD7DE6C78E7BE,012 - 2678988,'2017-08-02,FLOOR CONCEPT,290 LORONG 10 KAMPUNG BARU SUNGAI TERENTANG RAWANG 48000 SELANGOR,,alvislkh@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60038&sid=9C0B9E0D5CDD4070420E2611C27A4011,012 - 2678988,'2017-08-02,HOLZER DESIGN SDN BHD,290 LORONG 10 KAMPUNG BARU SUNGAI TERENTANG RAWANG 48000 SELANGOR,,alvislkh@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4954&sid=987B67AEAE767F9FA54C6BD89DA1CC8A,04 - 5080808,'2017-08-02,P.W. PLYWOOD (M) SDN BHD,"23 & 25, LORONG IKS JURU 3 TAMAN PERINDUSTRIAN RINGAN JURU SIMPANG AMPAT BKT MERTAJAM 14100 PULAU PINANG",,info@pwplywood.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10753&sid=91B9962784E03DCB9AD846B1AF4C68E0,089 - 765919,'2017-08-02,SABAH SOFTWOODS BERHAD,"KM 8, JALAN SIN SAN P.O. BOX 60966 TAWAU 91019 SABAH",,softwood@tm.net.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12916&sid=BAC69C171C0EBCED0D2F2633984600CF,088 - 429822,'2017-08-02,KILANG PAPAN HIONG TIONG SDN BHD,P.O. BOX 11335 KOTA KINABALU  88815 SABAH,,hiongtiong@ht.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14818&sid=01C693244AA085ABAC23E6534039BDCC,03 - 51211376,'2017-08-02,GOLDEN LATITUDE SDN BHD,"13B, JALAN ANGGERIK VANILLA P 31/P KOTA KEMUNING SHAH ALAM 40460 SELANGOR",,golden@glsb.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12243&sid=432780DFA7F4A1B756355862C1DD85A0,04 - 3908323,'2017-08-02,LAM TATT ELECTRICAL FURNISHING SDN BHD,"2437, MUKIM 1, LORONG PERUSAHAAN 12 KAW PERUSAHAAN PERAI SEBERANG PERAI TENGAH 13600 PULAU PINANG",,info@lamtatt.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8823&sid=441A12D616B5B860AC55414EDCAFB977,04 - 3998822,'2017-08-02,PENCOUNITED (M)  SDN BHD,"18, JALAN BAWAL KIMSAR GARDEN PRAI 13700 PULAU PINANG",,penco@penco.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9051&sid=F90E21E18C47A089C2F65D6165FEC292,06 - 2633009,'2017-08-02,CHIN GUAN CHAN SDN BHD,"JB 605, KAW INDUSTRI PERKAYUAN SEMUJUK, JALAN JASIN 77300 MERLIMAU 77300 MELAKA",,chinguanchan@hotmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10920&sid=77D065AFD89279EB425A0610DD89C9B8,082 - 439305,'2017-08-02,FLEXIWOOD SDN BHD,"LOT 925, BLOCK 7, LORONG 3A 1 DEMAK LAUT INDUSTRIAL PARK MLTD, KUCHING 93050 SARAWAK",,flexiwood@po.jaring.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11244&sid=6319E093BE9ABE48450368662450838A,04 - 2260911,'2017-08-02,FLOORINGBOX SDN BHD,144H BURMA ROAD  10050 PULAU PINANG,,bryan@flooring-box.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14874&sid=6B8FCEA05D765AA22FFF1E08772D55D3,012 - 3318383,'2017-08-02,PINE VENTURES,"11-3, JALAN PJU 5/10 KOTA DAMANSARA PETALING JAYA 47810 SELANGOR",,pine_ventures@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37129&sid=E40C097556B3EEE69D74CC85BA9735EC,03 - 33242888,'2017-08-02,MM DOORS SDN BHD,"1, LORONG SELAMPIT 18C KLANG JAYA KLANG 41200 SELANGOR",,jessica@mm-group.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36956&sid=9E55DD1AD4359178BC87273C023B2EED,09 - 3291086,'2017-08-02,UNITED TRADING & SAWMILL SDN BHD,"LOT 1678, 16 MILE JALAN PAGAR SASAK PADANG TENKU KUALA LIPIS 27100 PAHANG",,info@uts.net.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9145&sid=90CDAFE5E76FC4F93902EDCC664CA5AE,088 - 229168,'2017-08-02,RIMAJU SDN BHD,P. O. BOX 491 TANJUNG ARU  88858 SABAH,,infotech@rapfloor.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5778&sid=E5CC92255FBD861A78F342EE434A7499,06 - 3512631,'2017-08-02,WAHENG SDN BHD,"9573,  LOT 7 KAW PERINDUSTRIAN BUKIT RAMBAI 75250 MELAKA",,waheng@myjaring.net
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12516&sid=253791C442803F74C3689D32F8A7EA4F,03 - 62017206,'2017-08-02,LOGSEARCH SDN BHD,"F-3-3, BLOCK F, PLAZA DAMAS 60, JALAN SRI HARTAMAS 1 SRI HARTAMAS 50480 KUALA LUMPUR",,office.logsearch@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33496&sid=A766E8A649B925E2CCA32F703F95BE6E,03 - 78466299,'2017-08-02,CINTARA RESOURCES SDN BHD,"K-1-9, JALAN PJU 1A/20C DATARAN ARA DAMANSARA PETALING JAYA 47301 SELANGOR",,joseph.yong@g300.biz
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3283&sid=471F15AD2E8981FDDC50E302F4BA49A9,012 - 7377919,'2017-08-02,JT MARKETING SDN BHD,"2, JALAN AUSTIN HEIGHTS 1/38 TAMAN MOUNT AUSTIN JOHOR BAHRU 81800 JOHOR",,jerome@jtmktg.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33803&sid=18AAD74D2E4BA7919BD7DB920F64DE9F,03 - 33230255,'2017-08-02,RGT ENTERPRISES SDN BHD,"48-01-1, LORONG BATU NILAM 1B BANDAR BKT TINGGI KLANG 41200 SELANGOR",,skrimba@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9462&sid=79AAE4C97D01A7682F32119BDA085ACA,03 - 78459886,'2017-08-02,ERA INTERMERGE SDN BHD,"50, JALAN APOLLO U5/193 SECTION U5, BANDAR PINGGIRAN SUBANG SHAH ALAM 40150 SELANGOR",,era_intermerge@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14653&sid=3378B4BAB057F7892D57082E504B9032,03 - 61401104,'2017-08-02,PREFERDOR INDUSTRIES (M) SDN BHD,"LOT 2229, KG BARU SG BULOH  47000 SELANGOR",,preferdor@designdoor.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33359&sid=1D35F58474BCE0B09C9A49470BD88843,03 - 61356137,'2017-08-02,GA GLOBAL RESOURCES SDN BHD,"C-08-18, JEMERLANG APARTMENT JALAN SH 1/3, SELAYANG HEIGHTS BATU CAVES 68100 SELANGOR",,gopalkrisg@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13933&sid=D74988B967C4087A7D7CFD35B2DC081A,012 - 7797968,'2017-08-02,WAH CHENG TRADING,"3-5-C, BLOCK 3 DESA 2 DESA AMAN PURI 52100 KUALA LUMPUR",,liau30@hotmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33324&sid=984CB35A5A6DDA4BAF91509D55B72895,03 - 78809523,'2017-08-02,GIMZAN PLYWOOD SDN BHD,"35-3, JALAN PJU 1/41 DATARAN PRIMA PETALING JAYA 47301 SELANGOR",,btmkl@streamyx.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31323&sid=48BAA5F0E6637F5B64550040BAE469A2,03 - 40218982,'2017-08-02,GICQUEL COMMUNICATION SERVICES,"22-3-1, JALAN 4/50 DIAMOND SQUARE OFF JALAN GOMBAK 53000 KUALA LUMPUR",,gicquel8@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33465&sid=DFC1B44614AC860C9006B24BB9571502,03 - 80628589,'2017-08-02,S.H.E FLOORING CONCEPT SDN BHD,"92 & 94, JALAN PUTERI 5/5 BANDAR PUTERI PUCHONG 47100 SELANGOR",,kim@floordepot.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6883&sid=7DA01F183F9C61E11EA5D2346D06EA5F,03 - 61569926,'2017-08-02,DIVERSE INTEGRATED SDN BHD,AL 38-A KG BARU SG BULOH  47000 SELANGOR,,ask@diverse-int.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36966&sid=B85728749599FB336954E3FC07B4F0CE,03 - 23338849,'2017-08-02,SUN STAR WORLD WIDE SDN BHD,E-8-6 BLOCK E MEGAN AVENUE 1 189 JALAN TUN RAZAK 50400 KUALA LUMPUR,,nejati.masoud@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34177&sid=EDE74342363272D1FA5E8F65E7A7DB28,084 - 320757,'2017-08-02,LIK SHEN SAWMILL SDN BHD,"6, LEVEL 2A, JALAN RAWANG SIBU  96000 SARAWAK",,likshen@taann.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9888&sid=AF1E4076FFA2E2F6C7B813B67BEF0071,06 - 9865236,'2017-08-02,U.D. PANELFORM SDN BHD,"PTD 6001, JALAN PERINDUSTRIAN 5 8TH MILE, KAW PERINDUSTRIAN BKT BAKRI, MUAR 84200 JOHOR",,udholdings@myjaring.net
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8119&sid=7BBE450125368B0F124E5E6AC7492DFB,03 - 20840888,'2017-08-02,EKOWOOD INTERNATIONAL BERHAD,"LEVEL 11, MENARA TSH 8, JALAN SEMANTAN DAMANSARA HEIGHTS 50490 KUALA LUMPUR",,info@ekowood.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37062&sid=3D4E059C8096E860BB6EB52CAB419243,03 - 61569258,'2017-08-02,WINSCO DESIGN & DECOR SDN BHD,"LOT 2587, JALAN WELFARE KG BARU SG. BULOH SG BULOH 47000 SELANGOR",,enquiries@rowentakitchen.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11151&sid=7410EA3C6BE1624F06A92BAC634AB3FA,09 - 5163887,'2017-08-02,JAMASIN CORPORATION SDN BHD,"A47, 2ND FLOOR SERI DAGANGAN 2, JALAN TUN ISMAIL KUANTAN 25350 PAHANG",,jamasincorp@hotmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34180&sid=01048B6DC2BA131FF13BF0DF669E6B97,03 - 90753451,'2017-08-02,EVER FRONTIER SDN BHD,"LOT 400/3 & 400/5 JALAN SATU, KAW INDUSTRI CHERAS JAYA CHERAS 43200 SELANGOR",,mandy@everfrontier.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11137&sid=C366BA11313AB407BB9CA38C5805B7B5,09 - 9360013,'2017-08-02,KOMPLEKS PERKAYUAN KELANTAN SDN BHD,"KG STONG, KEMUBU KUALA KRAI  18000 KELANTAN",,kpksb@kpksb.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35478&sid=4B2EFC04C0237785AFE3C30F2D0C4015,03 - 33241188,'2017-08-02,ADVANCE UNIVERSAL SDN BHD,"2A-03-1, LORONG BATU NILAM 4A BANDAR BKT TINGGI KLANG 41200 SELANGOR",,ausb88@streamyx.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10026&sid=34679DF72A625E567DC7E03B08A4DB53,088 - 427777,'2017-08-02,THE 'W' TIMBER CORPORATION SDN BHD,P.O. BOX 22650 LUYANG KOTA KINABALU 88786 SABAH,,wansb@streamyx.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35637&sid=C46907D72DB3BBB5EA60D493F2591DE2,03 - 58828603,'2017-08-02,RAINBOW REVENUE SDN BHD,"61, JALAN WAWASAN 1/5 PUSAT BANDAR PUCHONG PUCHONG 47100 SELANGOR",,rainbowrevenue@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4490&sid=B99F2AF2EE823508621ED8B36D680E25,06 - 6788201,'2017-08-02,GOODWOOD RESOURCES SDN BHD,LOT 452 (PT 2502) SG GADUT JALAN TAMPIN SEREMBAN 71450 NEGERI SEMBILAN,,info@goodwoodresources.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15909&sid=6430306C09CF46A8594CA8E0210D538D,03 - 61863573,'2017-08-02,GREEN PANEL PRODUCTS (M) SDN BHD,"54-1B, JALAN MEDAN BATU CAVES 1 MEDAN BATU CAVES BATU CAVES 68100 SELANGOR",,chandran@greenpanel.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3061&sid=F783F42BFACB0F34A76C81F800D72AFC,03 - 61863573,'2017-08-02,VR MARKETING (MALAYSIA) SDN BHD,"54-1B JALAN MEDAN, BATU CAVES 1 MEDAN BATU CAVES 68100 SELANGOR",,chandran@vrmarketing.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6632&sid=7AB80C90420F0FE8E7A882BD79B4E47C,03 - 32640371,'2017-08-02,CARPENWISE SDN  BHD,"LOT 2788, JALAN RAJA ABDULLAH 20TH MILE, JALAN KUALA SELANGOR JERAM 45800 SELANGOR",,sales@carpenwise.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11299&sid=F2B98388CB396C2DB453502978ABE849,082 - 433001,'2017-08-02,SELECT DOOR INDUSTRIES SDN BHD,"LOT 1043 BLOCK 7, MTLD DEMAK LAUT INDUSTRIAL PARK KUCHING 93050 SARAWAK",,enquiries@goldenhill.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14629&sid=80D36B4CFF6FBC5BD9925B21EA6FB407,03 - 21431078,'2017-08-02,BENUA LIPUTAN SDN BHD,"18-1, JALAN UTARA OFF JALAN IMBI  55100 KUALA LUMPUR",,benualiputan@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15085&sid=EE2FF5EC79F41657BC068E7CE1B8F77B,03 - 79825571,'2017-08-02,ZEUS CORPORATION SDN BHD,"UNIT 3A-3, 3RD MILE SQUARE 151 JALAN KLANG LAMA, 31/2 MILE 59200 KUALA LUMPUR",,nathan@zeus.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5975&sid=C598E83B3191C6DE1EB47B0FD3E8047C,03 - 78474716,'2017-08-02,APP TIMBER SDN BHD,"21, JALAN UTARID U5/11 MAHSING INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR",,info@apptimber.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10447&sid=2B75ACBF1575F1AFE178B695855DF260,03 - 32918888,'2017-08-02,WONWOOD INDUSTRIES SDN BHD,"40,  JALAN PENGASAH 2 OFF JALAN KAPAR 3 3/4 MILE,  KLANG 42100 SELANGOR",,admin@wonwaymfg.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35489&sid=BF2DB56919B6A72F5AD9465361B36C48,07 - 2347876,'2017-08-02,CROSBORDER ACCESS (M) SDN BHD,"10-4-1, JALAN CENDERAWASIH LARKIN JAYA JOHOR BAHRU 80350 JOHOR",,syedsmaith@crossborderaccess.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4223&sid=F3139B0F89037E860C25E0760E732E44,03 - 60381698,'2017-08-02,TICK KEONG INDUSTRIES (M) SDN BHD,"LOT 3612 OFF JALAN KUALA SELANGOR, 19TH MILE MUKIM SG BULOH, SG BULOH 47000 SELANGOR",,tk@tickkeong.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12170&sid=C7020CB4C6E5964E1EAFD9D4884589C0,05 - 4348888,'2017-08-02,HOK LAI TIMBER (M) SDN BHD,LOT PT 2200 BIDOR INDUSTRIAL ESTATE BIDOR 35500 PERAK,,hoklai@hoklai.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6081&sid=3C58243E276EA001EB2CD9F95DB032EF,03 - 22725986,'2017-08-02,GLITTER BAY SDN BHD,"8A,  8TH FLOOR,  PEARL COURT 61, JALAN THAMBY ABDULLAH BRICKFIELDS 50470 KUALA LUMPUR",,johnathan.glitterbay@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12495&sid=B1388900921E5B39B7E90EA7195B198F,03 - 61866328,'2017-08-02,S.H.L. TIMWOOD ENTERPRISE,"1, JALAN TASIK INDAH 1 TAMAN TASIK INDAH 5 MILE, JALAN IPOH 51200 KUALA LUMPUR",,enquiry@shltimwood.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3388&sid=E16CD6C60AAB4284FBECDF7838B4E2A0,04 - 3977770,'2017-08-02,HOCK CHUAH CHAN PRAYING ARTICLE CENTRE SDN BHD,"15, PUNCAK PERUSAHAAN 1 KAW PERUSAHAAN MIEL PRAI INDUSTRIAL ESTATE 13600 PULAU PINANG",,hcc@hccgroup.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5475&sid=32074EA849D1C24214754D8629BFF590,04 - 4212761,'2017-08-02,SYARIKAT MALAYSIA WOOD INDUSTRIES SDN BHD,"1 3/4, M.S. BAKAR ARANG P.O. BOX 95 SUNGAI PETANI 08007 KEDAH",,slee@mwi.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=30676&sid=C17D412D4D1CF120A0A35960BD677315,03 - 61578978,'2017-08-02,MANTIS DESIGN SDN BHD,"LOT 2642B, MUKIM OF KUALA LUMPUR JALAN BARU, KG SG BULOH  47000 SELANGOR",,mantisdesign.sb@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11119&sid=AB8D26E899225A9F129F139193CDFB26,09 - 2783340,'2017-08-02,ASIAPRIMA RESOURCES SDN BHD,"51, JALAN INDUSTRI 4 TAMAN PERINDUSTRIAN TEMERLOH MENTAKAB 28400 PAHANG",,mike@asiaprima.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40305&sid=EB73C46C16FA9E0C7F0C2CA99D634D7F,016 - 2981500,'2017-08-02,BIG EIGHT RESOURCES SDN BHD,SUITE B-3-2 CASA INDAH 1 2A PERSIARAN SURIAN PJU 3 KOTA DAMANSARA 47410 SELANGOR,,big8resources@gmail.com
