DATE_SCRAPED,FAILMSG,TEL,HREF,EMAIL,CONAME,BIZADD 
'2017-08-04,,03 - 55685100,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75722&sid=20435CE401BE1A29D9C5B68C43A54497,chorhan@northwest.com.my,DRI N GUARD SDN BHD,"5, JALAN PEGUAM U1/25, SECTION U1 HICOM-GLENMARIE INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR"
'2017-08-04,,03 - 58911516,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40397&sid=5D095C39C6AAC68FBEE671A7D0F48503,bioniva@gmail.com,BIONIVA WELLNESS INTERNATIONAL SDN BHD,PUSAT BANDAR PUCHONG PUCHONG  47160 SELANGOR
'2017-08-04,,06 - 6621923,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74809&sid=023D9E596C200B68C08E21ED452D30A5,inquiry@alpropharmacy.com,ALPRO ALLIANCE SDN BHD,2 JALAN PDS 4 PD SUNGGALA GATEWAY PORT DICKSON 71050 NEGERI SEMBILAN
'2017-08-04,,012 - 6736782,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58243&sid=FD610187D679CF1066E536800AC2872E,passion.trading@yahoo.com,TOP PASSION TRADING SDN BHD,"40, JALAN TASIK INDAH 4 TAMAN TASIK INDAH OFF JALAN IPOH 51200 KUALA LUMPUR"
'2017-08-04,,07 - 3507547,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75706&sid=DCF1422FA6A1A6CBE0A213949F1C2A67,shirali@aryanjaya.com.my,MEDIRON HEALTHCARE SDN BHD,18-02 JALAN MOLEK 1/13 TAMAN MOLEK JOHOR 81100 JOHOR
'2017-08-04,,03 - 55685100,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75401&sid=264DE5CEC4CC1F5DD12CBB1FF49B0D35,info@biorene.com.my,AGILE MARKETING SDN BHD,"5, JALAN PEGUAM U1/25 SECTION U1 HICOM-GLENMARIE INDUSTRIAL PARK 40150 SELANGOR"
'2017-08-04,,06 - 3359607,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=32353&sid=A80B02AE2F2B46841A93C4FF8C01C9A8,ramaju.biocosmetics@gmail.com,RAMAJU BIO COSMETICS SDN BHD,"6 & 8, JALAN IMJ TAMAN PERINDUSTRIAN MALIM JAYA  75250 MELAKA"
'2017-08-04,,04 - 3233292,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75872&sid=3BD7720107888BE38800F3F8CC4CD0B6,bnideal@yahoo.com,BN IDEAL MULTITRADE,"6162, JALAN ONG YI HOW TAMAN TERAS JAYA BUTTERWORTH 13400 PULAU PINANG"
'2017-08-04,,03 - 80277209,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7451&sid=77E88C402465494B595D740F58E6043B,angliahcare@gmail.com,ANGLIA  HEALTHCARE  SDN BHD,"5, PERSIARAN BENANG 2 TAMAN SINFAR IPOH 31650 PERAK"
'2017-08-04,,04 - 2613224,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75720&sid=6D25ECF8681C099D952F433A2629B385,kuabeelooi@beautility.com.my,BEAUTILITY TRAINING CENTRE (M) SDN BHD,89-91 MAGAZINE ROAD  10300 PULAU PINANG
'2017-08-04,,03 - 89212525,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75860&sid=448EB3D842325BDE4BEC8C3EE63E7719,innovate.email@gmail.com,PUSAT RAWATAN ISLAM AZ-ZAHRAH SDN BHD,"34, MEDAN PUSAT BANDAR SATU SECTION 9 BANDAR BARU BANGI 43650 SELANGOR"
'2017-08-04,,09 - 6224130,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41477&sid=4D57364D6DFB8594F7A35483AAC54E27,noori_alias@yahoo.com,AKADEMI KECANTIKAN NOORI SDN BHD,"LOT NO 13, PLAZA KUALA TERENGGANU JALAN TOK LAM KUALA TERENGGANU 21000 TERENGGANU"
'2017-08-04,,07 - 2224586,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12322&sid=9B412613FF570056DD293AC75C2427B3,pujbsb@gmail.com,PERBADANAN USAHAWAN JOHOR SDN BHD,"LOT 03-3 ,TINGKAT 3 , PLAZA LARKIN JALAN GARUDA LARKIN, JOHOR BAHRU 80350 JOHOR"
'2017-08-04,,06 - 3154315,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9032&sid=FFE1149AC14143B10E92CC59AA61F018,canaanalpha@gmail.com,CANAAN ALPHA SDN BHD,"4905-C, TMN CEMPAKA KLEBANG BESAR  75200 MELAKA"
'2017-08-04,,03 - 62433624,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69195&sid=BB797E8497D8181106ECF561D1F7D812,vnaturalmy@gmail.com,V NATURAL (M) SDN BHD,"740, 2ND FLOOR 4 1/2 MILE JALAN IPOH  51200 KUALA LUMPUR"
'2017-08-04,,014 - 7313063,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73261&sid=8F6D674A12AA74DCDA2DB9E9BBB8295E,myzandiversified@outlook.com,MYZAN DIVERSIFIED (M) SDN BHD,"FK-9, FIRST FLOOR, AXIS ATRIUM @FIESTA JALAN CEMPAKA TAMAN CEMPAKA, AMPANG 68000 KUALA LUMPUR"
'2017-08-04,,082 - 239658,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35335&sid=C4A170B8C3A4C665FECE2C108B1FD843,kimtai88@gmail.com,CHANG FUNG ENTERPRISE SDN BHD,"88, LOT 536, 1ST FLOOR, LORONG 1 JALAN RUBBER KUCHING 93400 SARAWAK"
'2017-08-04,,03 - 79808386,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74613&sid=3E555ECF0E05D7E7122E35B5A4CE8AF9,embraceis@mail.com,EMBRACE SENSES SDN BHD,"9, LORONG NIKMAT 11 HAPPY GARDEN JALAN KLANG LAMA 58200 KUALA LUMPUR"
'2017-08-04,,03 - 56326314,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42805&sid=2328101235EC0503945AB77465638BF5,ompomx@streamyx.com,THIALLAN BIOHERBS SDN BHD,"5, JALAN SS13/6B SUBANG INDUSTRIAL ESTATE SUBANG JAYA 47500 SELANGOR"
'2017-08-04,,03 - 50218531,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60922&sid=108091C8B6748F72EF21EE62D07B9A82,Francis@eco-oem.com,EVERLINKED TRADING SDN BHD,SS16/1  SUBANG JAYA 47500 SELANGOR
'2017-08-04,,06 - 7670707,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7637&sid=0E309FDDDF086826622DD7E063C8126D,jelitaostrichshowfarm@yahoo.com,JELITA IMPIAN SDN BHD,"LOT 1504, 6TH MILE, MUKIM PANTAI JALAN JELEBU SEREMBAN 71770 NEGERI SEMBILAN"
'2017-08-04,,03 - 87333878,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=16000&sid=48E99D62E93D4E3C20F3EF86100FF1F5,export@ginvera.com.my,GINVERA MARKETING ENTERPRISE SDN BHD,"LOT 2297, BKT ANGKAT SG CHUA KAJANG 43000 SELANGOR"
'2017-08-04,,03 - 78031992,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63628&sid=A9E29AFFE3370774344B8973111F59CE,info@ronasutra.com,MILIYASUTRA INDUSTRIES SDN BHD,"10, JALAN PJU 3/43, SUNWAY DAMANSARA TECHNOLOGY PARK, PETALING JAYA 47810 SELANGOR"
'2017-08-04,,03 - 21625625,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15927&sid=935E2554CDCD37847E32D95CD0F09D7D,birol@mysensura.com,CONSTANT RATIO SDN BHD,"B2-01, 2ND FLOOR, MEGAN AMBASSY 225, JALAN AMPANG  50450 KUALA LUMPUR"
'2017-08-04,,03 - 77720875,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8340&sid=5754B389042ECA9C1984D69FE9D925BD,sales@audraherbals.com.my,AUDRA HERBALS (M) SDN BHD,"NO.24, JLN. 4/152, OUG INDUSTRIAL PARK   58200 KUALA LUMPUR"
'2017-08-04,,03 - 55699099,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76895&sid=F86B76B87AFEDADE5103A869E4C612C8,firdauz@strovitel.com,STROVI TEL SDN BHD,58 JALAN PRESIDEN F U1/F SECTION U1 SHAH ALAM 40150 SELANGOR
'2017-08-04,,05 - 2540458,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76528&sid=D19A7FDEAFE94E864AD99ACE425335F6,jlnt791650h@gmail.com,JLNT SDN BHD,"B-1-8, TINGKAT 1 INTAN BUSINESS CENTRE 2 LEBUH MEDAN IPOH, BANDAR BARU MEDAN 31400 PERAK"
'2017-08-04,,019 - 3190725,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76724&sid=29F359C302EF1CF4C838CB2EA4D615E5,desnailz@yahoo.com,DESENSEZ NAIL SDN BHD,"J-3-3A,SS7/26, PARKLANE COMMERCIAL HUB KELANA JAYA PETALING JAYA 47301 SELANGOR"
'2017-08-04,,03 - 21811828,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69417&sid=11B61BF0AD1603F203D71D293C21AEE2,b2ybeauty@mail.com,B2Y BEAUTY CARE SDN BHD,"12-1 WANGSA METROVIEW 1A, JALAN METRO WANGSA 53300 KUALA LUMPUR"
'2017-08-04,,03 - 78048970,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69196&sid=7FC7AA8CB95582D7CD72660FEC3000E5,sales@egonutritions.com,EGONUTRITIONS SDN BHD,1 JALAN PJU 3/44 SUNWAY DAMANSARA TECHNOLOGY PARK 47810 SELANGOR
'2017-08-04,,03 - 60579080,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76913&sid=08844402BA2A4373A84BA718911F5BD5,mazmy66@gmail.com,SERIBU DINAR MARKETING SDN BHD,"41, JALAN MERANTI 2B SECTION 3 BANDAR UTAMA BATANG KALI 44300 SELANGOR"
'2017-08-04,,03 - 62631746,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76910&sid=A508C63A79F8604E3A3B8E17306AAA0D,peaubeausb@gmail.com,PEAU BEAU SDN BHD,"547, JALAN 20 TAMAN PERINDUSTRIAN EHSAN JAYA KEPONG 52100 KUALA LUMPUR"
'2017-08-04,,03 - 91078120,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76916&sid=F545E73D77BB6C78A6C5CC59A2F6F687,calpartners2012@gmail.com,CAL PARTNERS SDN BHD,27 JALAN DAMAN BUDI ALAM DAMAI 53200 KUALA LUMPUR
'2017-08-04,,06 - 7947290,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67443&sid=2B9141E03A5A3907B13C7ADE98C39F38,sales@glutacol.com,ERTO ASIA PACIFIC SDN BHD,PT 7187 (A) JALAN BBN 1/2E PUTRA NILAI NILAI 71800 NEGERI SEMBILAN
'2017-08-04,,09 - 5706684,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=71599&sid=EFF2891B8AC553916688D85A885BE19D,info@ikop.com.my,IKOP SDN BHD,"KULLIYYAH OF PHARMACY INTERNATIONAL ISLAMIC UNIVERSITY MALAYSIA JALAN SULTAN HAJI AHMAD SHAH, KUANTAN 25200 PAHANG"
'2017-08-04,,03 - 61874328,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50879&sid=B6015BA9ED81DD0784AB217FAB97C655,raymond@tenderpro.com.my,TENDER PRODUCTS SDN BHD,"14 & 16, JALAN PERUSAHAAN RINGAN 1 BATU CAVES LIGHT INDUSTRIAL AREA  68100 SELANGOR"
'2017-08-04,,01 - 49305450,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73923&sid=138BE41017076F2165698B6AC0FA416D,patradeglobal@gmail.com,PATRADE GLOBAL LINK,3 JALAN 7C/6 TAMAN SETAPAK INDAH 53300 KUALA LUMPUR
'2017-08-04,,03 - 62729782,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8393&sid=A33DCEE9E308739513F6763DA74E9FB4,soosp@i-green.com.my,I-GREEN (M) SDN BHD,"LOT NO.5, JALAN LADA HITAM, 16/12, SEKSYEN 16  40200 SELANGOR"
'2017-08-04,,016 - 215155,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76005&sid=F40C457C871A6978B4CD7EDAF93A1552,eleen00@gmail.com,SKIN SCIENCE RESEARCH AND MARKETING,SUITE 277 P1-K01 THE GARDENS MALL LINGKARAN SYED PUTRA 59200 KUALA LUMPUR
'2017-08-04,,019 - 4200207,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75984&sid=52325B430616056FF1E944EBCE67129F,maxwellhoney4u@gmail.com,MAXWELL BEE FARM,"2, BANGUNAN MDS JALAN MENTERI SELAMA PERAK 34100 PERAK"
'2017-08-04,,012 - 2735471,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13898&sid=FF5D6F3F7647BA9EB9C77B7C2EB8A479,mohd.azryl@gmail.com,BAZE FOKUS SDN BHD,"5-3A, JALAN PJU 1/3C SUNWAYMAS COMMERCIAL CENTRE PETALING JAYA 47301 SELANGOR"
'2017-08-04,,07 - 4331789,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65442&sid=90ACC5BAD130E0C21A77871B6258410D,estheticssanctuary@hotmail.com,ESTHETICS SANCTUARY SDN BHD,19-1 JALAN FLORA UTAMA 1 TAMAN FLORA UTAMA 83000 JOHOR
'2017-08-04,,03 - 31670836,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5514&sid=5D68A20018768515CC9C144AFA3CA180,jeannie.ong@kfcholdings.com.my,AYAMAS FOOD CORPORATION  SDN BHD,"LOT 20153, JALAN PELABUHAN UTARA PELABUHAN KLANG KLANG 42000 SELANGOR"
'2017-08-04,,03 - 51234200,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36167&sid=1293DA81570763C427DC92AF5A3D656A,hazellim@cellnique.com,CELLNIQUE COSMACEUTICAL SDN BHD,"24-30, JALAN PJS 11/5 SUNWAY INDUSTRIAL PARK PETALING JAYA 46150 SELANGOR"
'2017-08-04,,017 - 6988698,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76124&sid=07035448F14F6DF030734533179588B2,mentarisayang.ent@gmail.com,MENTARI SAYANG ENTERPRISE,"PLOT 12, JLN E.P. SERKAM 7, IKS HALAL HUB KAW PERINDUSTRIAN SERKAM, MERLIMA MENTARI SAYANG ENTERPRISE 77300 MELAKA"
'2017-08-04,,05 - 3714090,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41221&sid=43D89F3EA11478679ABD2126DF24F745,pertanyaan@bigbirdshoppe2u.com,MS WORLDWIDE MANUFACTURING (M) SDN. BHD.,"NO.3A, TAMAN ISKANDAR BISTARI, SERI ISKANDAR  32610 PERAK"
'2017-08-04,,03 - 77276390,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11980&sid=F91DAE8DF8863099039789DC2AEF580F,pspn@yspsah.com,Y.S.P. INDUSTRIES (M) SDN BHD,"LEVEL 22, MENARA LGB, NO. 1, JALAN WAN KADIR, TAMAN TUN DR. ISMAIL. 60000 KUALA LUMPUR"
'2017-08-04,,012 - 3041356,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76216&sid=053A2D52358899A92B2F4CDDF263CBDC,shahfz@yahoo.com,FS NATURAL STORY SDN BHD,"8-A-1-1, BELVEDERE CENDOMINIUM JALAN 6/63 OFF JALAN TUNKU BUKIT TUNKU 50480 KUALA LUMPUR"
'2017-08-04,,07 - 4532910,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13124&sid=921F61008FCF53C59422D835DA7ACA25,sales@farminabioplus.com,FARMINA BIO PLUS INDUSTRIES & CONSULTANTS SDN BHD,"11 & 11A, SUSUR JALAN KLUANG/PARIT RAJA PARIT RAJA BATU PAHAT 86400 JOHOR"
'2017-08-04,,03 - 78743830,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76372&sid=7DCB3E496828A33A53AA1DC0D2F3243E,admin@bluebell-halal.com,MAYSKY SDN BHD,B2-0913 LEVEL 9 BLOCK B2 LEISURE COMMERCE SQUARE 9 JALAN PJS 8/9 46150 SELANGOR
'2017-08-04,,03 - 55196830,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=77513&sid=8446187A11DAFB6F2A798FD045D24D6E,ulife2u@gmail.com,DAYA AKAL SDN BHD,29 JALAN BACANG 4/2C  40000 SELANGOR
'2017-08-04,,019 - 2296818,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76426&sid=E4814D49C70E7F6A114CBA5DDF24E8E9,genesisstyle88@gmail.com,GENESIS STYLE SDN BHD,"38G, JALAN BESTARI 3/2 TAMAN NUSA BESTARI NUSAJAYA 79150 JOHOR"
'2017-08-04,,03 - 79604942,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62252&sid=0AC763CA475DBA7E1846C073A74B8869,tiffany.ung@biovalence.com.my,BIOVALENCE SDN BHD,"C-12-03, 3 TWO SQUARE 2 JALAN 19/1 PETALING JAYA 46300 SELANGOR"
'2017-08-04,,06 - 9516720,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76387&sid=8E54A2211FB0B4CD5B6D5B60E501DDF8,chuatongsan@yahoo.com,CHUA TONGSAN SDN BHD,27 JALAN HAJI BAKI MUAR 84000 JOHOR
'2017-08-04,,03 - 91339833,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=77499&sid=312D07B752B3D27640B789BCA94E33E4,aromeyersdnbhd@gmail.com,AROMEYER SDN BHD,"LOT.20-1-09, JALAN 2/101C CHERAS BUSINESS CENTRE JALAN CHERAS 56100 KUALA LUMPUR"
'2017-08-04,,03 - 87233228,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8224&sid=C58F483A4327F84A827C00A4F6F2A572,fukutacorporation@yahoo.com,FUKUTA CORPORATION SDN BHD,"9, JALAN P2/1 SECTION 2, BANDAR TEKNOLOGI KAJANG KAJANG 43500 SELANGOR"
'2017-08-04,,013 - 9868892,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=77228&sid=CB891DB630CB8F3CD90DBC17F6A7D9B8,myzee1660@gmail.com,MY HERBS SPA,"25, LORONG IM 2/13 BANDAR INDERA MAHKOTA 2 KUANTAN 25200 PAHANG"
'2017-08-04,,09 - 61775273,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=77538&sid=150DDB8FB9B12260927FF49264D63219,info@lagendabiotech.com,LAGENDA ORGANIC BIOTECH SDN BHD,"LOT 197, TINGKAT 3, WISMA LAGENDA SECTION 22, JALAN KUALA KRAI KOTA BHARU 15050 KELANTAN"
'2017-08-04,,03 - 51913308,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76943&sid=D241BF1471143D7E7332789051E41C29,kahmun.cheh@porex.com.my,POREX TECHNOLOGIES SDN BHD,"LOT PT 74, JLN HULU TINGGI 26/6 SECTION 26, SEKTOR A, HICOM INDUSTRIAL PARK SHAH ALAM 40400 SELANGOR"
'2017-08-04,,012 - 2129689,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60169&sid=6D299386591A276F51ECA8EABED35BAB,liza@anpadu.com.my,A&N PADU SDN BHD,"27B-3 BLOCK E1, JALAN PJU 1/42 DATARAN PRIMA PETALING JAYA 47301 SELANGOR"
'2017-08-04,,06 - 9872588,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13914&sid=B54F62FE92D64FFF938476818114B935,sytan@biofactlife.com,BIOFACT LIFE SDN BHD,"LOT  5094, KAWASAN PERINDUSTRIAN PARIT JAMIL, MUAR  84150 JOHOR"
'2017-08-04,,06 - 7679362,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40640&sid=BC3B632AF44C046A1574A925F377BB6E,aeries_birdnest@yahoo.com,AERIES PURE BIRD NEST (M) SDN BHD,"31, JALAN LOMBONG EMAS 4 SEREMBAN LIGHT INDUSTRIAL PARK JALAN TUN DR. ISMAIL, SEREMBAN 70200 NEGERI SEMBILAN"
'2017-08-04,,019 - 3999238,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78040&sid=C5DB666AEC3813C9581F6A4930019C5A,info@oceanlife2u.com,OCEANLIFE MARKETING SDN BHD,"73A-3, 3RD FLOOR, BLOCK J, PLATINUM WALK 2 JALAN LANGKAWI DANAU KOTA SETAPAK 53300 KUALA LUMPUR"
'2017-08-04,,03 - 55104219,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10875&sid=B57CF83D9DF8ED2EA1637435211D865D,info@paos.com.my,PAOS INDUSTRIES SDN BHD,"65, PERSIARAN SELANGOR SECTION 15 SHAH ALAM 40200 SELANGOR"
'2017-08-04,,010 - 2113333,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75404&sid=AC27D7F51CE2468A2DC243CEAA286A01,cypaflorence@gmail.com,CAMBRIDGE MARKETING SDN BHD,"31ST FLOOR, MENARA KH JALAN SULTAN ISMAIL KUALA LUMPUR 50250 KUALA LUMPUR"
'2017-08-04,,04 - 2620415,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78193&sid=BE41680CFF9D46B1B7D751A376B26CAF,yongyixing197@gmail.com,YONG YI XING (M) SDN BHD,"389,389A BEACH STREET PENANG 10300 PULAU PINANG"
'2017-08-04,,03 - 33591993,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78502&sid=0BAB928DD4C4785A8C682DFB0184488A,ikhwan647@gmail.com,HERBAWORKS HEALTHCARE SDN BHD,"29A, 1ST FLOOR JALAN KELULI AM7/AM SECTION 7, SHAH ALAM 40000 SELANGOR"
'2017-08-04,,03 - 56117161,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78674&sid=75F71FDE8A06D73D128B2E5FBD1A8823,liu@genopharma.com.my,GENOPHARMA SDN BHD,"B-10-20, EMPIRE SUBANG JALAN SS16/1 SUBANG JAYA 47500 SELANGOR"
'2017-08-04,,03 - 90815277,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78667&sid=A3BACC03E8EB5DC9BBADBBF406E8B17E,ibu.ratu@yahoo.com,MIA SUPERIOR,3257-1 BATU 2 JALAN IPOH 51200 KUALA LUMPUR
'2017-08-04,,03 - 78326625,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33366&sid=571F738AE20E389D87E2193EC4AF839D,chin.kok.phak@citychemo.com.my,CITYCHEMO MANUFACTURING SDN BHD,"C-6-3A, CAPITAL 3, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, ARA DAMANSARA, 47301 PETALING JAYA 47301 SELANGOR"
'2017-08-04,,05 - 5060690,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10972&sid=284FD4068CFE9AC5E17E7E945EA679E7,info@hovid.com,HOVID BERHAD,"121, JALAN TUNKU ABDUL RAHMAN, IPOH  30010 PERAK"
'2017-08-04,,03 - 62735099,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78855&sid=914E53D39195C14C45B3EAFBFD4F511C,tytkeva@yahoo.com,TYT-KEVA SDN BHD,24 & 24A JALAN 20/38A TAMAN SRI SINAR SEGAMBUT 51200 KUALA LUMPUR
'2017-08-04,,03 - 90815277,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79042&sid=8817FDADCFEACA23E71846EA11CD0393,ibu.ratu@yahoo.com,TRI ARCH DESIGN SDN BHD,0041 JALAN J-1 TAMAN MELAWATI  53100 KUALA LUMPUR
'2017-08-04,,012 - 3027835,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78500&sid=3100445E471DD8BFCAF1E667C4A1ADF4,superdealn9@gmail.com,SUPER DEAL TRADING,"14, LORONG NYIOR 5/3 TAMAN NYIOR SEREMBAN 70100 NEGERI SEMBILAN"
'2017-08-04,,03 - 62052728,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79182&sid=65C84D05DB58A306820F5BB7F7A8FC06,info@epplusgroup.com,EP PLUS GROUP SDN BHD,"C-3-1, PLAZA MONT KIARA 2, JALAN KIARA MONT KIARA 50480 KUALA LUMPUR"
'2017-08-04,,03 - 61426030,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79462&sid=A02E75D45312A90B743DA3657524B168,teana6888@hotmail.com,THYE LEONG HUAT INDUSTRY SDN BHD,"8, JALAN SB JAYA 14, TMN SB JAYA 14 SUNGAI BULOH  47000 SELANGOR"
'2017-08-04,,012 - 7169884,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79209&sid=1A2D2E7E9D777AB92724D2CA0FD80EE4,donhiewed@gmail.com,SIMPLE BEE SDN BHD,"LOT 934, BT 17 3/4 JALAN MACAP BARU KG. AIR PASIR, MACAP 75000 MELAKA"
'2017-08-04,,03 - 33599577,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79217&sid=D11320BDA9BBFB10F12446F570752B64,ownprivatelabel@gmail.com,WORLDCLASS TRADE & DEVELOPMENT SDN BHD,"SUITE 9A JALAN KELULI AP7/AP SECTION 7, SHAH ALAM 40000 SELANGOR"
'2017-08-04,,012 - 2840338,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5706&sid=4A0D9E58A01BB2B15943A5831F02EC21,jensonlong@gmail.com,JLMODE CORPORATION SDN BHD,"23, JALAN PERDANA 6/5 PANDAN PERDANA  55300 KUALA LUMPUR"
'2017-08-04,,05 - 3229733,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64978&sid=EA4F0134F73112A6C3F3341AC1F6FEDD,lin@qdherbs.com,QD HERBS SDN BHD,"1, PERSIARAN PERINDUSTRIAN PENGKALAN 35 TMN PERINDUSTRIAN SERI PENGKALAN LAHAT, IPOH 31500 PERAK"
'2017-08-04,,03 - 77280805,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63916&sid=9ADAC6769EA2BDAF9293558527EB04CA,jaynie.lai@umeken.com.my,SHEJU (M) SDN BHD,"12, JALAN SS 22/21 DAMANSARA JAYA PETALING JAYA 47400 SELANGOR"
'2017-08-04,,03 - 62502708,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61831&sid=705EB7A29B8B64EFBA16B915986DC0B1,natalie@vgsbeauty.com.my,VGS BEAUTY SUPPLIES SDN BHD,"L7-13, LEVEL 7 BREM MALL JALAN KEPONG 52100 KUALA LUMPUR"
