FAILMSG,HREF,EMAIL,CONAME,DATE_SCRAPED,BIZADD,TEL 
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15694&sid=BC50A974C065E8B9BB7941D03F6ED967,idealmo@streamyx.com,IDEAL TOOLS SDN BHD,'2017-08-02,"24, JALAN PERUSAHAAN RINGAN JURU 1 KAW PERUSAHAAN RINGAN JURU, JURU BKT MERTAJAM, SEBERANG PRAI TENGAH 14100 PULAU PINANG",04 - 5085388
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93834&sid=A59CB48D158EE15A018FDFE9282F8284,stm04@showatech.com.my,SHOWA TECH MALAYSIA SDN. BHD.,'2017-08-02,"NO.25, LORONG SUNGAI PULOH,1A/KU6, TAMAN TEKNOLOGI GEMILANG, KAWASAN PERINDUSTRIAN, SUNGAI PULOH,41050 KLANG, SELANGOR DARUL EHSAN,MALAYSIA 41050 SELANGOR",329 - 01716
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92024&sid=4ED591A46A4E8E96C7FB8C8A87E0C860,yunqiang.liu@lexis-international.com,LEXIS GRUPPEN SENDIRIAN BERHAD,'2017-08-02,"LOT 757, JALAN TERUNG, PUJUT, P.O. BOX 858, MIRI 98000 SARAWAK",08 - 5660757
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92221&sid=93C0315F9E80F636F50AFC7ADF4ED1A7,raja.fauzan@eye-port.com,FARIO HOLDINGS SDN BHD,'2017-08-02,"D-8-03, CAPITAL 4, OASIS ARA DAMANSARA JALAN PJU 1A/7A, PETALING JAYA  47301 SELANGOR",03 - 74538012
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11624&sid=E7969917970ACB7BC969FED8A32CD109,commercial@elpiji-group.com.my,ELPIJI (M) SDN BHD,'2017-08-02,"601-A, LEVEL 6, TOWER A, UPTOWN 5 5, JALAN SS 21/39, DAMANSARA UPTOWN PETALING JAYA 47400 SELANGOR",03 - 76601377
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7201&sid=D97F7166D55C55F70AB10463A49875A6,chinseeleong@hotmail.com,FLOW EAST SDN BHD,'2017-08-02,"112, JALAN PASAR TELUK INTAN  36000 PERAK",05 - 6222780
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2150&sid=227B2B958C6642AFABDBD87EB6BB5666,sales@esseal.com,E. S. SEAL SDN BHD,'2017-08-02,"241-247, JALAN SELINGSING 7 OFF JALAN KUCHING TAMAN NIAGA WARIS 51200 KUALA LUMPUR",03 - 62576622
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12883&sid=5EDFBC0907BC55331DD6095020C55C40,jsi@po.jaring.my,JSI SYSTEMS SDN BHD,'2017-08-02,"8, LINTANG BAYAN LEPAS 2 BAYAN LEPAS INDUSTRIAL PARK 4 BAYAN LEPAS 11900 PULAU PINANG",04 - 6426120
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11001&sid=13DF09395C93541A8B5BEB6DE81D8CEA,toku@vibropump.com,KEJURUTERAAN VIBROPUMP SDN BHD,'2017-08-02,LOT 26369 JALAN DESA SERDANG 5 SERDANG LAMA 43300 SELANGOR,03 - 89451688
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6874&sid=D06E06192C927FFF2B326A05BE891743,visdamax@streamyx.com,VISDAMAX (M) SDN BHD,'2017-08-02,"LOT 84, KULIM INDUSTRIAL ESTATE LORONG PERUSAHAAN 6A KULIM 09000 KEDAH",04 - 4892099
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9179&sid=7EB95D98645499FD8DF789BFE17936D8,wahchye@streamyx.com,WINALL (MALAYSIA) SDN BHD,'2017-08-02,"34, LORONG TAMARIND SOUTHERN PARK KLANG 41200 SELANGOR",03 - 33718846
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35460&sid=6E750F11E17BDC451F8FFB9B44E8E88E,yeesupre@yahoo.com,YEE SU PRECISION TOOLS,'2017-08-02,"2605, JALAN RJ 1/23 TAMAN RASAH JAYA SEREMBAN 70300 NEGERI SEMBILAN",06 - 6318520
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6866&sid=BF7EC000561112B24BB4AA0CE6B08A52,admin@rensoon.com,RENSOON INDUSTRIES (M) SDN BHD,'2017-08-02,"2-C, 2ND FLOOR, JALAN  6/11 SECTION U 20, BUKIT RAHMAN PUTRA SUNGAI BULOH 47000 SELANGOR",03 - 61563428
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6596&sid=5DED1E5A4D7C946ADE7856A7915026C9,yuryoku@tm.net.my,YURYOKU (M) SDN BHD,'2017-08-02,"42, JALAN U5/28 SECTION U5 SHAH ALAM 40150 SELANGOR",03 - 78456522
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10343&sid=F63CE5B376FE3DF729A4C7B095FADF2A,ngyytrad@tm.net.my,NGYY HEAVY EQUIPMENT TRADING SDN BHD,'2017-08-02,"26-2, JALAN 3/109C TAMAN ABADI INDAH OFF JALAN KLANG LAMA 58100 KUALA LUMPUR",03 - 79808766
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6808&sid=8BE40263EEE2C31915BA9B098A36F324,wirasawah@hotmail.com,WIRASAWAH SDN BHD,'2017-08-02,"9, JALAN 6/6 PETALING JAYA  46000 SELANGOR",03 - 77824185
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10596&sid=B4F700ED6F730916FFD2C413192E6EA9,jasonteh@ihs.com.my,X-TECHNOLOGY SDN BHD,'2017-08-02,"51, JALAN PUTERI 5/18 BANDAR PUTERI PUCHONG 47100 SELANGOR",03 - 80614143
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35489&sid=BF2DB56919B6A72F5AD9465361B36C48,syedsmaith@crossborderaccess.com.my,CROSBORDER ACCESS (M) SDN BHD,'2017-08-02,"10-4-1, JALAN CENDERAWASIH LARKIN JAYA JOHOR BAHRU 80350 JOHOR",07 - 2347876
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12504&sid=F9BBCA49E26EF4C04066B872397F6524,t.louisa@mitsui.com,TEJANA TRADING & MANAGEMENT SERVICES SDN BHD,'2017-08-02,"4TH FLOOR, REGENT OFFICE BLOCK 160, JALAN BKT BINTANG  55100 KUALA LUMPUR",03 - 21497203
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12080&sid=0D31A22EC304148C4FCEE6942FA65D25,cosmo@cosmoengineering.com,COSMO ENGINEERING SDN BHD,'2017-08-02,"30, JALAN TAMING 4 TMN TAMING JAYA BALAKONG 43300 SELANGOR",03 - 89614981
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6745&sid=8B9CD1317DE4CBDFF84492D598AE3BD7,excell@po.jaring.my,EXCELLON ENGINEERING,'2017-08-02,"31, PESARA MAHSURI 5 SUNGAI NIBONG KECIL BAYAN BARU 11900 PULAU PINANG",04 - 6429918
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6778&sid=DCF7FA1D162B5FFA6941750313E8233E,kendek@kendek.com,STRATEGIC PRODUCTS SDN BHD,'2017-08-02,"LOT 1032 JALAN KB 2/15, BALAKONG SERI KEMBANGAN 43300 SELANGOR",03 - 89611100
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5433&sid=63B1DB6FBCC70D7490D90A669CA54109,hqsales@wrd.com.my,WORLDWIDE ROTA DIES HOLDINGS SDN BHD,'2017-08-02,"3,  JALAN BS 7/15 BKT SERDANG INDUSTRY PARK SERI KEMBANGAN 43300 SELANGOR",03 - 89481666
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36417&sid=59D1BE3340D50300D3099AE2E54330EA,dolphin@dolphineng.com,DOLPHIN APPLICATIONS SDN BHD,'2017-08-02,"17&19, JALAN PUTERI 5/20 BANDAR PUTERI PUCHONG 47100 SELANGOR",03 - 80622289
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15156&sid=8A55636DB21196AFEFD04CBFBACE97FD,jiunkresources@yahoo.com,JIUN K RESOURCES,'2017-08-02,"RS 12, JALAN LAMA MUAR  84000 JOHOR",06 - 9512045
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14959&sid=E50447FF967A126D4ABF11FA0D6FA10D,sales@nsec.com.my,NSEC PRECISION ENGINEERING SDN BHD,'2017-08-02,"21-A, MEDAN ANGSANA BANDAR BARU AIR ITAM AYER ITAM 11500 PULAU PINANG",04 - 8269769
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14928&sid=CEA3B1443EF835B5A811DBFE25750B44,whkok@nanolab-i.com,NANOLAB INSTRUMENTS (M) SDN BHD (FORMERLY KNOWN AS LBTV MANAGEMENT SDN BHD),'2017-08-02,"21-G, JALAN USJ 1/33 USJ 1, SUBANG JAYA  47620 SELANGOR",03 - 80233601
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15815&sid=77206D403FB0035DF5C850F6CFBEF52B,blchan@waf-tech.com,WAFTECH SDN BHD,'2017-08-02,"PLOT 106, HILIR SUNGAI KELUANG 5 BAYAN LEPAS INDUSTRIAL ZONE, PHASE 4 BAYAN LEPAS 11900 PULAU PINANG",04 - 6456294
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14947&sid=A555CD5700E54150F9348CA726CB5495,ashley@sophicautomation.com,SOPHIC AUTOMATION SDN BHD,'2017-08-02,"A1-03-03, JALAN SR 1/9 SECTION 9, TAMAN SERDANG RAYA  43000 SELANGOR",03 - 89435898
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11292&sid=AEBFDB93A69E0EA935F83BD800275EBF,info@thersgroup.com.my,R S MACHINERIES SDN BHD,'2017-08-02,"17, JALAN BK 1 / 13 KINRARA INDUSTRIAL PARK, BANDAR KINRARA OFF 6 1 / 2 MILE, JALAN PUCHONG 58200 KUALA LUMPUR",03 - 80703131
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11449&sid=EF00DB967A26E67B70665C70FA87C3C3,mohdazizan.abdrazak@impsa.com,IMPSA (MALAYSIA) SDN BHD,'2017-08-02,"TOWER 2, 8TH FLOOR JAYA 33 3 (LOT 33) JALAN SEMANGAT, SECTION 13 PETALING JAYA 46100 SELANGOR",03 - 79541168
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14482&sid=1795D098580A312E5ECCE23CB2D6A4E7,sridataicorporation@yahoo.com,SRI DATAI CORPORATION SDN BHD,'2017-08-02,"PT1387, KG SERI TERATAI SG CHOH  48000 SELANGOR",03 - 60928000
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14979&sid=9820FB6965A3228FCA40CDE1AFEB237B,onemartint@gmail.com,ONE MART INTERNATIONAL SDN BHD (FORMERLY KNOWN AS S.I.M. STEEL ENGINEERING SDN BHD),'2017-08-02,"23, JALAN MERANTI JAYA 8 MERANTI JAYA INDUSTRIAL PARK PUCHONG 47100 SELANGOR",03 - 80681422
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15031&sid=F22B43C03722F43E702083D10A72A701,enquiry@autolink.com.my,AUTO-LINK HOLDINGS SDN BHD,'2017-08-02,LOT 26368 JALAN DESA SERDANG 5 SERDANG LAMA 43300 SELANGOR,03 - 89457128
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7872&sid=EBE70F6C41F2D49F686373F384B51FFF,msmmktg@msmmgroup.com,MSM MARKETING SDN BHD,'2017-08-02,KWS PERINDUSTRIAN KG BARU BLAKONG SERI KEMBANGAN  43300 SELANGOR,03 - 89613351
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14400&sid=498570B04547869D8EAF512C14A8A714,dairyking@pd.jaring.my,TRIPLE AWARD (M) SDN BHD,'2017-08-02,"50C, JALAN DESA BAKTI TAMAN DESA  58100 KUALA LUMPUR",03 - 79837920
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15885&sid=ABD49D9BFDF27B4F3B7ABE2C18D5A8B6,scs@scsgroups.com,SIN CHOO SENG MACHINERIES SDN BHD,'2017-08-02,"WISMA SCS, 888, 8TH MILE JALAN LANGGAR, MUKIM JABI ALOR STAR 06400 KEDAH",04 - 7878888
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33303&sid=4C86EEE9754710E876CF9E04C3C88CEC,busdev@technieparts.com,TECHNIE PARTS SDN BHD,'2017-08-02,"816, BLOCK A, KELANA BUSINESS CENTRE 97, JALAN SS 7/2 KELANA JAYA, PETALING JAYA 47301 SELANGOR",03 - 78035798
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7098&sid=580B3F3E738F715D9DFB65FC79EDF4EC,amintayeb@yahoo.com.my,EASY TECHNOLOGY INDUSTRIES SDN BHD,'2017-08-02,"21, JALAN BULAN U5/3 BANDAR PINGGIRAN SUBANG SHAH ALAM 40170 SELANGOR",016 - 2601921
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4341&sid=C7A8FC6FF542660166E7365E2D063F0D,teosoonhuat@leeselangor.com.my,LEE RUBBER (SELANGOR) SDN BHD,'2017-08-02,28TH FLOOR WISMA LEE RUBBER JALAN MELAKA  50100 KUALA LUMPUR,03 - 26912077
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3240&sid=5941FCFCE8A5D90FDAD9F561672497F6,kloffice@micromagna.com.my,MICROMAGNA ENGINEERING SDN BHD,'2017-08-02,"B-07-08 & 07-09, PERDANA SELATAN TAMAN SERDANG PERDANA (SECTION 1) SRI KEMBANGAN 43300 SELANGOR",03 - 89418311
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34070&sid=D336487A55B936054B10E3813B98EA94,konwa@konwa.com.my,KONWA INDUSTRIAL SEWING MACHINE (M) SDN BHD,'2017-08-02,"LOT 11 & 13, JALAN 51/201 OFF JALAN TANDANG, SECTION 51 PETALING JAYA 46050 SELANGOR",03 - 77881111
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13358&sid=032C2DF541F1DD7DD13D75D64B658B03,eight.solutions@gmail.com,EIGHT SOLUTIONS SDN BHD (FORMERLY KNOWN AS SIGNAGE HUB SDN BHD),'2017-08-02,"LEVEL 6, MENARA CITY ONE LETTER BOX P6-01 3, JALAN MUNSHI ABDULLAH 50100 KUALA LUMPUR",03 - 77815591
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15715&sid=258890FA84CA022FD282CF69ED3C1C75,lim@jintai.com.my,JINTAI (M) SDN BHD,'2017-08-02,"11-1, JALAN PUTERI 4/1, BANDAR PUTERI PUCHONG PUCHONG 47100 SELANGOR",03 - 80681888
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11157&sid=39C653076C65E06AC8D5AF9943E8F8C6,cwwan@pd.jaring.my,QLT EXCEL TECHNOLOGIES SDN BHD,'2017-08-02,55-1 PERSIARAN BAYAN INDAH BAYAN BAY 11900 PULAU PINANG,04 - 6406777
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9492&sid=9C8061E58CA621B758E1C7DB14B52ACA,dsme_engineering@yahoo.com,DSME ENGINEERING SDN BHD,'2017-08-02,"12, JALAN INDUSTRI MAS TAMAN MAS PUCHONG 47100 SELANGOR",016 - 2080171
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10174&sid=28A47AA8B305B2B7E00794DD57E1BBB7,megafasb@tm.net.my,MEGA FOOD AUTOMATION SDN BHD,'2017-08-02,"11A, JALAN TPP 5/7 TAMAN PERINDUSTRIAN PUCHONG SECTION 5, PUCHONG 47100 SELANGOR",03 - 80606518
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6535&sid=ABE17101A0113E9B4C7D38547719C471,tcemfgsb@tm.net.my,TCE MANUFACTURING SDN BHD,'2017-08-02,"39, LRG PERUSAHAAN RINGAN JURU SATU, JURU BUKIT MERTAJAM 14100 PULAU PINANG",04 - 5073722
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15766&sid=DB35EE1C0BABDC548054EDE95FFB6FE2,info@smartfilter.com.my,SMART FILTER SDN BHD,'2017-08-02,"45, LORONG INDUSTRI RINGAN SATU KAW PERINDUSTRIAN RINGAN JURU SIMPANG AMPAT 14100 PULAU PINANG",04 - 5023506
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12317&sid=F2C77459D4ABC9FCBE4068A526855A51,jvs_m@hotmail.com,JVS (M) SDN BHD,'2017-08-02,"27-1, JALAN LAKSAMANA 5 TAMAN SENTOSA TAIPAN KLANG 41200 SELANGOR",03 - 51616897
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13658&sid=DD2F1AD6C7630F6125978D5E70332895,cklau@uwcholdings.com,UWC AUTOMATION SDN BHD,'2017-08-02,"797, JALAN PERINDUSTRIAN BKT MINYAK 7 MK 13, KAW PERINDUSTRIAN BKT MINYAK BKT MERTAJAM, SEBERANG PERAI TENGAH 14000 PULAU PINANG",04 - 5078086
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4777&sid=6A133DD1543D759A536315F6FC016E3B,ihmsb@po.jaring.my,IKLIM HARDWARE & MACHINERY SDN BHD,'2017-08-02,"23, JALAN 8/91 TAMAN SHAMELIN PERKASA CHERAS 56100 KUALA LUMPUR",03 - 92848333
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8151&sid=A99F33B1A99D85F85FC7BE31E8D1E45D,info@malift.com,MALIFT SDN BHD,'2017-08-02,"6, JALAN TPP 6/8 TAMAN PERINDUSTRIAN PUCHONG PUCHONG 47100 SELANGOR",03 - 80626681
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14839&sid=0F244095C71FBC0E456EEF5A93141B9E,joshualiew@lhltrading.com,LHL TRADING SDN BHD,'2017-08-02,"103, JALAN PUTERI 5/3 BANDAR PUTERI PUCHONG 47100 SELANGOR",03 - 80614480
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34406&sid=8D675672D295133901B19913260CAB4F,jimmytan@bgrw.com,BGRW GIFTS AND PREMIUMS SDN BHD,'2017-08-02,"52, JALAN PJU 1A/ 16 ARA DAMANSARA PETALING JAYA 46050 SELANGOR",03 - 78425990
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15796&sid=1E7E2EEAD8CBF140D1C00E3594839926,sanc@streamyx.com,SAN CREATIVE (M) SDN BHD,'2017-08-02,"6, JALAN PKNK 3/7 KAW PERUSAHAAN LPK TAMAN RIA JAYA, SG PETANI 08000 KEDAH",04 - 4481100
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15762&sid=4499FD8ACDD31E6528CA43766D4B46AE,wyfans@streamyx.com,WING YIP FANS SDN BHD (FORMERLY KNOWN AS WING YIP TRADING & SERVICES SDN BHD),'2017-08-02,"98, JALAN MERAK BANDAR PUCHONG JAYA PUCHONG 47100 SELANGOR",03 - 80702364
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7459&sid=FF684AEFC29E935D0D348312116A9007,export@easypack.com.my,EASY PACK EXPORT ASIA SDN BHD,'2017-08-02,"PLOT 210A, JALAN PERINDUSTRIAN BKT MINYAK 6 KAW PERINDUSTRIAN BKT MINYAK SEBERANG PERAI TENGAH 14000 PULAU PINANG",04 - 5019892
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15910&sid=C33899582BB8B0526C8A391B77222656,lockbindsystem@yahoo.com,LOCK BIND SYSTEM SDN BHD,'2017-08-02,"31, JALAN BS 11/6 TAMAN BKT SERDANG SERI KEMBANGAN 43300 SELANGOR",03 - 89421031
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=30570&sid=2F69DE726223DA82FE145A7A1760EC87,teoh.meng@gmail.com,PRIMA ENGINEERING & TRADING,'2017-08-02,"58, JALAN SG PUTUS 65 KAW 19 KLANG 41400 SELANGOR",013 - 2385561
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15920&sid=7CC0CA8C7A111FD87585031F22B30912,atc@po.jaring.my,ATC INDUSTRIAL AUTOMATION (ASIA PACIFIC) SDN BHD,'2017-08-02,"17, JALAN TPP 1/1A, TAMAN INDUSTRI PUCHONG 12TH MILE, JALAN PUCHONG PUCHONG 47100 SELANGOR",03 - 80607788
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7441&sid=D1A9054CCCE225463596DE7E31F69967,qltp@qlt.com.my,QLT PRECISION ENGINEERING SDN BHD,'2017-08-02,"307-H, JALAN BATU MAUNG BAYAN LEPAS  11960 PULAU PINANG",04 - 6265463
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=30569&sid=7F04FF220D974F0970E933C7738BA618,multi@mtd-i.com,MULTI TECHNOLOGIES DYNO SDN BHD,'2017-08-02,"29, 31 & 33, JALAN CANGGIH 5 TAMAN PERINDUSTRIAN CEMERLANG ULU TIRAM 81800 JOHOR",07 - 8632318
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14660&sid=7A3124C8440FEC0F47D17D46FB51E576,sales@ocmeritplastic.com,OCMERIT INDUSTRY SDN BHD,'2017-08-02,"25, LORONG JALA 14/KS 10 TELOK GONG PORT KLANG 42000 SELANGOR",03 - 31341633
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36553&sid=27D08978699B92FA832DC56E2C4BBBBA,info@codar.com.my,CODAR (M) SDN.BHD.,'2017-08-02,"NO.1, JALAN BP 5/5 BANDAR BKT PUCHONG  47120 SELANGOR",03 - 80602988
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31097&sid=00DE05CB93BA732959E122A45C62ACCC,cfsee@harvest.com.my,HARVEST ENGINEERING HARDWARE SDN BHD,'2017-08-02,"A115, JALAN TUANKU DUA TAMAN SALAK SELATAN JALAN SG BESI 57100 KUALA LUMPUR",03 - 79834644
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31317&sid=0C43DE359EA3E834635F80EE15F176F6,csting@lithochem.com.my,LITHOCHEM SDN BHD,'2017-08-02,"21 & 22, JALAN KIP 11 TAMAN PERINDUSTRIAN KIP SRI DAMANSARA 52200 KUALA LUMPUR",03 - 62759688
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=30666&sid=7A80973B18157E0C99FC55F927C5AD1A,sunyfoil@streamyx.com,POLYSTRA GRAPHIC ARTS SDN BHD,'2017-08-02,"12 & 14, JALAN 2/108C TAMAN SG BESI SG BESI 57100 KUALA LUMPUR",03 - 79814128
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6462&sid=6D3B1670EC4B3941DD4969A2D99340A2,msfan@autocast.com.my,AUTO CAST SDN BHD,'2017-08-02,"LOT 1-56, PT 3420 JLN PERINDUSTRIAN MAHKOTA 11 TMN PERINDUSTRIAN MAHKOTA MUKIM BERANANG 43700 SELANGOR",03 - 92219913
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15133&sid=DDD9018BBB40F7EBDC0EB2DA49D6D495,lsh_myware@yahoo.com,LOO SEK HOW HOLDINGS SDN BHD,'2017-08-02,"28, JALAN KASKAS 2 TAMAN CHERAS, 5TH MILE JALAN CHERAS 56100 KUALA LUMPUR",03 - 91312561
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14737&sid=AD58D0AEF4D2996565EAAD9AFEA80330,proheat@tm.net.my,PROHEAT TREATMENT PRECISION SDN BHD,'2017-08-02,"9, JALAN 2/2A, LI FOONG INDUSTRY ESTATE TAMAN INDUSTRI SELESA JAYA BALAKONG 43300 SELANGOR",03 - 89614863
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33573&sid=530D17D3F951FBDD1BC7725F347D2830,lslee@autofill.com.my,AUTOFILL MANUFACTURING SDN BHD,'2017-08-02,"10, JALAN 3 TAMAN PERINDUSTRIAN SINARAN JALAN MERSING, KLUANG 86000 JOHOR",07 - 7877167
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3658&sid=A5CC544F26A71334A5EA4BB0C346DC36,enco@enco.com.my,ENCO SYSTEMS SDN BHD,'2017-08-02,LOT 43 RAWANG INTEGRATED INDUSTRIAL PARK RAWANG 48000 SELANGOR,03 - 60913223
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14150&sid=3BDFECEDEC4E33E5A147888C4ED335C6,hyper39@tm.net.my,HYPER-CRANE & HOIST SYSTEMS (M) SDN BHD,'2017-08-02,"6, LOT 39, JALAN TELUK MILE 10 4 1/2 MILE, JALAN KEBUN KLANG 41000 SELANGOR",03 - 51613384
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35547&sid=AF957CEE7B1460E8D291C8F8B50A2216,ira@qtec.com.my,QTEC TECHNOLOGIES SDN BHD,'2017-08-02,"3637, JALAN ANGKASA NURI 1 TAMAN ANGKASA NURI DURIAN TUNGGAL 78000 MELAKA",06 - 3342918
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12159&sid=ACACEE815EB5821AD5672694B389154E,metfab@gmail.com,METFAB ENGINEERING SDN BHD,'2017-08-02,"101-M, LINTANG KG JAWA BAYAN LEPAS  11900 PULAU PINANG",04 - 6441102
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9925&sid=66FAD8309D6E9417AF4EAEC5AF8D40E9,purchase@cnym.com.my,CNY CASTING MANUFACTURER SDN BHD,'2017-08-02,"16 & 18, JALAN APOLLO U5/188 BANDAR PINGGIRAN SUBANG SHAH ALAM 40150 SELANGOR",03 - 78458318
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8943&sid=9F46DBF7B360ABBB972D8C25B81F6D49,toyomi@msmmgroup.com,TOYOMI (M) SDN BHD,'2017-08-02,"1909, JALAN KPB 5 TAMAN PERINDUSTRIAN KG. BARU BALAKONG  43300 SELANGOR",603 - 89613373
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35886&sid=AEB932EFEC0C7FBE57AA35B2F1BA5643,inquiry@xspec.com.my,XSPEC TECHNOLOGY SDN BHD,'2017-08-02,"8, JALAN INDUSTRI USJ 1/8 TAMAN PERINDUSTRIAN USJ 1 SUBANG JAYA 47600 SELANGOR",03 - 80231161
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10625&sid=52FB38D953A944652F97EA220E15D391,sales@megamach.com,MEGATECH MACHINERY (M) SDN BHD,'2017-08-02,"6 & 8, LORONG ASASJAYA 2 ASASJAYA LIGHT INDUSTRIAL ESTATE BKT MINYAK, SEBERANG PRAI TENGAH 14100 PULAU PINANG",04 - 5871371
