EMAIL,DATE_SCRAPED,HREF,CONAME,BIZADD,FAILMSG,TEL 
polian@tm.net.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8691&sid=1FB826229F3BBB5DE434E72E51D189A7,POLIAN AUTO SUPPLY (M) SDN BHD,"114 & 115, TAMAN CITY JALAN KUCHING  51200 KUALA LUMPUR",,03 - 62510366
info@faderauto.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5719&sid=5F721432954A95B8025EA08EA29E14F3,FADER AUTOPARTS SUPPLY SDN BHD,"LOT 1858 JALAN GOH HOCK HUAT KG SUNGAI PINANG, KLANG 41400 SELANGOR",,03 - 33422788
visb@tm.net.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11535&sid=CCFDDA31F7CCD97EA785BB33ACD3BF34,VALIANT INDUSTRIES SDN BHD,"23 JLN SONGKET TMN MAZNAH, KG JAWA KLANG 41000 SELANGOR",,03 - 33743226
admin@helcom.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10532&sid=3F7BCB0F20FCE3B7410BDD23A4135774,HELCOM ENGINEERING CORPORATION SDN BHD,"15, JALAN ASTAKA U8/83 SEKSYEN U8, BKT JELUTONG INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR",,03 - 78439000
tenoxgroup@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10158&sid=E5BD688DEF2BE38270FA10064686F96A,TENOX HI-TECH (M) SDN BHD,"B1 - B2, BENGKEL MARA KAW PERINDUSTRIAN CENDERING KUALA TERENGGANU 21080 TERENGGANU",,09 - 6174752
nekcaracc@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35931&sid=6E083A1F2E868C811CB057F90C045D7E,HH ACCESSORIES TRADING,"11, JALAN CAHAYA 15 TAMAN CAHAYA AMPANG 68000 SELANGOR",,03 - 92002812
ahsb@autolivhirotako.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10646&sid=627D10B3A9FBF2791DF17963489D6607,AUTOLIV HIROTAKO SDN BHD,"LOT 1989, LEBUH TANMING TMN TANMING JAYA JALAN BALAKONG, SERI KEMBANGAN 43300 SELANGOR",,03 - 89612020
vestech@streamyx.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3371&sid=7BE83432D3E6E3EEC367C4215A73E2E8,VESTECH ENGINEERING SDN. BHD,"LOT 65546, 8 MILE JALAN TAMBUN ULU KINTA 31150 PERAK",,05 - 5332385
srimsgrp@streamyx.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15177&sid=3F0E26C2B60BC402BA864D99DF2671BB,SRI MS CAR SDN BHD,"7-6, 6TH FLOOR JALAN USJ 9/5Q, SUBANG BUSINESS CENTRE SUBANG JAYA 47620 SELANGOR",,03 - 80251818
tsswee@procrystal.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13348&sid=C54166AF5A8961391A32945BF2361AD3,PROCRYSTAL BRANDS (M) SDN BHD,"G-29 & 1-29, JALAN DESA CAHAYA 11 TAMAN DESA BKT CAHAYA CHERAS 56100 KUALA LUMPUR",,03 - 91056380
mareca_mc@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7189&sid=21D8070B1374A3053ECB6D15323D576D,MARECA RESOURCES SDN BHD,"LOT 4.67, 4TH FLOOR KOMPLEKS DESA, JALAN KEPONG KEPONG 52100 KUALA LUMPUR",,03 - 62776650
admin@nsfdynamic.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10282&sid=82F297A9727E2D65A92843289EB3A7D0,NSF DYNAMIC CORPORATION SDN BHD,"830, BLOCK B2, LEISURE COMMERCE SQUARE 9, JALAN PJS 8/9 PETALING JAYA 46150 SELANGOR",,03 - 78774832
chris@klimex.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15828&sid=E4D3F6CFF23381827DF0281AFFA276E9,KLIMEX ENTERPRISES SDN BHD,"17, JALAN 2/118C DESA TUN RAZAK  56000 KUALA LUMPUR",,03 - 91724222
info@eagleeyes-asia.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=32176&sid=4AD00A0222C1F80B048B0DD836DC9B7D,EAGLE EYES AUTO LAMPS CENTRE SDN BHD,"12A, JALAN CANTIK SATU TAMAN PELANGI INDAH ULU TIRAM 81800 JOHOR",,07 - 8636048
iebgroup@tm.net.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15707&sid=EB0E2AFE0C160F0AD0593EE7CD1808B9,INGRESS PRECISION SDN BHD( FORMERLY KNOWN AS PRIVILEGED DISCOVERY SDN BHD),PT 2476 KAWASAN PERINDUSTRIAN NILAI P.O. BOX 45 NILAI 71807 NEGERI SEMBILAN,,06 - 7995599
luckychemsb@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=30754&sid=6EE37C8A7C00A7F507C40ADF99E08AD6,LUCKY CHEM SDN BHD,"36, JALAN KAJANG MEWAH 15 TAMAN KAJANG MEWAH  43000 SELANGOR",,03 - 87341306
nik.rahimah@igtecsb.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14952&sid=A0DE3D6519D149E5589F1B0E56F37C7E,IG TECHNOLOGIES SEA SDN BHD,"UNIT C305, WEST TOWER, WISMA CONSPLANT 1 2, JALAN SS 16/4 SUBANG JAYA 47500 SELANGOR",,03 - 56380411
zorcs888@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12444&sid=B8BE1B2E98E15E80C6155E036AEC2B6D,EH MOTOR CREDIT SDN BHD,"LOT 3, T.B.G. 646 PANDAMARAN PORT KLANG 42000 SELANGOR",,03 - 31670085
mumthaz@panglima.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14861&sid=1477261A164763B135DCC834CFC77948,PANGLIMA ACES SDN BHD,"LOT C12A, JALAN AMPANG UTAMA 1/1 OFF JALAN AMPANG  68000 SELANGOR",,03 - 42576699
bhlcsb@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10922&sid=52E341826F44F5C4193EF6E2471A5EE4,BAN HIN LEONG & CO. SDN BHD,"LOT 5812, LORONG PERUSAHAAN UTAMA 2 BKT TENGAH BKT MERTAJAM 14000 PULAU PINANG",,04 - 5011362
pachiinternational@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33316&sid=ED809550456440AA2464C2C00FBE36EE,PACHI INTERNATIONAL CORPORATION SDN BHD,"11C, JALAN MAMANDA 7/1 AMPANG POINT AMPANG 68000 SELANGOR",,03 - 42514112
holyrubber@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12024&sid=607C8BCB473721BE65BE23D7A4044366,HOLY RUBBER INDUSTRIES SDN BHD,"LOT 3, JALAN UTARID U5/14 SECTION U5, SHAH ALAM  40150 SELANGOR",,03 - 78459102
faridhd@sapuraindustrial.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11537&sid=7F28656B7EF69DE64074A7136B1EE85C,ASIAN AUTOMOTIVE STEELS SDN BHD,"LOT 2 & 4, JALAN P/11, SECTION 10 KAW  PERINDUSTRIAN BANGI BANDAR BARU BANGI 43650 SELANGOR",,03 - 89256011
gankaka_impro@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14362&sid=49806CF91157E82A38227B3A143E8766,GANKAKA IMPRO SDN BHD (FORMERLY KNOWN AS GANKAKA RESOURCES SDN BHD),"LOT 233, KAW PERINDUSTRIAN BKT RAMBAI BKT RAMBAI  75250 MELAKA",,06 - 3513032
aipsb@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11796&sid=C78F437119469A5EE4DDCFB47444D8F8,ANJUNG INDUSTRI (PENANG) SENDIRIAN BERHAD,"64, LORONG ASAS JAYA 7 KAW PERINDUSTRIAN RINGAN ASAS JAYA PERMATANG TINGGI, SEBERANG PRAI TENGAH 14000 PULAU PINANG",,04 - 5872193
sales@torco.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6553&sid=10E266884A4F528E9849419CCF3FFE5D,TORCO TRADING SDN BHD,"LOT 20, JALAN KUANG BULAN KAW PERUSAHAAN RINGAN TAMAN KEPONG 52100 KUALA LUMPUR",,03 - 62776536
venuscma@yahoo.com.sg,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9432&sid=936D43B0F0BE6D352B22845C315FFC71,CARMARK AUTOMOTIVE SDN BHD,"20, JALAN BELADAU 20 TAMAN PUTERI WANGSA ULU TIRAM 81800 JOHOR",,07 - 8675330
btlee@tepat.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10601&sid=8579F41D63E7287B4E1518E7442E8004,STREAMING MOBILE TECHNOLOGY,"M2C/24, LEVEL 2 JALAN PANDAN INDAH 4/1A PANDAN INDAH, CHERAS 55100 KUALA LUMPUR",,03 - 42946436
hcgan@firmar.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9475&sid=A9A4FEC8DB48FDE1A9991577A4C2F9A4,FIRMAR PLASTIC INDUSTRIES SDN BHD,PLOT 323 SUNGAI PETANI INDUSTRIAL ESTATE SUNGAI PETANI 08000 KEDAH,,04 - 4411777
graciousventure@mail2world.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37106&sid=3337E63E98C4FC729C8372627343DA20,GRACIOUS VENTURE SDN BHD,"SUITE 26-3-2 JALAN 4/50, BLOCK F, DIAMOND SQUARE OFF JALAN GOMBAK 53000 KUALA LUMPUR",,03 - 40244570
esther@localbasic.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34626&sid=D3ADE833CEBD624F09B6A17A5C31CEEB,LOCAL CASTING SDN BHD,"9, LENGKOK NIP 1/1 TAMAN INDUSTRI NUSAJAYA 1 NUSAJAYA 80800 JOHOR",,07 - 2773588
gspco@po.jaring.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4138&sid=D37C3F9E59513CA2BEFD99244EBBC393,CSP CORPORATION (M) SDN BHD,20-B JALAN SEGAMBUT   51200 KUALA LUMPUR,,03 - 40419416
crc@mycronsteel.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15549&sid=8A22EE2E38A8AEF77E30072053F95341,MYCRON STEEL CRC SDN BHD,"SUITE 20.03 20TH FLOOR, MENARA MAA 12, JALAN DEWAN BAHASA 50460 KUALA LUMPUR",,03 - 21413060
enquiry@polyaire.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13201&sid=7105E434591C365982DAECDA02F3100E,POLYAIRE ENGINEERING SDN BHD,"B15G DATARAN PALMA, JALAN SELAMAN 1 TAMAN DATO' AHMAD RAZALI AMPANG 68000 SELANGOR",,03 - 42705118
speedytarget01@yahoo.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37393&sid=B5914646B55C6B37A81357351F5154AC,SPEEDY TARGET SDN BHD,"19-1B,JALAN UP 1/2 TAMAN UKAY PERDANA AMPANG 68000 SELANGOR",,03 - 41026482
faridhd@sapuraindustrial.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10900&sid=C0C8D20828FC5B37D675C761CDA58434,SAPURA BRAKE TECHNOLOGIES SDN BHD,"LOT 1 & 3, JALAN P/14 SECTION 10, KAW PERINDUSTRIAN BANGI BANDAR BARU BANGI 43650 SELANGOR",,03 - 89263610
faridhd@sapuraindustrial.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11648&sid=6440F69AC29D8BB74AFFD41D40E17F41,SAPURA AUTOMOTIVE INDUSTRIES SDN BHD,"LOT 598 KAW PERINDUSTRIAN PKNS PANDAMARAN, PORT KLANG 42000 SELANGOR",,03 - 89263610
faridhd@sapuraindustrial.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10901&sid=47DAC9559B3A66B43C8FEB9FE54C8752,SAPURA MACHINING CORPORATION SDN BHD,"11, JALAN P/1, SECTION 13 KAW PERINDUSTRIAN BANGI BANDAR BARU BANGI 43650 SELANGOR",,03 - 89263610
gms@goldmedalseries.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33279&sid=BBD55FEBDB9F4DA87FB864CD13B30AFB,GOLDMEDAL SERIES SDN BHD,"LOT 3998, JALAN 6/2A TAMAN INDUSTRI SELESA JAYA BALAKONG 43300 SELANGOR",,03 - 89614848
rachel.cheah@ultraracing.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=38445&sid=6CB17E8F836933707715E33AB84641BF,ULTRA RACING (M) SDN BHD,"25, JALAN BKT PERMAI UTAMA 3 TAMAN INDUSTRIAL BKT PERMAI  56100 KUALA LUMPUR",,03 - 42804213
rnsmarketing@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12121&sid=37E3A518972BECF1A2DA3F0B246B5AD5,RNS MARKETING,135 JALAN JASA OFF JALAN HAJI SIRAT KLANG 42100 SELANGOR,,03 - 33426328
kkyeaw@cooltecindustries.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37862&sid=5296F76D8D36EB0125EE822617A9BA8A,COOLTEC MARKETING SDN BHD,"45, JALAN SESAMA TAMAN PERUSAHAAN RINGAN BATU CAVES 68100 SELANGOR",,03 - 61869969
azhar@hidsb.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14118&sid=A40FB8F12F32AC79666D359FB130BAD1,HICOM DIECASTINGS SDN BHD,"LOT 16, JALAN SEMANTA 27/91 SECTION 27 SHAH ALAM 40000 SELANGOR",,03 - 51018000
lowjimmy@hotmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41349&sid=D9DDCFAA93C0DED85DED0DEB53D45820,MICROTECH MANUFACTURING SDN BHD,"PT76, KAW INDUSTRIAL KECIL MILE 23, SG. BAKAU RAWANG 48000 SELANGOR",,03 - 60933327
wong_pc@schwenhan.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13918&sid=24B5BCD9E03315A8D600DA4B8F4FE6FB,SCHWENHAN SDN BHD,33 JALAN TUN RAZAK  50400 KUALA LUMPUR,,03 - 90563527
info@gmt.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2225&sid=37CB6818DDF5DE23C65E6EE0F2097B31,GUMMI METALL TECHNIK (M) SDN.BHD,LOT 363 KUALA KANGSAR INDUSTRIAL ESTATE KUALA KANGSAR 33000 PERAK,,05 - 7761742
artux786@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41609&sid=8C40F20DB1FC472D5E21483DB70AEC30,TIME VECTOR,WISMA KODANA D8-10 BLOK D8 PUSAT PERDAGANGAN DANA 1 JALAN PJU 1 4/46 PETALING JAYA 47301 SELANGOR,,03 - 78436999
hbsuper@hotmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9268&sid=744EAE0CDA76BA3E606600E4DE22EF28,H.B SUPER INDUSTRIES SDN BHD,"KM 30, JALAN KOMPLEKS JKR, OFF JALAN TUARAN P.O.BOX 878 TUARAN 89208 SABAH",,088 - 793668
kentng23@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7785&sid=B11EA7B98EF773651F3FAC910285CE6C,MULTIGUARD PETROLEUM (M) SDN BHD,"41-A, JALAN U19/1 SECTION U19, TAMAN MEDAN MAS SG BULOH 40160 SELANGOR",,03 - 61412928
engjaya@ejmcorp.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4984&sid=47FF3617B2F2CFA89E5AB2BA35CED72A,ENGJAYA MARKETING SDN BHD,"2, LOT 1-82, JALAN TTC 2 CHENG INDUSTRIAL ESTATE CHENG 75250 MELAKA",,06 - 3355228
info@works-engineering.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31328&sid=8EDCBF2391FB5E72D52FA755AFBF100C,US TECHNOLOGY PROJECT SDN BHD,"3, JALAN PERMAS 9/9 BANDAR BARU PERMAS JAYA MASAI 81750 JOHOR",,607 - 3881811
josephine@demakmotor.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13131&sid=606C8BE2D0FC83A55DE604FB90CEA59C,DNC ASIATIC HOLDINGS SDN BHD,"LOT 801, BLOCK 7, MTLD DEMAK LAUT INDUSTRIAL ESTATE KUCHING 93400 SARAWAK",,082 - 433269
khair@hicom-engineering.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2325&sid=A992225A3327C8301B59AE2023D82C88,HICOM ENGINEERING SDN BHD,"1,  JALAN JIJAN 28/35 SECTION 28 SHAH ALAM 40400 SELANGOR",,03 - 51912000
mohammad@raziglobal.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14946&sid=4C2E2B53FC541858F0480FC1F2718D10,RAZI-GLOBAL WORLDWIDE SDN BHD,SUITE (F) 20TH FLOOR BANGUNAN ANGKASARAYA JALAN AMPANG 50450 KUALA LUMPUR,,03 - 20704120
srspec09@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6366&sid=477040798C7B2A910A9A8FC17CA30147,SPECTRUM INNOVATIVE PRODUCTS (M) SDN BHD,"15, JALAN PH2/4 TAMAN PUCHONG HARTAMAS PUCHONG 47100 SELANGOR",,03 - 80628115
ycboon@gallantgroup.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7278&sid=D06539090235B711C3F5945E3336C461,GALLANT AUTOMOTIVE INDUSTRIES (M) SDN BHD,"LOT 1899, 13TH MILE JALAN BALAKONG SERI KEMBANGAN 43300 SELANGOR",,603 - 89612136
shinyo33@streamyx.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11303&sid=DBE552EA16B252BD56114099A804EA8D,SHINYO TECHLINK INTERNATIONAL SDN BHD,"24, JALAN TPP 1/16 TAMAN PERINDUSTRIAN PUCHONG 12TH MILE, PUCHONG 47100 SELANGOR",,03 - 80602771
kslee@gml.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15469&sid=52B00C6851C31EDE2F5C7C510CDE48BC,GEMILANG COACHWORK SDN BHD,"PTD 42326, JALAN SEELONG MUKIM SENAI SENAI 81400 JOHOR",,07 - 5996666
vcnity@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36092&sid=CC1DF82E1E339F4C79BCF97FC4CE4F12,VICINITY MICROPOWER SDN BHD,"84, PENGASAH 3 3 1/2 MILE, OFF JALAN KAPAR KLANG 42100 SELANGOR",,03 - 32919290
sales@retroetech.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13539&sid=9F7D3D5E3DD591CAD05C0A1A96AFCC48,RETRO ETECH MANUFACTURING SDN. BHD.,"48, JALAN ANGGERIK MOKARA 31/47 KOTA KEMUNING SHAH ALAM  40460 SELANGOR",,03 - 51229689
lily@x1r.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42657&sid=228E8AE7534C7DDBB30EE00A8B3247CB,X1R GLOBAL SDN BHD,"SUITE 10.4, MENARA GREAT EASTERN 303, JALAN AMPANG  50450 KUALA LUMPUR",,03 - 42603852
proglobalsb@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10786&sid=B1F397A44DB18F425AADBF531CA839EB,PROGLOBAL SDN BHD,"SUITE 1, 1ST. FLOOR, WISMA LEOPAD 5, JALAN TUN SAMBANTHAN  50470 KUALA LUMPUR",,03 - 22746577
admin@witeknik.org,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13911&sid=EF4D853F1E9AD3419C47F572593A2AAA,W.I. TEKNIK SDN BHD,"BLOCK B-02-06, PERDANA SELATAN SERDANG PERDANA SERI KEMBANGAN 43300 SELANGOR",,03 - 89480245
steven.fong@optosem-tech.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8318&sid=4ED0E43BBD3DC54698F17BFAFB3978E6,OPTOSEM TECHNOLOGIES SDN BHD,"15, JALAN FIRMA 1 KAW PERINDUSTRIAN TEBRAU 1 JOHOR BAHRU 81100 JOHOR",,07 - 3531953
simwc@dmi.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2319&sid=9A6EC4C762E168CC34CC8D365BFFED3D,SIMEX MARKETING SDN BHD,4 JALAN TANDANG PETALING JAYA 46050 SELANGOR,,03 - 77818833
thsam@hotmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43258&sid=C92003DC0884560F6006AECB85611FF8,TUNGLIP PRECISION INDUSTRY SDN BHD,"8, JALAN BUDI 3 TAMAN WAWASAN PERINDUSTRIAN  83000 JOHOR",,07 - 4288441
unifiber@tm.net.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12910&sid=AB0A337F013DE737A80941A2BDDB5F4D,UNIFIBER COMPOSITE TECHNOLOGY SDN BHD,"LOT 92, JALAN SG BAKAU 23TH MILE, JALAN BATU ARANG RAWANG 48000 SELANGOR",,03 - 60922231
mawarjaya_ent@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15913&sid=5A9358B78272856F741262B4905A4670,MAWAR JAYA ENTERPRISE,"1-0-C, BLOK 1, SD APARTMENT PERSIARAN MERANTI BANDAR SRI DAMANSARA 52200 KUALA LUMPUR",,03 - 62734084
nafaa_eng@yahoo.co.uk,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36844&sid=C81A50F074000243A64025356FCA04E0,N.A.F.A.A ENGINEERING SDN BHD,"SUITE 5-9,5TH. FLOOR,MARA COMPLEX JALAN DATO PATI KOTA BHARU 15000 KELANTAN",,012 - 2005279
ls_moulding@yahoo.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10100&sid=F5F32E334BEC72ABBD599C4FEC92FA28,L.S. MOULDING ENTERPRISE (M) SDN BHD,"11, JALAN TANMING 4 TAMAN TANMING JAYA BALAKONG 43300 SELANGOR",,03 - 89613486
chong@qltech.biz,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43348&sid=B889926C7621D61D15C79C8740FD5443,QL TECH MALAYSIA SDN BHD,"PLOT 114 & 114A, PESARA KAMPUNG JAWA BAYAN LEPAS INDUSTRIAL ESTATE, PHASE III, NFTZ BAYAN LEPAS 11900 PULAU PINANG",,04 - 6412877
tpyeoh88@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15783&sid=4931A4B84F3B10DB51F860C3F5854342,SAVE COST AUTO ACCESSORIES SDN BHD,"75 & 76, MERGONG INDUSTRIAL PARK LORONG PERAK 22, JALAN GANGSA ALOR SETAR 05150 KEDAH",,04 - 7314308
investordesk@ingresscorp.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4581&sid=5D306BC51FC1EA19D58AB55392EB4290,INGRESS ENGINEERING SDN BHD,"PT 2475-2476, KAW PERINDUSTRIAN NILAI P.O. BOX 45 NILAI 71807 NEGERI SEMBILAN",,06 - 7995599
victor@gky.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10949&sid=96566FDB5EF9CC653E4A62359AC1F506,GKY MACHINERY (M) SDN BHD,"1, JALAN FIRMA 1/5 KAW PERINDUSTRIAN TEBRAU 1 JOHOR BAHRU 81100 JOHOR",,07 - 3522699
mys_h@streamyx.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7571&sid=A91FCD4ACDB1B8B6D8DA1F37C4C7B0B2,MYS HITECH (M) SDN BHD,"32, JALAN MERANTI JAYA 9 TAMAN MERANTI JAYA INDUSTRIAL PARK PUCHONG 47100 SELANGOR",,03 - 80605442
tm-auto@wawasantkh.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14190&sid=7D09B87F20008A649AACA7076C886162,TKH MANUFACTURING SDN BHD,"33, LORONG JALA 14/KS 10 TELOK GONG PELABUHAN KLANG 42000 SELANGOR",,03 - 31341168
benteng@aulis-auto.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51613&sid=7934F1F874E43224B4CA3933A1D3AC91,BENTENG MOTOR SDN BHD,"KM11, TUARAN ROAD INANAM  89357 SABAH",,088 - 388600
nizam_m@kesb.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44110&sid=EB322D859F868819D6C60ECE63D0D3D4,KESB MANUFACTURING SDN BHD,"22, JALAN SERULING 58 KAW 3, TAMAN KLANG JAYA KLANG 41200 SELANGOR",,03 - 33259703
sureserv@sureserv.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51611&sid=26CD60FCEF7CF69EBEE5BF49FBD5EA37,SURESERV ENGINEERING SDN BHD,"35, JALAN RADIN ANUM 2 BANDAR BARU SERI PETALING  57000 KUALA LUMPUR",,03 - 90586636
yong@smi-e.net,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53469&sid=4422C14C2E35E9346CF418FE2B8C55C1,SMI ELECTRIC AUTOMATION SDN BHD,"SMI ELECTRIC AUTOMATION SDN BHD NO.12-2,JALAN MERBAH 4, BANDAR PUCHONG JAYA 47170 SELANGOR",,03 - 80758889
