HREF,CONAME,EMAIL,PHONE,FAX,ADDRESS,PROFILE,FAILMSG 
http://www.thegreenbook.com/companies/beyond-builders-2005-pte-ltd/,Beyond Builders (2005) Pte Ltd,,+65  67486006,+65  67480606,Blk 1047 Eunos Ave 5B #01-08  S(409668),,
http://www.thegreenbook.com/companies/armorshield-holdings-pte-ltd-burn-road-/,Armorshield Holdings Pte. Ltd (Burn Road),,+65  62229230,+65  62220059,8 Burn Rd #12-08 Trivex S(369977),,
http://www.thegreenbook.com/companies/aja-enterprises-pte-ltd/,AJA Enterprises Pte Ltd,,+65  62732322,+65  62734355,48 Toh Guan Rd East #07-151 Enterprise Hub S(608586),,
http://www.thegreenbook.com/companies/absolute-tintz-pte-ltd/,Absolute Tintz Pte Ltd,,+65  67425137,+65  67492907,50 Ubi Ave 3 #01-07 Frontier S(408866),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Absolute Tin

t with technological advancement in 

Solar Film

 

Control

, 

Absolute Tint

 brings you the 

NEXT

 generation of 

High

 

Tech Solar Control Films

 with a special focus on high quality 

Solar Film

 with a service distinction.




Absolute Tint high tech films are designed and developed for maximum performance and durability to withstand the extreme temperatures and rejects vast amounts of direct sun exposure that industrial spaces receive on a daily basis, especially in tropical heat.


                                        
                                    ",
http://www.thegreenbook.com/companies/a-b-films-pte-ltd/,A & B Films Pte Ltd,,+65  63834567,+65  63834562,5 Kim Chuan Ter S(537028),,
http://www.thegreenbook.com/companies/integrate-pte-ltd/,,,+65 68979780,+65 68979738,120 Pioneer Rd #01-02 S(639597),,
http://www.thegreenbook.com/companies/hoi-kee-window-contractor/,,,+65 67627161,,44A Jln Lam Sam S(699392),,
http://www.thegreenbook.com/companies/first-access-international-pte-ltd/,First Access International Pte Ltd,,+65 68416645,+65 68415113,468 MacPherson Rd S(368185),,
http://www.thegreenbook.com/companies/fersina-s-pte-ltd/,,,+65 65464666,+65 65467600,9 Changi Sth St 1 S(486789),,
http://www.thegreenbook.com/companies/ferro-aluminium-f-e-pte-ltd/,Ferro Aluminium (F E) Pte Ltd,,+65 68630770,+65 68634008,7 Joo Koon Cres S(629024),,
http://www.thegreenbook.com/companies/fascina-pte-ltd/,,,+65  65464666,+65  65467600,9 Changi Sth St 1   S(486789),,
http://www.thegreenbook.com/companies/f3-interior-supply-pte-ltd/,F3 Interior & Supply Pte Ltd,,+65  68420455,+65  68420456,Blk 1074 Eunos Ave 6 #01-181 S(409630),,
http://www.thegreenbook.com/companies/enko-technology-pte-ltd/,Enko Technology Pte Ltd,,+65  67466238,+65  67457918,155 Kallang Way #01-12 Kallang Way Flatted Fty S(349244),,
http://www.thegreenbook.com/companies/doctor-doors-gallery/,Doctor Doors Gallery,,+65  65559111,+65  64813911,10 Admiralty St #01-90 North Link Bldg S(757695),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Doctor Doors Gallery

 is incorporated since 2006 with a vision to innovate safe and quality products for residential, commercial and industrial developments.




 




With just 7 years of industry experience, Doctor Doors Gallery has gradually emerge as a market leader in fabricating aluminium window grilles, wrought iron gates, tempered glass, glass panel and wooden doors. With our innovative ideas, we have conceptualised our products ranging from Combi Door to Glass Curtains to suit the constraint space at an affordable price.




 




We have also built a team of experienced and dedicated staff along the way, to provide solutions and quality service that exceeds our clients' expectations.




At Doctor Doors Gallery, any wrought iron product can be customised to meet the needs of clients. With a team of highly skilled artisans, only the best quality of wrought iron is produced, where high standards are constantly pursued. With a durable coating applied after fabrication, a lasting and rust-free piece is completed. Every stroke of paint is applied by hand, and hence, each piece of wrought iron is unique in terms of the brushing strokes and appearance.




In addition, durable, low maintenance, environmental-friendly, space-saving, functional and high quality carpentry work is produced daily, where meticulous details and flawless finishing are discovered in all of our products. Our designers and craftsmen use only premium materials, and coupled with their skills, even the smallest piece of product would be crafted and built to perfection. 




Through intense heating and rapid cooling, tempered glass is manufactured, which makes it harder and stronger than normal glass. Customisation works such as cutting, grinding and hole-drilling on the glass have to be done prior to tempering. With years of experience in both commercial and residential projects, we have helped many owners in beautifying their homes and stores by setting up tempered glass panels for places such as balcony and staircase railings, shower screens and many other customised designs.




Furthermore, our rubbish chutes are made from the finest stainless steel, and is fire, scratch and dent resistant. The air tight function helps to prevent odour and theft entry. On top of it all, it is resistant to corrosion of food and beverage, and comes with a flush design, with self-locking ability.




Consequently, with the invention of Combi Door, this is a combination of a gate with a door that open inwards, homes are made simpler. Only one key is required to open the door, yet all safety features are incorporated. The gate is made from solid iron while the customised laminated wooden door offers a modern look, with the option of fire-rated or non-fire-rated door. The in-house designed and manufactured hinge also helps to prevent burglary. The unique feature of the Combi Door which opens inwards helps to solve the problem of blocking walkways like the conventional gate. This is an extremely user friendly feature for the elderly and wheel-chair bound individuals.




Moreover, with the introduction of Combi Fold, there is an alternative to bedroom and bathroom doors. Combi Fold is scratch resistant and water proof, and can turn 180 degrees. By fully folding the door into half, a mechanism will unlock and the Combi Fold door can then be opened fully. Made from high compressed laminates and aluminium profile, it can be easily maintained. Available in 2 colours, the frame of the door can also be powder coated to a similar colour as the laminates.




With Doctor Doors Gallery being the sole distributor of Glass Curtains, unobstructed panoramic view can be enjoyed, where dust and pollution can be easily prevented, and is suitable for all kinds of weather. With the panels folding inwards allowing easy access, it is safe and easy to clean. Say goodbye to messy construction work and noise, and enjoy the outdoors or balcony in pure comfort. With Glass Curtains™, the space of your house is fully utilised, making it more spacious and beautiful.




At Doctor Doors Gallery, our products are built to ensure lasting enjoyment and pride.


                                        
                                    ",
http://www.thegreenbook.com/companies/adba-products-services-pte-ltd/,Adba Products & Services Pte Ltd,,+65 67731257,+65 67731258,67 Ayer Rajah Cres #02-04 S(139950),,
http://www.thegreenbook.com/companies/decorille-pte-ltd/,Decorille Pte Ltd,,+65  67496688,+65  67021051,8 premier @ kaki bt ave 4 #04-07 S415875),"
										


											


										


                                        


                                            
                                        


                                        


                                            

Decorille Pte Ltd

 has been in aluminium windows, doors, gates, grilles & related product manufacturing since inception in 1983. Our business motto is to establish long term relationship with valued customers by providing best professional service & advice, built on basis of trust. We provide to the best of our ability products & services with homeowners’ interest in mind and this belief is the honest business integrity we uphold.




We have the resources, industry know-how, knowledge & expertise to advice from planning, design, manufacture to installation. Our work team are experienced, coupled with well equipped factory, we are able to consolidate all works including quality control, deadline planning, etc. to undertake customized order, both for local & overseas. We are capable of handling logistics, export packaging, shipment, etc. for no hassle delivery.




Decorille provides technical advice/support & service back-up on our products. Importer,exporter,manufacturer of BestView™ Aluminum Windows,Doors,Invisible Grilles & glass related products.




Trademarks:Decorille™, CaiMen. BestView™ an innovative creation by Decorille Pte Ltd is the Only fully Open window/ door system offering combined slide & swing operability enabling Multi-function usage by pivot, NO friction stays.


                                        
                                    ",
http://www.thegreenbook.com/companies/a-grade-aluminium-metal-pte-ltd/,A Grade Aluminium & Metal Pte Ltd,,+65  67444555,+65  67446569,Blk 1085 Eunos Ave 7A #01-10 S(409535),,
http://www.thegreenbook.com/companies/a-decor-inc-pte-ltd/,A Decor Inc Pte Ltd,,+65  61001565,+65  65127749,Blk 6 Marsiling Ind Est Rd 1 #01-20 S(739275),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

A Deco Inc Pte Ltd

 is a ladder manufacturer specializing in a full range of custom made cat ladders, platform ladders and PSB tested ladders. We have fabricated cat ladders for Lift Pits, Sump Pits, Water Tanks, HDB and MRT. We also supply a series of PSB Tested Aluminium A Ladder, Fiberglass A Ladder, Fiberglass Single Pole and Double Extension Ladder that have been tested by PSB Singapore to have met the BS EN131 Pt 2007 requirements.

 Our other products include R Handles, Trap Door, Rubbish Chute Cover, Library Ladder, Safety Cage, Blanking Plate Door, Handles, Access to Ceiling, Wall Access Door, Ejector Pit Cover, Sump Pit Cover, Guard Rail, Casting Bracket, Standard Ladder, Bus Stop Chair, Letter Box.

 Shan Yang Wood Products Pte Ltd specializes in producing custom made doors for commercial and residential purposes. Our products include custom made doors, Timber Doors and Frames, Timber Windows, Timber Trellis and Screen, Fire rated Doors and Frames, Aluminium Doors and Frames, Timber Balustrades, Interior Finishing, Office Outfitting, Timber Cornices and Timber Moulding.

 GS Industries Pte Ltd manufactures and distributes Aluminium A Ladders, Single Pole Ladders, Extension Ladders, Family Ladders, Working Platform and Multifold Ladders. We also distribute Fiberglass A Ladders, Single Pole Ladders and Extension Ladders.


                                        
                                    ",
http://www.thegreenbook.com/companies/ric-marine-offshore-supplies-pte-ltd/,Ric Marine & Offshore Supplies Pte Ltd,,+65 62620006,+65 62660652,11 Second Chin Bee Rd S(618777),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Established in 1989, 

Ric Marine Pte Ltd

 is one of the top 5 biggest marine suppliers in Singapore. Our annual sales volume is SGD60 Million and we are proud to be ranked in Singapore 1000. As an ISSA member and certified by 

ISO9001:2008

, we always endeavor to provide our excellent service to the customer and we treat our reputation as our precious assets.




Our Business Scope comprises of:




1. Ship Supply / Ship Chandler




We supply hundreds of vessels monthly during their calls to Singapore and various China ports. Our worldwide customers are from Greece, Hong Kong, Japan, Taiwan, Singapore, UK, Switzerland, USA, Italy, and Turkey…etc. Our supply scope covers full range including Deck, Engine, Cabin, Electrical parts, Fresh and Dry Provision and bonded stores.




2 Manufacturer, Stockiest and Supplier for Zinc / Aluminum Anodes




We have our own factory in Singapore to produce all kinds of anodes. We also have our design force to provide professional positioning drawing for installation. Our anodes are famous for its quality and we also provide our excellent after sales services, thus we are the leading marine cathodic protection producer provider in Singapore.




3. Marine & Offshore Equipment Stockiest & Supply




To cater the need of shipyards for the new building projects, as well as the urgent need from the ship owners on the ship repairing projects, Ric Marine becomes a major stockiest and distributor for a series of marine and offshore equipment. Certain items, we keeps substantial stocks in Singapore, certain items we keep stock at China.




Further, due to our profound relationship with the Chinese marine equipment factory, we are proud to be the Exclusive Representative of a number of China factories in the following list of areas. We are able to offer the most competitive prices for the following items directly from the factories in China. Thus enable us to be one of the key suppliers to the new building projects in Singapore and regional countries. Our supply scope includes:




1) Deck Mooring Equipment

Anchor, Stud Link Anchor Chain, Stud Less Anchor Chain;

Deck Fittings: Mooring Pipe, Panama Chock, Bollards, Fairleads, Cross Bitts;

Chain Stoppers, Devil’s Claw;

Synthetic Ropes: PP, PP/PE Mixed, Nylon, Manila, Mooring Tails; (Korean and China)

Mooring Wires: Gal / Un-Gal steel wire rope, Stainless Steel Wire rope;

Container Lashing: Twist lock, Turnbuckle, Lashing Bar;




2) Deck Outfit Equipment

Marine Doors: Weather-tight, Watertight, Fire rated, Hydraulic Sliding;

Marine Windows: Welded Type, Bolt & Nut Type, Fire Rated, With Heating Elements;

Side Scuttles (Port Holes); Skylights;

Hatch Cover, Manhole Cover;

Accommodation Ladder, Embarkation Ladder, Pilot Ladder, Gangway;

Air Vent Head;

Zinc / Aluminum Anode; ICCP System, MGPS System;

Rubber Fender: D type, round type, W type, Cylinder Type, Wharf Fender;

Pneumatic / Foam Filled Rubber Fender;




3) Deck Machinery & Propulsion

Windlass, Winches, Capstan: Manual, Electric type, Hydro-electric type;

Cargo/Fuel Hose handling Crane, Provision Crane, Engine Room Crane;

Rudder, Rudder Stock;

Propeller Shaft assembly, Stern Tube, Shaft Boss;

Steering Gear;

Oily Water Separator, Sewage Plant;

Boiler, Water Heater;

Incinerator;




4) Life Safety Equipment

Total Enclosed Life Boat, Free Fall Lifeboat;

Rescue Boat, Fast Rescue Boat (FRC), MOB Boat, Work Boat;

Life Boat Davit: Gravity Type, Free Fall Lifeboat Davit, Platform Davit;

Life Raft, Life Buoy, Life Jacket;

Life Jacket Light, Life Saving Accessories;




5) Offshore Equipment

Drag Anchor;

Offshore Mooring Chain: R3, R3S, R4 Grade;

Mooring Buoy: Foam filled, steel type;

Clump Weight;

Major Casting & Forging Items According to Customer Design;




6) Other Equipment

Cable Ladder, Cable Tray;

Rock Wool, Wall Panel;

Bathroom Unit;

Rigging Hardware: Shackle, Turnbuckle


                                        
                                    ",
http://www.thegreenbook.com/companies/dura-metal-s-pte-ltd/,Dura-Metal (S) Pte Ltd,,+65  63562422,+65  63526766,Blk 1001 Jln Bt Merah #06-01/04  S(159455),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Dura-Metal stands out as an independent specialists – dedicated to doing it better than anyone else: developing superior products & processes for joining and wear control. Each material and solution of Dura-Metal is specifically researched and designed for cost effective and engineering sound solutions to help production function better and survive longer – in spite of adverse operational environments. Abrasion, Erosion, Corrosion, Fretting, Oxidation and Thermal Fatigue – common materials problem like these can bring production to a standstill. Reliable critical production equipment is the first step towards ensuring peak performance and longevity.




That is where Dura-Metal comes in. We have the expertise and resources to help you combat the destructive forces inherent in any production environment. We offer a superior range of components, base material, surface coating technologies and support services to help keep your production systems up and running for long haul. Increased product longevity means less cash outlay for replacement parts. Consistent product performance puts end to costly downtime. Unsurpassed industrial reliability helps you meet productions deadline; on time, everytime. Each translate to substantial cost savings and bottom-line benefits.




Dura-Metal serves customers worldwide and has built a reputation for marketing products of the highest quality and providing a matching service. Please feel free to contact us and our engineering consultants can help you select the materials or solutions best suited for your specific applications.




INDUSTRIES SERVED:




• Oil & Gas

• Mining

• Marine

• Petrolchemical

• Power

• Steel

• Cement

• Electronics

• Semi-Conductor

• Glass

• Aviation

• Agriculture

• Paper

• Automotive

• Jobshops


                                        
                                    ",
http://www.thegreenbook.com/companies/uniweld-products-usa-pte-ltd/,Uniweld Products (USA) Pte Ltd,,+65  62928888,+65  62837172,40 MacTaggart Rd   S(368085),,
http://www.thegreenbook.com/companies/yew-cheong-asiapac-pte-ltd/,Yew Cheong (Asiapac) Pte Ltd,,+65  62962323,+65  62972323,51 Kallang Pl S(339176),,
http://www.thegreenbook.com/companies/arcent-singapore-pte-ltd/,Arcent (Singapore) Pte Ltd,,+65  63566997,+65  63564854,2 Yishun Ind St 1 #07-11 Northpoint BizHub S(768159),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

 A trusted and reliable supplier to quality cutting and welding equipment since 2011. A solution provider for all your cutting and welding needs ranging from manual to automated processes. We provide dedicated after-sales service to meet our customers' satisfaction.

OUR MISSION:

To provide professional solutions to all customers' welding and cutting requirements.


                                        
                                    ",
http://www.thegreenbook.com/companies/taihei-industries-pte-ltd/,Taihei Industries Pte Ltd,,+65  67439120,+65  67439121,37 Tannery Lane #06-07 Tannery Hse S(347790),,
http://www.thegreenbook.com/companies/fuji-rf-applications-s-pte-ltd/,Fuji Rf Applications (S) Pte Ltd,,+65  64824911,+65  64823262,1 Saint Thomas Wlk #14-04 Wilmer Hse S(238096),,
http://www.thegreenbook.com/companies/europa-pte-ltd/,Europa Pte Ltd,,+65  62867578,+65  62550271,21 Woodlands Cl #09-14 Primz Bizhub S(737854),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Over the years, 

Europa Pte Ltd

 has retained its position as one of the worldwide leaders in the field of plastic welding and hot air blowers. We carry high performing Leister products which provide heat for a variety of industrial applications. We also offer innovative and effective Laser Systems and Microsystems giving solutions to your welding needs. We distribute Leister products which are manufactured from Switzerland ensuring to have outstanding quality and consistent performance. Since 98% of the production is being exported, these varieties of welding products have established names in different parts of the world, serving various industries related to welding.




In plastic welding, we are the first choice when it comes to welding machines for plastic processing because of the high reliability and performance of the products that we have. These products can be used in floor coverings, earthworks, roof sealing systems, plastic sheeting, vehicle repair as well as process equipment manufacturing and hydraulic and tunnel engineering. Our Leister products are also excellent in terms of the conceptual design of hot air applications.




Through continuous improvement, innovative solutions have opened up this new manufacturing method known as laser systems. These are commonly used in Microsystems technology, medical and sensor assembly and automobile production. In addition, Microsystems are also developed producing micro-optical components and micromechanical sensors which are mostly applied in cleanrooms today.




The following are some of the products we offer:

• Leister Combi-Wedge-Welder TWINNY-S

• Leister Hot-Air-Hand-Tool ELECTRON-ST

• Leister DB-A1 LTAG GHIBLI-AW

• Leister Hot-Air-Welder VARIMAT-V2

• Leister Hot-Wedge-Welder COMET

• Leister Extrusion-Welder FUSION-3

• Leister Extrusion-Welder WELDPLAST-S2-PVC

• Leister Hot-Air-Hand-Tool Diode-PID

• Leister Hot-Air-Hand-Tool WELDING-PEN-R

• Leister Hot-Air-Hand-Tool TRIAC-AT


                                        
                                    ",
http://www.thegreenbook.com/companies/ansac-technology-s-pte-ltd/,Ansac Technology (S) Pte Ltd,,+65  63680225,+65  63688023,35 Marsiling Ind Est Rd 3 #02-01  S(739257),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

ANSAC Technology (S) Pte Ltd

, a private limited company, was established in April 2000 and is located in the northern part of Singapore. 

ANSAC

 is proud to be a certified

 ISO 19001:2008, OHSAS 18001:2007

 and 

BizSAFE Star

 Company. 

We have an excellent team for Sales & Application, Marketing, Project, Technical Support, Maintenance & Calibration to serve you better. A one-stop service total solution provider for our clients from various industries such as Marine, Waste & Water, Semiconductor, Pharmaceutical, Oil & Gas, EPCs, etc. 

We at 

ANSAC

 pride ourselves to be the OEM authorized distributor for many reputable product brands from Australia, Canada, France, Germany, Italy and United States Of America. With 

ANSAC

, we will always assure you of a hassle free and a total solutions to your needs and requirements. 

 

Vision

 

ANSAC

 aspires to become one of the most preferred Instrumentation Solution and Service Provider in the market. 

 

 

Mission Statement

 We will establish 

ANSAC

 as the preferred provider of innovative and adaptive system control solutions, providing the most comprehensive and responsive technical services to attain a high level of customer satisfaction.

 

Core Values

 •Take Initiative and Act with Integrity

•Foster Partnership and Cooperation

 •Innovation and Resourcefulness

•Service Excellence

•Be Accountable

•Teamwork and Transparency
                                        


                                    ",
http://www.thegreenbook.com/companies/utex-industrial-supplies-pte-ltd-tagore-lane-/,,,+65 64585085,+65 64588747,220 Tagore Lane #02-13 S(787600),,
http://www.thegreenbook.com/companies/cutech-solutions-services-pte-ltd/,Cutech Solutions & Services Pte Ltd,,+65 66650187,+65 65605892,2 Jurong East St 21 #04-32E IMM Bldg S(609601),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Cutech

 is a rapidly growing global engineering group providing diversified services to the Oil & Gas, Petrochemical, Process, Marine, Industrial, Construction, Cement and Power sectors. It started with its headquarters in Singapore and now has its global footprint established in the Middle East, India, Malaysia and Indonesia with associate partners worldwide.


                                        
                                    ",
http://www.thegreenbook.com/companies/yaskawa-electric-s-pte-ltd/,Yaskawa Electric (S) Pte Ltd,,+65  62823003,+65  62893003,151 Lor Chuan #04-02A New Tech Pk S(556741),"
										


											 
										


                                        


                                            
                                        


                                        


                                            Yaskawa Electric (Singapore) Pte Ltd is 100% held by Yaskawa Electric Corporation Japan. In 1976, YSP was established in Singapore as a representative office of Yaskawa Electric Corporation. It was the first Yaskawa's office in southeast Asia. Since it was incorporated in 1991 under the law and regulations of Singapore, Yaskawa Electric (Singapore) Pte Ltd is providing the technology to help manufacturers improve production reliability and productivity through automated control of products and process.



YSP has grown to become a leading supplier of AC and DC servos, AC inverter and FA Controllers, Robotics products in South East Asia region. And, presently, Yaskawa main operation in Singapore includes sales, technical support, after-sale service and PCBA procurement business in 1995 and now it is one of YSP's major businesses. At the heart of Yaskawa course of action is our motto ""Customer Satisfaction"", which all our staff know it as their mission. We believe strongly that only Yaskawa takes ""Customer Satisfaction"" as its focal point for policy will create the winning market strategy.
 
                                        


                                    ",
http://www.thegreenbook.com/companies/southeast-asia-welding-equipment-pte-ltd/,Southeast Asia Welding Equipment Pte Ltd,,+65  67416158,+65  67414420,80 Genting Lane #11-02 Ruby Ind Complex S(349565),,
http://www.thegreenbook.com/companies/world-wide-machine-tools-pte-ltd/,World-Wide Machine Tools Pte Ltd,,+65  68611028,+65  68614268,178 Gul Circle Jurong Town S(629628),,
http://www.thegreenbook.com/companies/butbro-far-east-pte-ltd/,,,+65  62962323,+65  62972323,51 Kallang Pl S(339176),,
http://www.thegreenbook.com/companies/maxweld-asia-pte-ltd/,Maxweld Asia Pte Ltd,,+65  64826966,+65  67566966,Blk 211 Woodlands Ave 9 #08-73 Woodlands Spectrum II S(738960),"
										


											 
										


                                        


                                            
                                        


                                        


                                            Maxweld Asia Pte Ltd specializes in MIG, TIG, ARC welding machine, plasma cutting machine, Co2 Wire, flux cored wire, TIG rods, electrodes, tungstens, plasma torch, MIG torch & accessories, TIG torch & accessories, gas cutting torch & accessories, electrode dryers, welding cable, anti spatter gel/ spray, regulators, positioners table, etc… We are a one-stop solutions for your welding needs.
                                        


                                    ",
http://www.thegreenbook.com/companies/eastern-eagle-trading-pte-ltd/,,,+65  62681014,+65  62681630,27A Jurong Port Rd #01-53  S(619101),,
http://www.thegreenbook.com/companies/k-h-engineering-enterprise/,,,+65 65631563,+65 67601804,Blk 2021 Bt Batok St 23 #01-232 S(659526),,
http://www.thegreenbook.com/companies/champ-electronics-systems-pte-ltd/,Champ Electronics & Systems Pte Ltd,,+65 62747488,+65 62716988,16 New Ind Rd #02-01/02 Hudson Technocentre S(536204),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

On February 24, 1995, 

Champ Electronics & Systems Pte Ltd

 was first established as a trading company in Singapore. Our company has ventured as Manufacturer and Distributor/Representative of numerous manufacturers included in the U.S. Fortune 500 listed companies as well as international brand names for electronic components. CES stocks various products to address the needs of some local and overseas OEM customers. This “value added process” by CES has begun and through the years, our company entered into various agreements with different offshore manufacturers in order to supply for the Asia Pacific marketplace.




Champ Electronics & Systems Pte Ltd has built a strong marketing network that are effectively distributing to the Asean and Asia Pacific region including Singapore, Philippines, Thailand, Malaysia, Indonesia, China, Taiwan, Hong Kong, India, Korea and Middle East.




Our range of comprehensive products includes but not limited to electrical & electronic components,fasteners, connectors, fiber optics cable & accessories, security control equipment & systems, data communication equipment & supplies, cable assemblies and a lot more. We also cater different services such as buffer stocks, kitting, system integration, supply chain management.




Mission:

To understand customer needs

To use our marketing & technical engineering expertise

To provide solutions to our diversified customer base

To optimise our product portfolio, marketing & distribution channels to provide excellent service to our target customers at a competitive price

To commit to continous improvements

To seek vendor partnership




Vision:

To be one of the top ten marketing and distribution agencies in the asia pacific region.

To be customer focused

To be fast, flexible and adaptable to market changes




Awards:




1) ASIA PACIFIC Top Excellent Brand Award 2009

2) Successful Entrepreneur Award 2010

3) Asia Pacific Entrepreneurship Award 2011

4) SINGAPORE Business Gurus Award 2013


                                        
                                    ",
http://www.thegreenbook.com/companies/ken-industrial-gases-pte-ltd/,Ken Industrial Gases Pte Ltd,,+65  64487340,+65  64455102,61 Kaki Bt Ave 1 #01-18 Shun Li Ind Pk S(417943),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Established since 1980, Ken Industrial Gases Pte Ltd specialized in all Industrial and Marine Gases, Gas Equipment and Gas Cylinders (Steel & Aluminum) from Japan, Korea, China and Europe.




Over the years, we have developed to meet the growing needs of high purity Calibration and Hydro Carbon gases for the Industrial such as petroleum, electronics, pharmaceutical, engineering, power plant and food industrial.




Being the helium/balloon gas distributor, Ken Industrial Gases has since been supplying helium for both industrial and leisure events such as product launches, major promotion, children parties and National day celebration etc.




As from 1999, we venture with a worldwide organization to provide worldwide supplies in shipping and offshore company. We even secure the agency for marine chemical and marine Fire & Safety Equipment.




Our Services:-

a) Setting up of gas Tranfill Plant.

b) Installation of gas pipe line.

c) CO2 Tranfill to marine vessel.

d) N2 ship purging

e) ISO Tank (Bulk Liquid Gas) for export.

f) Hydrostatic testing and shot blasting of cylinder.




Our Objective:-

Ken Industrial Gases objective to provide good quality, effective and fast delivery. In order to help customers achieve consistently reliable performance in both analytical and process applications from basic research through new products development, production, delivery, technical support and customer service we're managing resources to provide customers with the best possible value and performance in their operations around the world.




 


                                        
                                    ",
http://www.thegreenbook.com/companies/thamps-engineering-s-pte-ltd/,Thamps Engineering (S) Pte Ltd,,+65  67752588,+65  67753833,194 Pandan Loop #07-15 Pantech Business Hub S(128383),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Established in 1994, THampS Singapore is the leading supplier and stockist of Industrial Tools and Machinery to the Oil & Gas, Petroleum, Marine & Shipping and various industries.  With our solid relationship, business acumen and vast network of suppliers worldwide, THampS currently stock a wide range of products sourced directly from USA. If you want pricing on a specific item, please contact us and we will provide you with a quotation to meet your needs. 




 




We offer you the BEST and LOWEST price.




 


                                        
                                    ",
http://www.thegreenbook.com/companies/kok-han-marketing-pte-ltd/,Kok Han Marketing Pte Ltd,,+65  62945760,+65  62968926,3 Kaki Bt Rd 1 #01-03/04 Eunos Technolink S(415935),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Kok Han Marketing Pte Ltd

 is a company established in 1989 and has been a long running player in the manufacturing and hardware supplies industry. True to its title, 2011 Successful Entrepreneur, Kok Han has served its customers with satisfaction.




 




Kok Han Marketing Pte Ltd is headquartered in Singapore and has satellite offices in Taiwan and Malaysia. Over the years, it has maintained its good relationships and business associations with companies, now partners, from Thailand and China. It aims to deliver quality and reliable products and services to customers locally and internationally. Kok Han has also penetrated international markets in Asia like Sri Lanka, Solomon Island, Indonesia, Thailand, Vietnam and Philippines. It has also tapped other offshore markets such as Canada.




 




The company has a wide product line that includes items such as brushes, cutters, electrode holders, welding tools and more. If you are in need of hand tools (i.e., wrenches and garden tools) or construction equipment (i.e., locks, pull handle, hinges, latches, and etc.) you can be certain that Kok Han is trusted by major brands to carry their products.


                                        
                                    ",
http://www.thegreenbook.com/companies/heng-yong-trading/,Heng Yong Trading,,+65  62913293,+65  62921964,15 Cuff Rd S(209726),,
http://www.thegreenbook.com/companies/weltron-equipment-pte-ltd/,Weltron Equipment Pte Ltd,,+65  63163206,+65  63163207,1 Bt Batok Cres #07-23/24 WCEGA Plaza S(658064),,
http://www.thegreenbook.com/companies/ssh-corporation-ltd/,SSH Corporation Ltd,,+65 62656088,+65 62613798,19 Jurong Port Rd S(619093),,
http://www.thegreenbook.com/companies/roundo-far-east-pte-ltd/,Roundo Far East Pte Ltd,,+65  64561414,+65  64596484,5 Defu Lane 8 S(539309),,
http://www.thegreenbook.com/companies/mechanical-packing-products-consultants/,Mechanical Packing Products Consultants,,+65  97392388,+65  68990016,Blk 408 Pandan Gdns #07-58  S(600408),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Mechanical Packing Products Consultants

 is an Authorized Representative and Agent of South East Asia for AMPCO and DynaPack of USA. Regional Authorized Representative for Bernd Siegmund, Germany

Mechanical Packing Products Consultants specialized in a wide range of Clamps, Gaskets, Packings, and Welding Equipment.

 


                                        
                                    ",
http://www.thegreenbook.com/companies/lifton-magnets-pte-ltd/,Lifton Magnets Pte Ltd,,+65  68487085,+65  67473561,Blk 3023 Ubi Rd 3 #03-01 Ubiplex 1 S(408663),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Lifton Magnets

® has a rapidly growing extended family of more than 500 customers nationally and internationally. Our customer family encompasses a wide spectrum of industries from hard core mold & die manufacturers, material handlers, fabrication shops, shipyards, offshore engineering plants, job shops, recyclers and educational and R&D establishments. Lifton is backed by over 80 combined years of Magnet assembly manufacturing experience with local and overseas fabrication plants in developed and emerging economies in Singapore, Italy, China and India. Comprising of a team of deeply magnetics, and committed to bringing you the most cost effective and long lasting magnet assembly systems – Lifton Magnets is poised to be your partner of choice in industrial magnet workholding and separating solutions. Lifton believes in sales by reference and is proud to enjoy more than 99% customer satisfaction levels and maintains an unusually close working relationship with all its customers. Come. Be a Lifton customer and feel the difference.


                                        
                                    ",
